"id","intakedate","intakereason","location"
"15801",2009-11-28,"Moving","Adoptable Cat Glass Colony"
"15932",2009-12-08,"Moving","Adoptable Dogs"
"28859",2012-08-10,"Abandoned","Adoptable Dogs"
"30812",2013-01-11,"Abandoned","Stray Cats"
"31469",2013-03-26,"Incompatible with owner lifestyle","Stray Dogs Beta"
"40705",2015-06-19,"Abandoned","Lobby"
"40706",2015-06-19,"Abandoned","Lobby"
"46238",2016-10-09,"Abandoned","Special Care Dogs"
"46437",2016-10-26,"Abandoned","Stray Cats"
"46693",2016-11-21,"Abandoned","Adoptable Dogs"
"47120",2017-01-11,"Abandoned","Foster"
"47146",2017-01-17,"Abandoned","Foster"
"47156",2017-01-17,"Abandoned","Lobby"
"47157",2017-01-17,"Abandoned","Lobby"
"47198",2017-01-22,"Abandoned","Adoptable Cat Glass Colony"
"47239",2017-01-27,"Abandoned","Foster"
"47248",2017-01-27,"Abandoned","Foster"
"47277",2017-01-31,"Abandoned","Adoptable Cat Glass Colony"
"47290",2017-02-01,"Abandoned","Adoptable Cat Big Colony"
"47319",2017-02-05,"Rabies Monitoring","Stray Dogs Theta"
"47360",2017-02-11,"Abandoned","Office"
"47395",2017-02-13,"Abandoned","Adoptable Cat Big Colony"
"47402",2017-02-14,"Abandoned","Adoptable Dogs"
"47414",2017-02-16,"Abandoned","Stray Dogs Beta"
"47429",2017-02-18,"Abandoned","Office"
"47432",2017-02-18,"Abandoned","Lobby"
"47502",2017-02-27,"Marriage/Relationship split","Stray Dogs Beta"
"47510",2017-02-28,"Abandoned","Adoptable Cat Big Colony"
"47511",2017-02-28,"Abandoned","Adoptable Cat Small Colony"
"47520",2017-03-02,"Abandoned","Adoptable Cat Big Colony"
"47521",2017-03-02,"Abandoned","Adoptable Cat Kennels"
"47538",2017-03-04,"Abandoned","Foster"
"47539",2017-03-04,"Abandoned","Adoptable Cat Glass Colony"
"47540",2017-03-04,"Abandoned","Adoptable Cat Glass Colony"
"47558",2017-03-06,"Abandoned","Adoptable Dogs"
"47562",2017-03-06,"Abandoned","Adoptable Cat Kennels"
"47575",2017-03-07,"Moving","Adoptable Dogs"
"47576",2017-03-07,"Abandoned","Adoptable Dogs"
"47582",2017-03-07,"Abandoned","Stray Dogs Beta"
"47591",2017-03-09,"Abandoned","Foster"
"47595",2017-03-09,"Owner Deceased","Adoptable Cat Big Colony"
"47613",2017-03-10,"Abandoned","Stray Dogs Beta"
"47617",2017-03-10,"Abandoned","Adoptable Cat Kennels"
"47627",2017-03-11,"Abandoned","Feline Nursery"
"47628",2017-03-11,"Abandoned","Adoptable Cat Kennels"
"47629",2017-03-11,"Abandoned","Adoptable Cat Kennels"
"47630",2017-03-11,"Abandoned","Adoptable Cat Small Colony"
"47631",2017-03-11,"Abandoned","Feline Nursery"
"47632",2017-03-11,"Abandoned","Feline Nursery"
"47633",2017-03-11,"Abandoned","Feline Nursery"
"47634",2017-03-11,"Abandoned","Feline Nursery"
"47635",2017-03-11,"Abandoned","Feline Nursery"
"47636",2017-03-11,"Abandoned","Feline Nursery"
"47637",2017-03-11,"Abandoned","Feline Nursery"
"47638",2017-03-11,"Abandoned","Adoptable Cat Kennels"
"47639",2017-03-11,"Abandoned","Adoptable Dogs"
"47654",2017-03-14,"Abandoned","Foster"
"47659",2017-03-14,"Abandoned","Adoptable Cat Kennels"
"47661",2017-03-15,"Abandoned","Adoptable Cat Big Colony"
"47662",2017-03-15,"Abandoned","Adoptable Dogs"
"47665",2017-03-15,"Abandoned","Adoptable Dogs"
"47681",2017-03-18,"Abandoned","Stray Dogs Beta"
"47683",2017-03-18,"Abandoned","Adoptable Dogs"
"47684",2017-03-18,"Abandoned","Adoptable Cat Kennels"
"47685",2017-03-18,"Abandoned","Cat room B"
"47688",2017-03-18,"Abandoned","Adoptable Cat Big Colony"
"47695",2017-03-20,"Abandoned","Adoptable Dogs"
"47696",2017-03-20,"Abandoned","Adoptable Cat Kennels"
"47697",2017-03-21,"Abandoned","Adoptable Cat Big Colony"
"47698",2017-03-21,"Stray","Adoptable Cat Kennels"
"47701",2017-03-21,"","Stray Cats"
"47702",2017-03-21,"Abandoned","Adoptable Dogs"
"47703",2017-03-21,"Abandoned","Adoptable Cat Big Colony"
"47704",2017-03-21,"Abandoned","Adoptable Dogs"
"47707",2017-03-22,"Abandoned","Adoptable Cat Kennels"
"47708",2017-03-22,"Abandoned","Adoptable Cat Kennels"
"47710",2017-03-22,"Abandoned","Stray Dogs Theta"
"47712",2017-03-23,"Stray","Dog room C"
"47714",2017-03-23,"Abandoned","Adoptable Dogs"
"47715",2017-03-23,"Abandoned","Office"
"47717",2017-03-23,"Police Assist","Adoptable Dogs"
"47718",2017-03-23,"Abandoned","Adoptable Dogs"
"47721",2017-03-24,"Incompatible with owner lifestyle","Adoptable Dogs"
"47724",2017-03-24,"Abandoned","Lobby"
"47725",2017-03-24,"Abandoned","Lobby"
"47727",2017-03-24,"Abandoned","Adoptable Dogs"
"47728",2017-03-24,"Abandoned","Adoptable Dogs"
"47730",2017-03-24,"Abandoned","Adoptable Cat Kennels"
"47733",2017-03-24,"","Lobby"
"47735",2017-03-24,"Abandoned","Lobby"
"47736",2017-03-24,"Abandoned","Lobby"
"47737",2017-03-24,"Abandoned","Lobby"
"47738",2017-03-25,"Biting","Stray Dogs Theta"
"47740",2017-03-25,"Abandoned","Lobby"
"47741",2017-03-25,"Abandoned","Lobby"
"47742",2017-03-25,"Abandoned","Adoptable Dogs"
"47744",2017-03-25,"Abandoned","Adoptable Dogs"
"47747",2017-03-27,"Abandoned","Adoptable Dogs"
"47748",2017-03-27,"Abandoned","Adoptable Dogs"
"47749",2017-03-27,"Abandoned","Adoptable Dogs"
"47750",2017-03-27,"Abandoned","Stray Dogs Beta"
"47751",2017-03-27,"Abandoned","Adoptable Dogs"
"47752",2017-03-27,"Abandoned","Adoptable Dogs"
"47753",2017-03-27,"Abandoned","Dog room D"
"47754",2017-03-27,"Abandoned","Adoptable Dogs"
"47755",2017-03-27,"Abandoned","Adoptable Dogs"
"47756",2017-03-27,"Abandoned","Adoptable Dogs"
"47757",2017-03-27,"Abandoned","Adoptable Dogs"
"47759",2017-03-27,"Stray","Stray Dogs Alpha"
"47760",2017-03-27,"Abandoned","Adoptable Dogs"
"47762",2017-03-27,"Abandoned","Special Care Dogs"
"47763",2017-03-28,"Abandoned","Adoptable Cat Middle Colony"
"47764",2017-03-28,"Abandoned","Adoptable Dogs"
"47765",2017-03-28,"Abandoned","Stray Dogs Beta"
"47766",2017-03-28,"Abandoned","Stray Dogs Beta"
"47767",2017-03-28,"Abandoned","Stray Cats"
"47768",2017-03-28,"Abandoned","Stray Cats"
"47769",2017-03-28,"Abandoned","Adoptable Dogs"
"47770",2017-03-28,"Abandoned","Adoptable Dogs"
"47771",2017-03-28,"Abandoned","Adoptable Dogs"
"55297",2017-03-31,"Owner Died","Adoptable Cat Big Colony"
"55298",2017-03-31,"Stray","Adoptable Cat Kennels"
"55299",2017-03-31,"Stray","Adoptable Cat Big Colony"
"55300",2017-03-31,"TNR - Trap/Neuter/Release","Adoptable Cat Glass Colony"
"55301",2017-03-31,"Stray","Adoptable Cat Kennels"
"55302",2017-03-29,"Unable to Afford","Stray Dogs Alpha"
"55303",2017-03-31,"Unsuitable Accommodation","Adoptable Cat Big Colony"
"55304",2017-03-29,"Unable to Afford","Stray Dogs Alpha"
"55305",2017-03-29,"Unable to Afford","Stray Dogs Alpha"
"55307",2017-03-29,"Unable to Afford","Stray Dogs Alpha"
"55308",2017-03-31,"Unsuitable Accommodation","Stray Dogs Theta"
"55309",2017-03-31,"Incompatible with owner lifestyle","Office"
"55310",2017-03-31,"Incompatible with owner lifestyle","Office"
"55311",2017-03-31,"Incompatible with owner lifestyle","Office"
"55312",2017-03-31,"Incompatible with owner lifestyle","Office"
"55313",2017-03-31,"Incompatible with owner lifestyle","Office"
"55314",2017-03-31,"Incompatible with owner lifestyle","Lobby"
"55315",2017-03-31,"Incompatible with owner lifestyle","Office"
"55316",2017-03-31,"Incompatible with owner lifestyle","Lobby"
"55317",2017-03-31,"Incompatible with owner lifestyle","Office"
"55318",2017-03-31,"Incompatible with owner lifestyle","Office"
"55319",2017-03-31,"Incompatible with owner lifestyle","Office"
"55320",2017-03-31,"Incompatible with owner lifestyle","Office"
"55321",2017-03-31,"Incompatible with owner lifestyle","Office"
"55322",2017-03-30,"Stray","Dog room B"
"55323",2017-03-30,"Stray","Stray Dogs Beta"
"55324",2017-03-31,"Incompatible with owner lifestyle","Office"
"55325",2017-03-31,"Incompatible with owner lifestyle","Office"
"55326",2017-03-31,"Incompatible with owner lifestyle","Office"
"55327",2017-03-31,"Incompatible with owner lifestyle","Office"
"55328",2017-03-31,"Incompatible with owner lifestyle","Office"
"55329",2017-03-31,"Incompatible with owner lifestyle","Office"
"55330",2017-03-31,"Incompatible with owner lifestyle","Office"
"55331",2017-03-31,"Incompatible with owner lifestyle","Office"
"55332",2017-03-31,"Incompatible with owner lifestyle","Office"
"55333",2017-03-31,"Incompatible with owner lifestyle","Office"
"55334",2017-03-29,"Stray","Adoptable Dogs"
"55335",2017-03-31,"Stray","Veterinary office"
"55336",2017-03-31,"Stray","Adoptable Cat Middle Colony"
"55337",2017-03-29,"Stray","Adoptable Cat Glass Colony"
"55338",2017-03-31,"Stray","Adoptable Dogs"
"55339",2017-03-31,"Stray","Adoptable Dogs"
"55340",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55341",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55342",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55343",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55344",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55345",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55346",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55347",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55348",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55349",2017-04-01,"Incompatible with owner lifestyle","Lobby"
"55350",2017-04-01,"Unsuitable Accommodation","Special Care Dogs"
"55351",2017-04-01,"Stray","Adoptable Dogs"
"55352",2017-04-01,"Incompatible with owner lifestyle","Adoptable Cat Kennels"
"55354",2017-04-01,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55355",2017-04-02,"Stray","Stray Cats"
"55357",2017-04-02,"Unable to Afford","Adoptable Dogs"
"55358",2017-04-02,"Police Assist","Stray Dogs Beta"
"55359",2017-04-03,"Stray","Adoptable Cat Kennels"
"55360",2017-04-03,"Unable to Afford","Adoptable Cat Kennels"
"55361",2017-04-03,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55362",2017-04-03,"Stray","Check-in"
"55363",2017-04-03,"Stray","Special Care Dogs"
"55364",2017-04-03,"Incompatible with owner lifestyle","Stray Dogs Beta"
"55365",2017-04-03,"Incompatible with owner lifestyle","Adoptable Dogs"
"55366",2017-04-03,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55369",2017-04-03,"Unsuitable Accommodation","Stray Cats"
"55370",2017-04-03,"Abandoned","Adoptable Cat Kennels"
"55371",2017-04-03,"Abandoned","Feline Nursery"
"55372",2017-04-03,"Unsuitable Accommodation","Stray Dogs Theta"
"55373",2017-04-03,"Unsuitable Accommodation","Stray Dogs Beta"
"55375",2017-04-04,"Stray","Stray Cats"
"55376",2017-04-04,"Owner Died","Adoptable Cat Big Colony"
"55377",2017-04-04,"Owner Died","Adoptable Cat Big Colony"
"55378",2017-04-04,"Owner Died","Lobby"
"55379",2017-04-04,"Owner Died","Lobby"
"55380",2017-04-04,"Owner Died","Lobby"
"55381",2017-04-04,"Stray","Special Care Cats"
"55382",2017-04-04,"Owner Died","Adoptable Cat Kennels"
"55383",2017-04-04,"Owner Died","Adoptable Cat Small Colony"
"55384",2017-04-04,"Owner Died","Lobby"
"55385",2017-04-04,"Owner Died","Adoptable Cat Small Colony"
"55386",2017-04-04,"Owner Died","Adoptable Cat Small Colony"
"55389",2017-04-04,"Stray","Adoptable Cat Kennels"
"55391",2017-04-05,"Stray","Stray Dogs Beta"
"55394",2017-04-05,"Stray","Stray Dogs Beta"
"55395",2017-04-05,"Stray","Adoptable Dogs"
"55396",2017-03-18,"Abandoned","Foster"
"55397",2017-03-18,"Abandoned","Foster"
"55398",2017-03-18,"Abandoned","Foster"
"55399",2017-03-18,"Abandoned","Foster"
"55400",2017-04-06,"Stray","Check-in"
"55401",2017-04-06,"Owner Died","Stray Cats"
"55402",2017-04-06,"Incompatible with owner lifestyle","Special Care Cats"
"55404",2017-04-06,"Stray","Stray Dogs Theta"
"55405",2017-04-06,"Stray","Special Care Dogs"
"55409",2017-04-06,"Police Assist","Stray Dogs Theta"
"55410",2017-04-07,"Stray","Check-in"
"55411",2017-04-07,"Stray","Check-in"
"55412",2017-04-07,"Stray","Stray Cats"
"55415",2017-04-07,"Stray","Stray Cats"
"55416",2017-04-07,"Stray","Stray Cats"
"55419",2017-03-31,"Stray","Lobby"
"55420",2017-03-31,"Stray","Feline Nursery"
"55421",2017-03-31,"Stray","Lobby"
"55422",2017-03-31,"Stray","Lobby"
"55423",2017-03-31,"Stray","Lobby"
"55425",2017-04-07,"Injured Wildlife","Check-in"
"55426",2017-04-07,"Injured Wildlife","Check-in"
"55427",2017-04-07,"Injured Wildlife","Check-in"
"55428",2017-04-07,"Injured Wildlife","Check-in"
"55429",2017-04-07,"Injured Wildlife","Check-in"
"55430",2017-04-07,"Stray","Adoptable Cat Glass Colony"
"55433",2017-04-07,"Stray","Adoptable Dogs"
"55434",2017-04-08,"Incompatible with owner lifestyle","Adoptable Dogs"
"55438",2017-04-08,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55439",2017-04-08,"Incompatible with owner lifestyle","Stray Dogs Beta"
"55440",2017-04-08,"Incompatible with owner lifestyle","Adoptable Cat Middle Colony"
"55441",2017-04-08,"Incompatible with owner lifestyle","Check-in"
"55442",2017-04-09,"Stray","Adoptable Cat Big Colony"
"55444",2017-04-09,"Stray","Adoptable Dogs"
"55445",2017-04-09,"Incompatible with owner lifestyle","Adoptable Dogs"
"55446",2017-04-10,"Stray","Special Care Dogs"
"55447",2017-04-10,"Stray","Stray Cats"
"55448",2017-04-10,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55449",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery"
"55450",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery"
"55451",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery"
"55452",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery"
"55453",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs"
"55454",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs"
"55455",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs"
"55456",2018-11-27,"Owner Deceased","Adoptable Dogs"
"55458",2017-04-10,"Stray","Adoptable Dogs"
"55462",2017-04-10,"Stray","Adoptable Dogs"
"55463",2017-04-11,"Stray","Adoptable Dogs"
"55464",2017-04-11,"Stray","Stray Dogs Theta"
"55465",2017-04-11,"Stray","Stray Cats"
"55466",2017-04-11,"Stray","Shelter"
"55468",2017-04-11,"Injured Wildlife","Shelter"
"55469",2017-04-11,"Abandoned","Adoptable Cat Glass Colony"
"55470",2017-04-11,"Stray","Adoptable Cat Glass Colony"
"55473",2017-04-11,"Allergies","Check-in"
"55475",2017-04-11,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55476",2017-04-11,"Incompatible with owner lifestyle","Adoptable Cat Kennels"
"55477",2017-04-11,"Incompatible with owner lifestyle","Lobby"
"55478",2017-04-11,"Incompatible with owner lifestyle","Lobby"
"55479",2017-04-12,"Stray","Stray Dogs Theta"
"55482",2017-04-12,"Stray","Adoptable Dogs"
"55484",2017-04-12,"Stray","Stray Cats"
"55485",2017-04-12,"Stray","Stray Dogs Beta"
"55490",2017-04-13,"Unsuitable Accommodation","Adoptable Dogs"
"55493",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55495",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery"
"55496",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery"
"55497",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery"
"55498",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery"
"55499",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery"
"55500",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Big Colony"
"55501",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Small Colony"
"55502",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Middle Colony"
"55503",2017-04-15,"Incompatible with owner lifestyle","Adoptable Dogs"
"55504",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Kennels"
"55505",2017-04-15,"Stray","Check-in"
"55506",2017-04-15,"Stray","Stray Dogs Theta"
"55509",2017-04-17,"TNR - Trap/Neuter/Release","Stray Dogs Beta"
"55510",2017-04-17,"Unsuitable Accommodation","Adoptable Cat Middle Colony"
"55511",2017-04-17,"Owner Deceased","Check-in"
"55514",2017-04-17,"Stray","Stray Cats"
"55517",2017-04-17,"Stray","Feline Nursery"
"55518",2017-04-17,"Stray","Feline Nursery"
"55519",2017-04-17,"Stray","Feline Nursery"
"55520",2017-04-17,"Stray","Adoptable Dogs"
"55521",2017-04-17,"Stray","Special Care Cats"
"55524",2017-04-17,"Stray","Check-in"
"55525",2017-04-17,"Stray","Check-in"
"55526",2017-04-17,"Stray","Adoptable Cat Big Colony"
"55530",2017-04-18,"Stray","Stray Dogs Theta"
"55531",2017-04-18,"Unable to Afford","Stray Cats"
"55532",2017-04-18,"Unable to Afford","Stray Cats"
"55534",2017-04-18,"Abandoned","Adoptable Cat Big Colony"
"55535",2017-04-18,"Stray","Adoptable Dogs"
"55536",2017-04-18,"Stray","Stray Dogs Beta"
"55537",2017-04-18,"Stray","Adoptable Cat Glass Colony"
"55542",2017-04-18,"Stray","Stray Dogs Theta"
"55546",2017-04-19,"Stray","Adoptable Cat Middle Colony"
"55547",2017-04-19,"Stray","Check-in"
"55549",2017-04-19,"Incompatible with owner lifestyle","Stray Dogs Theta"
"55550",2017-04-19,"Incompatible with owner lifestyle","Stray Dogs Theta"
"55551",2017-04-19,"Stray","Stray Cats"
"55552",2017-04-19,"Transfer from Other Shelter","Adoptable Dogs"
"55553",2017-04-19,"Transfer from Other Shelter","Adoptable Dogs"
"55554",2017-04-19,"Stray","Check-in"
"55555",2017-04-19,"Stray","Check-in"
"55557",2017-04-20,"Stray","Adoptable Dogs"
"55558",2017-04-20,"Incompatible with owner lifestyle","Adoptable Cat Glass Colony"
"55561",2017-04-20,"Incompatible with owner lifestyle","Adoptable Cat Kennels"
"55563",2017-04-20,"Incompatible with owner lifestyle","Feline Nursery"
"55564",2017-04-20,"Incompatible with owner lifestyle","Lobby"
"55565",2017-04-20,"Stray","Feline Nursery"
"55567",2017-04-20,"Moving","Adoptable Dogs"
"55569",2017-04-20,"Unable to Afford","Adoptable Cat Small Colony"
"55570",2017-04-20,"Stray","Adoptable Dogs"
"55571",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55572",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55573",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55574",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55575",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55576",2017-04-20,"Unsuitable Accommodation","Special Care Cats"
"55577",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony"
"55578",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55579",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55580",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55581",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55582",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55583",2017-04-20,"Unsuitable Accommodation","Feline Nursery"
"55584",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony"
"55585",2017-04-20,"Unsuitable Accommodation","Lobby"
"55586",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels"
"55587",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony"
"55588",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Glass Colony"
"55591",2017-04-20,"Stray","Adoptable Cat Small Colony"
"55592",2017-04-20,"Stray","Lobby"
"55593",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55594",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55595",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55596",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55597",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55598",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs"
"55600",2017-04-21,"Stray","Special Care Cats"
"55601",2017-04-21,"Stray","Adoptable Dogs"
"55602",2017-04-21,"Stray","Adoptable Dogs"
"55604",2017-04-21,"Stray","Special Care Dogs"
"55610",2017-04-21,"Moving","Adoptable Dogs"
"55611",2017-04-21,"Stray","Stray Cats"
"55612",2017-04-21,"Stray","Lobby"
"55613",2017-04-22,"Police Assist","Stray Dogs Beta"
"55616",2017-04-22,"Rabies Monitoring","Stray Dogs Theta"
"55617",2017-04-22,"Stray","Veterinary office"
"55618",2017-04-22,"Stray","Stray Dogs Theta"
"55619",2017-04-22,"Stray","Adoptable Dogs"
"55622",2017-04-22,"TNR - Trap/Neuter/Release","Adoptable Dogs"
"55623",2017-04-22,"Stray","Adoptable Dogs"
"55624",2017-04-22,"Incompatible with owner lifestyle","Adoptable Cat Glass Colony"
"55625",2017-04-22,"Stray","Stray Dogs Theta"
"55626",2017-04-23,"Unable to Afford","Check-in"
"55627",2017-04-23,"Stray","Stray Dogs Theta"
"55631",2017-04-24,"Stray","Stray Cats"
"55633",2017-04-24,"Stray","Stray Dogs Beta"
"55634",2017-04-24,"Stray","Adoptable Dogs"
"55635",2017-04-24,"Stray","Adoptable Cat Glass Colony"
"55637",2017-04-24,"Stray","Stray Dogs Theta"
"55639",2017-04-24,"Stray","Stray Dogs Theta"
"55640",2017-04-25,"Stray","Check-in"
"55641",2017-04-25,"Stray","Adoptable Cat Kennels"
"55642",2017-04-25,"Police Assist","Stray Dogs Beta"
"55643",2017-04-25,"Police Assist","Stray Dogs Beta"
"55644",2017-04-25,"Biting","Stray Dogs Beta"
"55645",2017-04-25,"Stray","Stray Dogs Beta"
"55647",2017-04-25,"Stray","Adoptable Dogs"
"55648",2017-04-25,"Stray","Adoptable Dogs"
"55649",2017-04-25,"Stray","Stray Dogs Theta"
"55651",2017-04-26,"Stray","Adoptable Cat Glass Colony"
"55652",2017-04-26,"Stray","Stray Dogs Beta"
"55653",2017-04-26,"Incompatible with owner lifestyle","Adoptable Dogs"
"55654",2017-04-26,"Incompatible with owner lifestyle","Stray Cats"
"55655",2017-04-27,"Stray","Stray Dogs Beta"
"55656",2017-04-27,"Stray","Stray Dogs Beta"
"55657",2017-04-27,"Incompatible with owner lifestyle","Adoptable Dogs"
"55658",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony"
"55659",2017-03-21,"Born in Shelter","Adoptable Cat Kennels"
"55660",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony"
"55661",2017-03-21,"Born in Shelter","Adoptable Cat Kennels"
"55662",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony"
"55663",2017-04-27,"Stray","Check-in"
"55664",2017-04-27,"Sick/Injured","Check-in"
"55669",2017-04-28,"Incompatible with owner lifestyle","Adoptable Dogs"
"55670",2017-04-28,"Stray","Stray Dogs Beta"
"55671",2017-04-28,"Incompatible with owner lifestyle","Lobby"
"55673",2017-04-28,"Moving","Office"
"55674",2017-04-28,"Stray","Special Care Cats"
"55676",2017-04-29,"Stray","Stray Dogs Beta"
"55679",2017-04-30,"Stray","Stray Dogs Beta"
"55680",2017-04-30,"Stray","Adoptable Cat Big Colony"
"55681",2017-05-01,"Owner Deceased","Stray Dogs Beta"
"55682",2017-05-01,"Owner Deceased","Stray Dogs Beta"
"55683",2017-05-01,"Stray","Stray Dogs Beta"
"55684",2017-05-01,"Stray","Stray Dogs Beta"
"55687",2017-05-01,"Incompatible with owner lifestyle","Adoptable Dogs"
"55688",2017-05-01,"Stray","Office"
"55689",2017-05-01,"Incompatible with owner lifestyle","Adoptable Cat Small Colony"
"55690",2017-05-01,"Stray","Lobby"
"55691",2017-05-01,"Stray","Lobby"
"55692",2017-05-01,"Stray","Stray Dogs Beta"
"55693",2017-05-01,"Stray","Adoptable Dogs"
"55694",2017-05-01,"Stray","Stray Dogs Beta"
"55696",2017-05-01,"Stray","Adoptable Dogs"
"55697",2017-05-01,"Stray","Adoptable Cat Kennels"
"55698",2017-05-01,"Stray","Stray Cats"
"55700",2017-05-01,"Stray","Stray Dogs Beta"
"55701",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery"
"55702",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery"
"55703",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery"
"55704",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery"
"55705",2017-05-02,"Stray","Special Care Dogs"
"55706",2017-05-02,"Stray","Adoptable Cat Big Colony"
"55707",2017-05-02,"Incompatible with owner lifestyle","Stray Dogs Beta"
"55708",2017-05-02,"Stray","Stray Cats"
"55709",2017-05-02,"Stray","Stray Dogs Beta"
"55710",2017-05-02,"Allergies","Stray Cats"
"55711",2017-05-02,"Stray","Shelter"
"55712",2017-05-02,"Stray","Adoptable Dogs"
"55715",2017-05-03,"Stray","Shelter"
"55716",2017-05-03,"Stray","Stray Dogs Theta"
"55717",2017-05-03,"Stray","Stray Dogs Theta"
"55718",2017-05-03,"Stray","Adoptable Cat Kennels"
"55720",2017-05-04,"Stray","Check-in"
"55721",2017-05-04,"Landlord issues","Adoptable Cat Kennels"
"55724",2017-05-04,"Incompatible with owner lifestyle","Adoptable Dogs"
"55725",2017-05-05,"Stray","Shelter"
"55727",2017-05-05,"Stray","Adoptable Cat Kennels"
"55728",2017-05-05,"Unsuitable Accommodation","Adoptable Dogs"
"55730",2017-05-05,"Stray","Stray Cats"
"55731",2017-05-05,"Stray","Special Care Dogs"
"55732",2017-05-06,"Stray","Adoptable Cat Kennels"
"55733",2017-05-06,"Moving","Special Care Cats"
"55734",2017-05-06,"Abandoned","Adoptable Cat Kennels"
"55735",2017-05-06,"Moving","Adoptable Dogs"
"55736",2017-05-06,"Incompatible with owner lifestyle","Lobby"
"55740",2017-05-07,"Stray","Stray Dogs Beta"
"55741",2017-05-08,"Moving","Stray Dogs Beta"
"55742",2017-05-08,"Stray","Feline Nursery"
"55743",2017-05-08,"Stray","Feline Nursery"
"55744",2017-05-09,"Stray","Adoptable Dogs"
"55746",2017-05-09,"Incompatible with owner lifestyle","Feline Nursery"
"55748",2017-05-09,"Stray","Stray Cats"
"55749",2017-05-09,"Stray","Special Care Cats"
"55750",2017-05-09,"Incompatible with owner lifestyle","Adoptable Dogs"
"55751",2017-05-09,"Incompatible with owner lifestyle","Adoptable Dogs"
"55752",2017-05-09,"Stray","Stray Dogs Alpha"
"55753",2017-05-09,"Unable to Afford","Feline Nursery"
"55754",2017-05-09,"Unable to Afford","Feline Nursery"
"55755",2017-05-09,"Unable to Afford","Adoptable Cat Big Colony"
"55756",2017-05-09,"Unable to Afford","Feline Nursery"
"55758",2017-05-09,"Moving","Adoptable Dogs"
"55759",2017-05-09,"Moving","Adoptable Dogs"
"55760",2017-05-10,"Stray","Adoptable Dogs"
