"id","date","interaction","type"
"56434",2017-06-30,"Reclaimed","move"
"56435",2017-06-30,"Reclaimed","move"
"56436",2017-07-01,"Foster","move"
"56436",2017-08-26,"Adoption","move"
"56437",2017-07-17,"Adoption","move"
"56438",2017-07-29,"Foster","move"
"56438",2017-08-21,"Adoption","move"
"56439",2017-07-10,"Transfer","move"
"56440",2017-07-05,"Foster","move"
"56440",2017-07-26,"Adoption","move"
"56441",2017-08-04,"Adoption","move"
"56442",2017-08-01,"Foster","move"
"56442",2017-09-12,"Adoption","move"
"56443",2017-07-30,"Adoption","move"
"56445",2017-07-13,"Foster","move"
"56445",2017-08-11,"Adoption","move"
"56446",2017-07-07,"Adoption","move"
"56447",2017-09-10,"Transfer","move"
"56449",2017-07-12,"Adoption","move"
"56450",2017-07-23,"Adoption","move"
"56451",2017-07-13,"Adoption","move"
"56452",2017-07-12,"Adoption","move"
"56455",2017-07-08,"Adoption","move"
"56456",2017-08-04,"Adoption","move"
"56457",2017-07-08,"Adoption","move"
"56458",2017-07-17,"Adoption","move"
"56459",2017-08-04,"Adoption","move"
"56460",2017-07-07,"Adoption","move"
"56461",2017-07-08,"Adoption","move"
"56462",2017-08-15,"Adoption","move"
"56463",2017-07-12,"Adoption","move"
"56465",2017-07-05,"Reclaimed","move"
"56465",2017-07-08,"Foster","move"
"56465",2017-11-27,"Adoption","move"
"56467",2017-07-03,"Reclaimed","move"
"56467",2017-07-05,"Reclaimed","move"
"56468",2017-07-05,"Reclaimed","move"
"56469",2017-07-09,"Reclaimed","move"
"56470",2017-07-07,"Transfer","move"
"56471",2017-08-11,"Adoption","move"
"56472",2017-07-19,"Adoption","move"
"56473",2017-07-07,"Reclaimed","move"
"56474",2017-07-10,"Foster","move"
"56474",2017-09-04,"Transfer","move"
"56475",2017-07-07,"Foster","move"
"56475",2017-07-15,"Foster","move"
"56475",2017-09-26,"Adoption","move"
"56475",2017-10-18,"Adoption","move"
"56476",2017-07-10,"Foster","move"
"56476",2017-09-23,"Adoption","move"
"56477",2017-07-10,"Foster","move"
"56477",2017-09-26,"Adoption","move"
"56478",2017-07-10,"Foster","move"
"56479",2017-07-10,"Foster","move"
"56480",2017-07-13,"Foster","move"
"56480",2017-08-13,"Adoption","move"
"56480",2017-08-28,"Adoption","move"
"56481",2017-07-05,"Reclaimed","move"
"56482",2017-07-06,"Reclaimed","move"
"56483",2017-07-05,"Reclaimed","move"
"56484",2017-07-07,"Foster","move"
"56484",2017-07-15,"Foster","move"
"56484",2017-09-11,"Adoption","move"
"56485",2017-07-07,"Foster","move"
"56485",2017-07-15,"Foster","move"
"56485",2017-09-06,"Adoption","move"
"56486",2017-07-07,"Foster","move"
"56486",2017-07-15,"Foster","move"
"56486",2017-09-06,"Adoption","move"
"56486",2018-01-26,"Adoption","move"
"56487",2017-07-07,"Foster","move"
"56487",2017-07-15,"Foster","move"
"56487",2017-09-08,"Adoption","move"
"56488",2017-07-20,"Reclaimed","move"
"56490",2017-07-07,"Foster","move"
"56490",2017-07-15,"Foster","move"
"56490",2017-09-12,"Stolen","move"
"56491",2017-07-07,"Foster","move"
"56491",2017-07-15,"Foster","move"
"56491",2017-09-06,"Adoption","move"
"56492",2017-07-07,"Foster","move"
"56492",2017-09-08,"Adoption","move"
"56494",2017-07-14,"Adoption","move"
"56495",2017-07-11,"Adoption","move"
"56496",2017-07-11,"Foster","move"
"56496",2017-08-01,"Adoption","move"
"56498",2017-08-05,"Adoption","move"
"56499",2017-08-13,"Adoption","move"
"56500",2017-08-01,"Foster","move"
"56500",2017-08-09,"Adoption","move"
"56501",2017-08-01,"Foster","move"
"56501",2017-08-09,"Adoption","move"
"56502",2017-07-28,"Adoption","move"
"56503",2017-07-06,"Reclaimed","move"
"56504",2017-07-06,"Reclaimed","move"
"56505",2017-07-29,"Adoption","move"
"56507",2017-08-08,"Adoption","move"
"56509",2017-07-06,"Reclaimed","move"
"56510",2017-07-18,"Foster","move"
"56510",2017-07-26,"Adoption","move"
"56511",2017-07-15,"Transfer","move"
"56512",2017-07-18,"Foster","move"
"56512",2017-07-31,"Adoption","move"
"56513",2017-07-14,"Adoption","move"
"56514",2017-07-29,"Adoption","move"
"56515",2017-07-07,"Reclaimed","move"
"56516",2017-07-25,"Adoption","move"
"56518",2017-07-28,"Adoption","move"
"56519",2017-08-10,"Foster","move"
"56519",2017-10-02,"Foster","move"
"56519",2017-10-06,"Adoption","move"
"56520",2017-08-10,"Foster","move"
"56520",2017-08-29,"Adoption","move"
"56521",2017-07-13,"Foster","move"
"56521",2017-08-09,"Adoption","move"
"56522",2017-07-19,"Transfer","move"
"56525",2017-07-14,"Reclaimed","move"
"56528",2017-07-28,"Adoption","move"
"56529",2017-07-06,"Foster","move"
"56529",2017-09-15,"Adoption","move"
"56530",2017-07-06,"Foster","move"
"56530",2017-09-13,"Adoption","move"
"56531",2017-07-06,"Foster","move"
"56531",2017-09-08,"Adoption","move"
"56532",2017-07-06,"Foster","move"
"56532",2017-09-08,"Adoption","move"
"56533",2017-07-06,"Foster","move"
"56533",2017-09-08,"Adoption","move"
"56535",2017-08-11,"Adoption","move"
"56536",2017-08-26,"Adoption","move"
"56537",2017-07-09,"Reclaimed","move"
"56538",2017-07-10,"Transfer","move"
"56539",2017-07-10,"Transfer","move"
"56540",2017-07-15,"Foster","move"
"56541",2017-07-15,"Foster","move"
"56541",2017-09-11,"Adoption","move"
"56542",2017-07-24,"Adoption","move"
"56543",2017-07-16,"Adoption","move"
"56544",2017-07-27,"Adoption","move"
"56544",2017-07-29,"Adoption","move"
"56545",2017-07-20,"Adoption","move"
"56546",2017-07-14,"Adoption","move"
"56547",2017-07-14,"Foster","move"
"56547",2017-08-04,"Adoption","move"
"56548",2017-07-14,"Foster","move"
"56548",2017-08-16,"Adoption","move"
"56549",2017-07-14,"Foster","move"
"56549",2017-08-19,"Adoption","move"
"56550",2017-07-14,"Foster","move"
"56550",2017-08-18,"Adoption","move"
"56551",2017-07-14,"Foster","move"
"56551",2017-12-28,"Adoption","move"
"56552",2017-06-30,"Foster","move"
"56552",2017-07-10,"Foster","move"
"56553",2017-07-13,"Reclaimed","move"
"56553",2017-09-20,"Reclaimed","move"
"56553",2018-09-18,"Adoption","move"
"56554",2017-07-09,"Reclaimed","move"
"56555",2017-07-20,"Adoption","move"
"56557",2017-07-25,"Adoption","move"
"56558",2017-07-29,"Adoption","move"
"56559",2017-07-29,"Adoption","move"
"56560",2017-08-02,"Foster","move"
"56560",2017-09-03,"Foster","move"
"56560",2017-09-09,"Adoption","move"
"56560",2017-10-06,"Foster","move"
"56560",2018-01-26,"Adoption","move"
"56561",2017-07-15,"Adoption","move"
"56562",2017-07-19,"Adoption","move"
"56563",2017-07-10,"Reclaimed","move"
"56563",2018-08-20,"Reclaimed","move"
"56563",2019-07-06,"Adoption","move"
"56564",2017-07-15,"Adoption","move"
"56566",2017-07-11,"Reclaimed","move"
"56567",2017-07-20,"Adoption","move"
"56568",2017-08-03,"Adoption","move"
"56569",2017-07-21,"Adoption","move"
"56570",2017-07-29,"Adoption","move"
"56571",2017-08-14,"Adoption","move"
"56572",2017-07-18,"Adoption","move"
"56572",2017-09-03,"Adoption","move"
"56573",2017-08-07,"Adoption","move"
"56574",2017-08-10,"Adoption","move"
"56575",2017-07-12,"Reclaimed","move"
"56576",2017-07-13,"Reclaimed","move"
"56577",2017-07-20,"Adoption","move"
"56578",2017-07-20,"Adoption","move"
"56579",2017-07-20,"Adoption","move"
"56580",2017-07-13,"Reclaimed","move"
"56580",2017-08-04,"Reclaimed","move"
"56581",2017-07-15,"Foster","move"
"56581",2017-10-02,"Adoption","move"
"56581",2017-12-08,"Transfer","move"
"56582",2017-08-10,"Foster","move"
"56582",2017-08-24,"Adoption","move"
"56583",2017-07-23,"Adoption","move"
"56584",2017-08-07,"Adoption","move"
"56585",2017-08-26,"Adoption","move"
"56586",2017-07-29,"Adoption","move"
"56587",2017-07-24,"Adoption","move"
"56588",2017-07-21,"Adoption","move"
"56591",2017-07-14,"Reclaimed","move"
"56593",2017-07-17,"Reclaimed","move"
"56593",2017-07-18,"Transfer","move"
"56594",2017-07-18,"Adoption","move"
"56595",2017-07-18,"Adoption","move"
"56597",2017-07-18,"Adoption","move"
"56598",2017-07-18,"Adoption","move"
"56599",2017-07-18,"Adoption","move"
"56600",2017-07-18,"Reclaimed","move"
"56601",2017-07-13,"Reclaimed","move"
"56602",2017-07-18,"Foster","move"
"56602",2017-07-22,"Adoption","move"
"56603",2017-07-13,"Foster","move"
"56603",2019-03-06,"Transfer","move"
"56604",2017-07-13,"Foster","move"
"56604",2018-02-04,"Adoption","move"
"56605",2017-07-13,"Foster","move"
"56605",2018-02-18,"Adoption","move"
"56606",2017-07-28,"Adoption","move"
"56607",2017-07-18,"Foster","move"
"56607",2017-08-17,"Adoption","move"
"56608",2017-07-18,"Foster","move"
"56608",2017-08-16,"Adoption","move"
"56608",2019-10-04,"Adoption","move"
"56609",2017-07-18,"Foster","move"
"56609",2017-08-13,"Adoption","move"
"56609",2019-03-29,"Adoption","move"
"56610",2017-07-18,"Foster","move"
"56610",2017-08-13,"Adoption","move"
"56611",2017-10-31,"Adoption","move"
"56612",2017-09-01,"Adoption","move"
"56612",2018-12-15,"Adoption","move"
"56613",2017-07-19,"Foster","move"
"56614",2017-07-26,"Foster","move"
"56614",2017-08-10,"Adoption","move"
"56615",2017-07-29,"Adoption","move"
"56616",2017-07-28,"Adoption","move"
"56617",2017-07-21,"Adoption","move"
"56618",2017-08-04,"Adoption","move"
"56620",2017-07-19,"Adoption","move"
"56621",2017-07-19,"Adoption","move"
"56622",2017-07-15,"Foster","move"
"56622",2017-08-02,"Adoption","move"
"56623",2017-07-15,"Foster","move"
"56623",2017-08-02,"Adoption","move"
"56624",2017-09-07,"Foster","move"
"56624",2017-11-04,"Adoption","move"
"56625",2017-08-13,"Adoption","move"
"56628",2017-07-20,"Foster","move"
"56628",2017-08-14,"Adoption","move"
"56629",2017-07-20,"Foster","move"
"56629",2017-08-16,"Adoption","move"
"56630",2017-07-20,"Foster","move"
"56630",2017-08-16,"Adoption","move"
"56631",2017-07-20,"Foster","move"
"56631",2017-08-16,"Adoption","move"
"56632",2017-08-04,"Adoption","move"
"56632",2017-12-28,"Adoption","move"
"56633",2017-07-17,"Reclaimed","move"
"56634",2017-07-15,"Transfer","move"
"56635",2017-07-30,"Adoption","move"
"56636",2017-07-30,"Adoption","move"
"56637",2017-07-15,"Transfer","move"
"56638",2017-07-15,"Transfer","move"
"56639",2017-07-15,"Transfer","move"
"56641",2017-07-22,"Foster","move"
"56641",2017-08-29,"Adoption","move"
"56642",2017-07-22,"Foster","move"
"56642",2017-08-30,"Adoption","move"
"56643",2017-07-26,"Adoption","move"
"56644",2017-07-25,"Adoption","move"
"56645",2017-07-19,"Adoption","move"
"56645",2017-10-13,"Adoption","move"
"56645",2020-01-21,"Adoption","move"
"56645",2020-01-23,"Adoption","move"
"56646",2017-07-28,"Adoption","move"
"56647",2017-07-21,"Adoption","move"
"56647",2017-08-08,"Reclaimed","move"
"56647",2018-06-08,"Transfer","move"
"56650",2017-08-15,"Foster","move"
"56650",2017-09-03,"Adoption","move"
"56651",2017-07-24,"Adoption","move"
"56652",2017-08-16,"Adoption","move"
"56656",2017-07-25,"Adoption","move"
"56657",2017-07-17,"Reclaimed","move"
"56658",2017-07-17,"Reclaimed","move"
"56659",2017-08-04,"Adoption","move"
"56660",2017-07-24,"Transfer","move"
"56661",2017-07-24,"Transfer","move"
"56662",2017-07-17,"Reclaimed","move"
"56663",2017-08-12,"Adoption","move"
"56664",2017-08-11,"Adoption","move"
"56665",2017-08-26,"Adoption","move"
"56668",2017-07-28,"Adoption","move"
"56669",2017-07-21,"Adoption","move"
"56670",2017-07-20,"Adoption","move"
"56671",2017-07-21,"Adoption","move"
"56672",2017-08-01,"Foster","move"
"56672",2017-08-21,"Foster","move"
"56672",2017-12-27,"Foster","move"
"56672",2018-08-22,"Adoption","move"
"56673",2017-07-21,"Reclaimed","move"
"56675",2017-07-24,"Transfer","move"
"56676",2017-08-21,"Adoption","move"
"56679",2017-07-26,"Adoption","move"
"56680",2017-07-19,"Transfer","move"
"56681",2017-07-19,"Transfer","move"
"56682",2017-07-18,"Foster","move"
"56682",2017-08-02,"Foster","move"
"56682",2017-08-10,"Foster","move"
"56682",2017-10-16,"Adoption","move"
"56683",2017-07-29,"Adoption","move"
"56684",2017-08-26,"Adoption","move"
"56685",2017-07-21,"Reclaimed","move"
"56686",2017-07-21,"Reclaimed","move"
"56687",2017-07-19,"Reclaimed","move"
"56687",2017-08-05,"Reclaimed","move"
"56687",2017-09-09,"Reclaimed","move"
"56689",2017-10-08,"Adoption","move"
"56690",2017-07-26,"Adoption","move"
"56691",2017-07-23,"Adoption","move"
"56693",2017-08-09,"Adoption","move"
"56694",2017-08-09,"Adoption","move"
"56695",2017-09-21,"Foster","move"
"56695",2018-01-13,"Adoption","move"
"56696",2017-08-29,"Adoption","move"
"56696",2017-10-29,"Adoption","move"
"56697",2017-07-29,"Adoption","move"
"56698",2017-08-19,"Adoption","move"
"56700",2017-07-29,"Adoption","move"
"56700",2017-08-20,"Adoption","move"
"56701",2017-08-11,"Adoption","move"
"56703",2017-08-06,"Adoption","move"
"56706",2017-07-29,"Adoption","move"
"56706",2018-10-11,"Reclaimed","move"
"56707",2017-07-21,"Reclaimed","move"
"56709",2017-07-21,"Reclaimed","move"
"56710",2017-07-21,"Foster","move"
"56710",2017-10-20,"Adoption","move"
"56710",2017-10-31,"Adoption","move"
"56711",2017-07-21,"Foster","move"
"56711",2017-10-20,"Adoption","move"
"56714",2017-08-05,"Adoption","move"
"56716",2017-07-22,"Reclaimed","move"
"56717",2017-07-26,"Foster","move"
"56717",2017-08-15,"Adoption","move"
"56718",2017-07-22,"Foster","move"
"56718",2017-09-13,"Adoption","move"
"56719",2017-07-22,"Foster","move"
"56719",2017-09-09,"Adoption","move"
"56720",2017-07-22,"Foster","move"
"56720",2017-09-01,"Adoption","move"
"56721",2017-07-22,"Foster","move"
"56721",2017-08-29,"Adoption","move"
"56722",2017-07-22,"Foster","move"
"56722",2017-09-09,"Adoption","move"
"56723",2017-07-22,"Foster","move"
"56725",2017-07-27,"Adoption","move"
"56726",2017-07-22,"Foster","move"
"56726",2017-09-14,"Adoption","move"
"56727",2017-07-22,"Reclaimed","move"
"56727",2017-08-06,"Adoption","move"
"56727",2017-08-14,"Adoption","move"
"56728",2017-07-26,"Foster","move"
"56728",2017-10-05,"Adoption","move"
"56729",2017-07-28,"Foster","move"
"56729",2017-11-22,"Adoption","move"
"56731",2017-08-01,"Reclaimed","move"
"56734",2017-07-26,"Foster","move"
"56734",2017-09-07,"Adoption","move"
"56735",2017-08-23,"Adoption","move"
"56736",2017-07-26,"Adoption","move"
"56739",2017-08-12,"Adoption","move"
"56743",2017-07-26,"Foster","move"
"56743",2017-12-10,"Adoption","move"
"56746",2017-08-12,"Foster","move"
"56746",2017-09-01,"Foster","move"
"56746",2017-10-06,"Adoption","move"
"56747",2017-08-12,"Foster","move"
"56747",2017-09-01,"Foster","move"
"56747",2017-09-23,"Adoption","move"
"56748",2017-08-12,"Foster","move"
"56748",2017-09-01,"Foster","move"
"56748",2017-09-23,"Adoption","move"
"56749",2017-08-09,"Foster","move"
"56749",2017-09-14,"Adoption","move"
"56750",2017-08-12,"Foster","move"
"56750",2017-09-01,"Foster","move"
"56750",2017-09-23,"Adoption","move"
"56751",2017-08-09,"Foster","move"
"56751",2017-09-16,"Adoption","move"
"56752",2017-08-09,"Foster","move"
"56752",2017-09-13,"Adoption","move"
"56753",2017-08-09,"Foster","move"
"56753",2017-08-24,"Adoption","move"
"56754",2017-08-09,"Foster","move"
"56754",2017-08-20,"Foster","move"
"56754",2017-09-30,"Adoption","move"
"56755",2017-08-09,"Foster","move"
"56755",2017-08-25,"Adoption","move"
"56757",2017-07-29,"Adoption","move"
"56758",2017-09-21,"Adoption","move"
"56762",2017-08-01,"Adoption","move"
"56764",2017-07-26,"Reclaimed","move"
"56765",2017-09-19,"Adoption","move"
"56768",2017-08-08,"Adoption","move"
"56769",2017-07-30,"Adoption","move"
"56771",2017-08-03,"Adoption","move"
"56772",2017-08-09,"Foster","move"
"56772",2017-08-26,"Adoption","move"
"56775",2017-07-25,"Reclaimed","move"
"56777",2017-07-26,"Reclaimed","move"
"56778",2017-08-12,"Adoption","move"
"56781",2017-08-03,"Transfer","move"
"56782",2017-07-29,"Adoption","move"
"56786",2017-08-06,"Transfer","move"
"56787",2017-07-26,"Reclaimed","move"
"56787",2019-07-05,"Reclaimed","move"
"56788",2017-07-26,"Transfer","move"
"56789",2017-08-05,"Adoption","move"
"56791",2017-08-03,"Transfer","move"
"56793",2017-08-17,"Adoption","move"
"56794",2017-08-26,"Foster","move"
"56794",2017-09-17,"Adoption","move"
"56795",2017-08-26,"Foster","move"
"56795",2017-09-25,"Adoption","move"
"56796",2017-08-26,"Foster","move"
"56796",2017-09-14,"Adoption","move"
"56798",2017-08-04,"Adoption","move"
"56800",2017-08-17,"Adoption","move"
"56801",2017-07-26,"Foster","move"
"56801",2017-10-14,"Adoption","move"
"56802",2017-07-26,"Foster","move"
"56802",2017-10-13,"Adoption","move"
"56803",2017-07-26,"Foster","move"
"56803",2017-10-08,"Adoption","move"
"56804",2017-07-26,"Foster","move"
"56804",2017-10-18,"Adoption","move"
"56805",2017-08-08,"Reclaimed","move"
"56805",2018-07-30,"Reclaimed","move"
"56808",2017-08-11,"Adoption","move"
"56809",2017-08-02,"Reclaimed","move"
"56810",2017-08-01,"Foster","move"
"56810",2017-09-01,"Adoption","move"
"56811",2017-08-03,"Adoption","move"
"56812",2017-08-16,"Adoption","move"
"56813",2017-07-28,"Reclaimed","move"
"56814",2017-08-07,"Reclaimed","move"
"56815",2017-07-28,"Foster","move"
"56815",2017-08-30,"Adoption","move"
"56816",2017-07-28,"Foster","move"
"56816",2017-08-26,"Foster","move"
"56816",2017-10-19,"Adoption","move"
"56817",2017-07-28,"Foster","move"
"56817",2017-08-26,"Foster","move"
"56817",2017-10-15,"Adoption","move"
"56818",2017-07-28,"Foster","move"
"56818",2017-08-26,"Foster","move"
"56818",2017-09-23,"Adoption","move"
"56825",2017-08-02,"Foster","move"
"56825",2017-08-08,"Adoption","move"
"56826",2017-08-06,"Reclaimed","move"
"56827",2017-08-01,"Reclaimed","move"
"56827",2017-08-30,"Adoption","move"
"56828",2017-07-28,"Reclaimed","move"
"56828",2018-01-02,"Reclaimed","move"
"56828",2018-01-26,"Reclaimed","move"
"56828",2018-03-02,"Reclaimed","move"
"56828",2019-11-19,"Stolen","move"
"56828",2019-12-24,"Adoption","move"
"56829",2017-08-07,"Adoption","move"
"56830",2017-08-18,"Adoption","move"
"56831",2017-08-03,"Transfer","move"
"56832",2017-08-19,"Adoption","move"
"56833",2018-03-24,"Adoption","move"
"56834",2017-09-08,"Adoption","move"
"56834",2017-10-03,"Adoption","move"
"56834",2017-12-01,"Adoption","move"
"56834",2017-12-29,"Adoption","move"
"56835",2017-09-06,"Adoption","move"
"56838",2017-08-04,"Reclaimed","move"
"56839",2017-08-17,"Adoption","move"
"56839",2017-10-24,"Transfer","move"
"56840",2017-07-29,"Reclaimed","move"
"56841",2017-08-10,"Adoption","move"
"56841",2017-09-13,"Adoption","move"
"56843",2017-08-05,"Adoption","move"
"56844",2017-07-31,"Reclaimed","move"
"56846",2017-08-03,"Reclaimed","move"
"56847",2017-08-09,"Adoption","move"
"56848",2017-07-30,"Reclaimed","move"
"56849",2017-09-08,"Foster","move"
"56849",2017-11-29,"Adoption","move"
"56850",2017-09-19,"Adoption","move"
"56850",2019-05-03,"Adoption","move"
"56852",2017-08-03,"Adoption","move"
"56853",2017-09-16,"Adoption","move"
"56854",2017-08-30,"Adoption","move"
"56855",2017-08-10,"Adoption","move"
"56855",2018-05-26,"Reclaimed","move"
"56856",2017-08-11,"Reclaimed","move"
"56856",2017-09-05,"Reclaimed","move"
"56859",2017-08-02,"Reclaimed","move"
"56860",2017-07-31,"Reclaimed","move"
"56862",2017-09-05,"Adoption","move"
"56863",2017-08-16,"Adoption","move"
"56864",2017-08-01,"Reclaimed","move"
"56865",2017-08-10,"Adoption","move"
"56867",2017-08-08,"Adoption","move"
"56870",2017-08-09,"Reclaimed","move"
"56871",2017-08-17,"Adoption","move"
"56872",2017-08-16,"Adoption","move"
"56873",2017-08-03,"Adoption","move"
"56874",2017-08-03,"Adoption","move"
"56875",2017-08-10,"Adoption","move"
"56876",2017-08-03,"Reclaimed","move"
"56877",2017-09-02,"Adoption","move"
"56878",2017-09-11,"Adoption","move"
"56881",2017-08-16,"Foster","move"
"56881",2017-10-01,"Foster","move"
"56881",2017-11-07,"Adoption","move"
"56882",2017-08-02,"Reclaimed","move"
"56883",2017-08-25,"Adoption","move"
"56884",2017-08-12,"Adoption","move"
"56886",2017-08-10,"Adoption","move"
"56887",2017-08-08,"Adoption","move"
"56892",2017-08-04,"Reclaimed","move"
"56893",2017-08-08,"Reclaimed","move"
"56894",2017-08-08,"Reclaimed","move"
"56895",2017-08-04,"Reclaimed","move"
"56896",2017-08-07,"Reclaimed","move"
"56897",2017-08-07,"Reclaimed","move"
"56899",2017-08-16,"Adoption","move"
"56900",2017-08-16,"Adoption","move"
"56901",2017-08-15,"Adoption","move"
"56902",2017-08-08,"Adoption","move"
"56903",2017-08-09,"Adoption","move"
"56904",2017-08-10,"Adoption","move"
"56905",2017-08-09,"Adoption","move"
"56906",2017-08-10,"Adoption","move"
"56907",2017-08-10,"Adoption","move"
"56908",2017-08-05,"Foster","move"
"56908",2017-08-30,"Adoption","move"
"56909",2017-08-09,"Adoption","move"
"56910",2017-08-09,"Adoption","move"
"56911",2017-08-05,"Foster","move"
"56911",2017-08-30,"Adoption","move"
"56912",2017-09-08,"Adoption","move"
"56916",2017-08-09,"Foster","move"
"56916",2017-08-25,"Adoption","move"
"56917",2017-08-09,"Foster","move"
"56917",2017-08-31,"Adoption","move"
"56918",2017-08-09,"Foster","move"
"56918",2017-08-31,"Adoption","move"
"56919",2017-08-09,"Foster","move"
"56919",2017-09-01,"Adoption","move"
"56920",2017-08-15,"Adoption","move"
"56921",2017-08-21,"Adoption","move"
"56922",2017-08-12,"Adoption","move"
"56923",2017-08-09,"Adoption","move"
"56925",2017-08-10,"Adoption","move"
"56926",2017-09-17,"Adoption","move"
"56927",2017-08-06,"Reclaimed","move"
"56928",2017-08-06,"Reclaimed","move"
"56929",2017-08-11,"Transfer","move"
"56931",2017-08-12,"Foster","move"
"56931",2017-10-06,"Adoption","move"
"56932",2017-08-12,"Foster","move"
"56933",2017-08-12,"Foster","move"
"56933",2017-09-01,"Adoption","move"
"56934",2017-08-12,"Foster","move"
"56934",2017-09-01,"Adoption","move"
"56935",2017-08-14,"Reclaimed","move"
"56936",2017-08-08,"Reclaimed","move"
"56937",2017-08-14,"Adoption","move"
"56937",2017-12-20,"Adoption","move"
"56937",2018-02-05,"Reclaimed","move"
"56938",2017-08-08,"Reclaimed","move"
"56940",2017-08-28,"Foster","move"
"56940",2017-09-05,"Adoption","move"
"56941",2017-09-01,"Adoption","move"
"56942",2017-08-12,"Foster","move"
"56942",2017-09-09,"Adoption","move"
"56943",2017-08-26,"Adoption","move"
"56944",2017-08-12,"Foster","move"
"56944",2017-09-27,"Adoption","move"
"56945",2017-08-08,"Reclaimed","move"
"56946",2017-08-12,"Foster","move"
"56946",2017-10-27,"Adoption","move"
"56947",2017-08-12,"Foster","move"
"56947",2017-09-27,"Adoption","move"
"56948",2017-08-08,"Reclaimed","move"
"56948",2017-10-20,"Reclaimed","move"
"56948",2018-03-28,"Adoption","move"
"56949",2017-08-11,"Transfer","move"
"56950",2017-08-12,"Adoption","move"
"56952",2017-08-20,"Adoption","move"
"56952",2017-09-22,"Adoption","move"
"56953",2017-08-15,"Reclaimed","move"
"56954",2017-08-30,"Adoption","move"
"56954",2018-06-06,"Adoption","move"
"56955",2017-08-11,"Transfer","move"
"56957",2017-08-11,"Transfer","move"
"56958",2017-08-07,"Foster","move"
"56959",2017-08-11,"Foster","move"
"56959",2017-12-07,"Adoption","move"
"56960",2017-08-10,"Reclaimed","move"
"56960",2017-08-11,"Foster","move"
"56960",2017-09-18,"Adoption","move"
"56962",2017-08-10,"Reclaimed","move"
"56962",2017-08-10,"Foster","move"
"56962",2017-10-16,"Adoption","move"
"56963",2017-08-08,"Reclaimed","move"
"56965",2017-08-26,"Foster","move"
"56965",2017-09-15,"Foster","move"
"56965",2017-10-12,"Adoption","move"
"56966",2017-08-10,"Adoption","move"
"56967",2017-08-15,"Foster","move"
"56967",2017-09-16,"Adoption","move"
"56968",2017-08-10,"Reclaimed","move"
"56969",2017-08-10,"Reclaimed","move"
"56970",2017-08-18,"Adoption","move"
"56972",2017-08-15,"Reclaimed","move"
"56973",2017-08-15,"Foster","move"
"56973",2017-09-07,"Adoption","move"
"56974",2017-08-25,"Adoption","move"
"56975",2017-08-25,"Adoption","move"
"56976",2017-09-06,"Transfer","move"
"56978",2017-08-11,"Reclaimed","move"
"56979",2017-08-11,"Reclaimed","move"
"56980",2017-08-17,"Adoption","move"
"56981",2017-08-16,"Adoption","move"
"56982",2017-08-19,"Adoption","move"
"56983",2017-09-01,"Adoption","move"
"56983",2017-09-08,"Adoption","move"
"56983",2017-09-17,"Adoption","move"
"56984",2017-09-01,"Adoption","move"
"56985",2017-09-11,"Adoption","move"
"56986",2017-08-18,"Reclaimed","move"
"56987",2017-08-18,"Adoption","move"
"56987",2017-12-21,"Adoption","move"
"56988",2017-08-18,"Adoption","move"
"56989",2017-10-01,"Adoption","move"
"56992",2017-08-28,"Adoption","move"
"56992",2018-10-06,"Adoption","move"
"56993",2017-08-10,"Foster","move"
"56993",2017-08-18,"Foster","move"
"56993",2017-09-19,"Adoption","move"
"56994",2017-09-14,"Adoption","move"
"56996",2017-10-02,"Adoption","move"
"56997",2017-08-28,"Adoption","move"
"56997",2019-05-26,"Adoption","move"
"56998",2017-08-13,"Reclaimed","move"
"56999",2017-08-18,"Adoption","move"
"57000",2017-08-18,"Foster","move"
"57000",2017-09-19,"Adoption","move"
"57001",2017-08-18,"Foster","move"
"57001",2017-09-19,"Adoption","move"
"57002",2017-08-18,"Foster","move"
"57002",2017-09-19,"Adoption","move"
"57003",2017-08-22,"Transfer","move"
"57004",2017-08-18,"Foster","move"
"57004",2017-09-30,"Adoption","move"
"57006",2017-08-26,"Adoption","move"
"57010",2017-08-12,"Reclaimed","move"
"57011",2017-08-19,"Adoption","move"
"57013",2017-08-26,"Foster","move"
"57013",2017-11-02,"Adoption","move"
"57016",2017-08-13,"Foster","move"
"57016",2017-10-06,"Adoption","move"
"57017",2017-08-21,"Adoption","move"
"57017",2017-08-22,"Foster","move"
"57017",2017-10-10,"Adoption","move"
"57018",2017-08-17,"Adoption","move"
"57019",2017-08-20,"Transfer","move"
"57020",2017-08-20,"Transfer","move"
"57022",2017-09-10,"Adoption","move"
"57023",2017-09-13,"Adoption","move"
"57024",2017-09-06,"Adoption","move"
"57025",2017-09-13,"Adoption","move"
"57025",2019-01-30,"Foster","move"
"57025",2019-03-13,"Adoption","move"
"57026",2017-08-14,"Reclaimed","move"
"57026",2017-08-29,"Reclaimed","move"
"57027",2017-08-14,"Reclaimed","move"
"57028",2017-08-15,"Reclaimed","move"
"57030",2017-08-28,"Adoption","move"
"57033",2017-08-25,"Foster","move"
"57033",2017-09-15,"Adoption","move"
"57034",2017-09-26,"Adoption","move"
"57035",2017-09-03,"Adoption","move"
"57036",2017-08-19,"Adoption","move"
"57037",2017-08-15,"Transfer","move"
"57038",2017-08-15,"Transfer","move"
"57041",2017-09-01,"Adoption","move"
