"id","date","movementdate","interaction","type","duration"
"57656",2017-12-16,2017-11-18,"Rabies Monitoring","return",0
"57656",2018-02-10,2017-12-26,"Biting","return",0
"57660",2017-10-18,2017-10-17,"Allergies","return",0
"57661",2017-11-18,2017-10-27,"Incompatible with owner lifestyle","return",0
"57666",2017-11-28,2017-10-10,"Stray","return",0
"57667",2017-11-28,2017-10-10,"Stray","return",0
"57668",2019-05-29,2017-10-22,"Moving","return",0
"57672",2017-12-16,2017-10-28,"Stray","return",0
"57675",2017-10-21,2017-10-13,"Sick/Injured","return",0
"57693",2017-10-27,2017-10-13,"Stray","return",0
"57694",2017-10-27,2017-10-13,"Stray","return",0
"57706",2017-11-29,2017-10-20,"Stray","return",0
"57712",2017-10-31,2017-10-14,"Stray","return",0
"57713",2017-10-31,2017-10-14,"Stray","return",0
"57714",2017-10-31,2017-10-14,"Stray","return",0
"57715",2017-10-19,2017-10-14,"Stray","return",0
"57716",2017-11-29,2017-10-14,"Stray","return",0
"57716",2018-02-02,2017-11-30,"Stray","return",0
"57731",2017-10-27,2017-10-25,"Incompatible with owner lifestyle","return",0
"57732",2017-12-21,2017-10-20,"Stray","return",0
"57738",2018-01-16,2017-10-27,"Incompatible with owner lifestyle","return",0
"57742",2018-01-02,2017-11-25,"Stray","return",0
"57743",2017-10-28,2017-10-27,"Incompatible with owner lifestyle","return",0
"57750",2017-12-16,2017-10-19,"Stray","return",0
"57751",2017-12-16,2017-10-19,"Stray","return",0
"57752",2017-12-16,2017-10-19,"Stray","return",0
"57753",2017-10-31,2017-10-19,"Stray","return",0
"57754",2017-12-16,2017-10-19,"Stray","return",0
"57760",2017-10-22,2017-10-16,"Stray","return",0
"57761",2017-10-31,2017-10-27,"Incompatible with owner lifestyle","return",0
"57762",2017-10-30,2017-10-27,"Incompatible with owner lifestyle","return",0
"57763",2017-10-28,2017-10-16,"Stray","return",0
"57763",2017-11-21,2017-10-28,"Stray","return",0
"57764",2017-10-28,2017-10-16,"Stray","return",0
"57765",2017-10-22,2017-10-16,"Stray","return",0
"57766",2017-10-22,2017-10-16,"Stray","return",0
"57769",2019-03-13,2017-11-07,"Stray","return",0
"57774",2017-12-30,2017-12-12,"Moving","return",0
"57775",2017-11-07,2017-10-31,"Incompatible with owner lifestyle","return",0
"57776",2018-03-25,2017-10-31,"Stray","return",0
"57777",2017-10-29,2017-10-28,"Incompatible with owner lifestyle","return",0
"57787",2017-12-01,2017-10-20,"Moving","return",0
"57791",2020-01-23,2017-11-03,"Owner requested Euthanasia","return",0
"57795",2017-12-07,2017-10-19,"Stray","return",0
"57795",2018-03-05,2017-12-07,"Stray","return",0
"57795",2018-07-13,2018-03-06,"Stray","return",0
"57795",2018-08-31,2018-07-13,"Stray","return",0
"57814",2018-05-05,2017-11-27,"Stray","return",0
"57814",2018-06-07,2018-05-21,"Stray","return",0
"57818",2018-02-09,2018-01-26,"Stray","return",0
"57818",2018-04-09,2018-02-10,"Stray","return",0
"57818",2019-02-12,2018-04-10,"Stray","return",0
"57821",2017-12-13,2017-11-13,"Incompatible with owner lifestyle","return",0
"57825",2017-11-16,2017-11-04,"Stray","return",0
"57826",2018-03-31,2017-11-18,"Incompatible with owner lifestyle","return",0
"57829",2017-11-08,2017-11-03,"Incompatible with owner lifestyle","return",0
"57832",2018-01-03,2017-10-28,"Stray","return",0
"57833",2018-01-03,2017-10-28,"Stray","return",0
"57834",2018-01-03,2017-10-28,"Stray","return",0
"57835",2018-01-03,2017-10-28,"Stray","return",0
"57843",2018-01-13,2017-12-12,"Stray","return",0
"57849",2017-12-06,2017-10-28,"Stray","return",0
"57850",2017-12-06,2017-10-28,"Stray","return",0
"57851",2017-12-06,2017-10-29,"Stray","return",0
"57860",2017-12-05,2017-11-04,"Stray","return",0
"57866",2017-11-29,2017-10-25,"Stray","return",0
"57867",2017-11-29,2017-10-25,"Stray","return",0
"57868",2017-11-25,2017-10-25,"Stray","return",0
"57869",2017-11-25,2017-10-25,"Stray","return",0
"57871",2018-01-25,2017-10-27,"Stray","return",0
"57875",2017-12-22,2017-12-01,"Incompatible with owner lifestyle","return",0
"57879",2017-12-23,2017-12-17,"Incompatible with owner lifestyle","return",0
"57884",2017-11-03,2017-10-27,"Stray","return",0
"57884",2017-11-06,2017-11-04,"Stray","return",0
"57893",2017-11-18,2017-11-04,"Stray","return",0
"57897",2017-11-28,2017-11-11,"Stray","return",0
"57898",2017-11-28,2017-11-11,"Stray","return",0
"57899",2017-11-28,2017-11-11,"Stray","return",0
"57900",2017-11-28,2017-11-11,"Stray","return",0
"57901",2017-11-28,2017-11-11,"Stray","return",0
"57902",2017-11-28,2017-11-11,"Stray","return",0
"57903",2017-11-28,2017-11-11,"Stray","return",0
"57911",2017-11-21,2017-11-15,"Stray","return",0
"57916",2017-12-18,2017-11-18,"Stray","return",0
"57916",2018-01-22,2017-12-18,"Incompatible with owner lifestyle","return",0
"57916",2018-02-15,2018-01-26,"Incompatible with owner lifestyle","return",0
"57917",2018-01-28,2017-11-18,"Stray","return",0
"57919",2017-12-23,2017-12-12,"Stray","return",0
"57924",2017-12-08,2017-10-30,"Stray","return",0
"57926",2018-02-08,2017-12-04,"Stray","return",0
"57930",2018-02-09,2018-02-07,"Stray","return",0
"57930",2018-03-25,2018-03-23,"Stray","return",0
"57953",2017-11-12,2017-09-28,"Stray","return",0
"57956",2017-12-04,2017-11-11,"Stray","return",0
"57968",2018-01-04,2017-12-10,"Stray","return",0
"57969",2018-01-04,2017-12-10,"Stray","return",0
"57977",2018-01-06,2017-11-06,"Moving","return",0
"57981",2017-11-27,2017-11-22,"Incompatible with owner lifestyle","return",0
"57998",2017-12-21,2017-12-18,"Stray","return",0
"57998",2017-12-26,2017-12-23,"Stray","return",0
"58001",2017-12-23,2017-12-21,"Stray","return",0
"58003",2017-12-04,2017-11-11,"Stray","return",0
"58005",2019-03-06,2017-12-14,"Transfer from Other Shelter","return",0
"58005",2019-03-19,2019-03-17,"Return Adopt - Behavior","return",0
"58008",2018-01-18,2017-11-14,"Stray","return",0
"58017",2017-11-15,2017-11-15,"Incompatible with owner lifestyle","return",0
"58020",2018-01-11,2017-11-28,"Stray","return",0
"58022",2017-12-04,2017-12-01,"Stray","return",0
"58022",2017-12-23,2017-12-05,"Stray","return",0
"58037",2018-05-06,2017-11-27,"Incompatible with owner lifestyle","return",0
"58040",2017-12-01,2017-11-30,"Stray","return",0
"58041",2018-01-18,2017-11-28,"Stray","return",0
"58042",2017-12-12,2017-11-28,"Stray","return",0
"58056",2019-10-29,2017-12-01,"Stray","return",0
"58057",2017-12-09,2017-11-17,"Stray","return",0
"58059",2018-01-18,2017-11-17,"Stray","return",0
"58064",2017-11-15,2017-11-15,"Stray","return",0
"58064",2018-01-04,2017-11-15,"Stray","return",0
"58065",2017-11-17,2017-11-15,"Stray","return",0
"58072",2017-12-03,2017-11-29,"Stray","return",0
"58072",2017-12-15,2017-12-13,"Incompatible with owner lifestyle","return",0
"58072",2018-03-19,2017-12-16,"Moving","return",0
"58082",2018-02-13,2018-01-20,"Incompatible with owner lifestyle","return",0
"58084",2018-01-02,2017-11-26,"Stray","return",0
"58085",2018-01-02,2017-11-26,"Stray","return",0
"58086",2018-01-02,2017-11-26,"Stray","return",0
"58087",2018-01-02,2017-11-26,"Stray","return",0
"58088",2018-01-02,2017-11-26,"Stray","return",0
"58089",2018-01-02,2017-11-26,"Stray","return",0
"58104",2018-03-16,2018-03-10,"Incompatible with owner lifestyle","return",0
"58110",2017-12-09,2017-12-04,"Unable to Afford","return",0
"58112",2018-02-19,2017-12-15,"Incompatible with owner lifestyle","return",0
"58112",2018-05-31,2018-03-06,"Unsuitable Accommodation","return",0
"58123",2019-06-03,2017-12-11,"Incompatible with owner lifestyle","return",0
"58123",2019-06-25,2019-06-18,"Incompatible with other pets","return",0
"58126",2017-12-01,2017-11-22,"Stray","return",0
"58127",2017-11-30,2017-11-22,"Stray","return",0
"58137",2017-12-23,2017-11-30,"Stray","return",0
"58140",2019-05-02,2017-11-27,"Incompatible with owner lifestyle","return",0
"58140",2019-09-16,2019-05-03,"Stray","return",0
"58146",2018-01-20,2017-12-22,"Incompatible with owner lifestyle","return",0
"58150",2018-05-14,2017-12-20,"Incompatible with owner lifestyle","return",0
"58151",2017-12-21,2017-12-07,"Stray","return",0
"58151",2018-03-04,2018-02-02,"Allergies","return",0
"58151",2018-06-08,2018-06-01,"Stray","return",0
"58152",2017-12-21,2017-12-07,"Stray","return",0
"58152",2018-03-04,2018-02-02,"Allergies","return",0
"58153",2017-12-21,2017-12-07,"Stray","return",0
"58153",2018-03-04,2018-02-02,"Allergies","return",0
"58154",2017-12-06,2017-12-01,"Stray","return",0
"58155",2017-12-06,2017-12-01,"Stray","return",0
"58166",2017-12-14,2017-12-05,"Sick/Injured","return",0
"58167",2017-12-15,2017-11-28,"Stray","return",0
"58168",2017-11-30,2017-11-30,"Owner requested Euthanasia","return",0
"58169",2018-01-04,2017-12-21,"Incompatible with owner lifestyle","return",0
"58174",2019-01-24,2017-12-02,"Unsuitable Accommodation","return",0
"58179",2017-12-19,2017-12-05,"Stray","return",0
"58196",2018-04-20,2018-01-22,"Incompatible with owner lifestyle","return",0
"58199",2018-01-19,2017-12-02,"Stray","return",0
"58203",2017-12-05,2017-12-05,"Incompatible with owner lifestyle","return",0
"58209",2018-05-22,2018-01-04,"Incompatible with owner lifestyle","return",0
"58209",2018-07-28,2018-07-17,"Incompatible with owner lifestyle","return",0
"58213",2018-03-19,2018-01-28,"Incompatible with owner lifestyle","return",0
"58213",2018-04-13,2018-04-04,"Stray","return",0
"58214",2018-02-28,2017-12-19,"Stray","return",0
"58215",2019-05-04,2017-12-21,"Unable to Afford","return",0
"58217",2018-07-02,2017-12-04,"Stray","return",0
"58222",2017-12-21,2017-12-15,"Incompatible with owner lifestyle","return",0
"58222",2018-03-27,2017-12-24,"Abandoned","return",0
"58224",2018-03-21,2017-12-20,"Unsuitable Accommodation","return",0
"58225",2018-02-05,2017-12-29,"Stray","return",0
"58226",2017-12-08,2017-12-07,"Stray","return",0
"58227",2017-12-08,2017-12-07,"Stray","return",0
"58227",2019-07-03,2017-12-12,"Landlord issues","return",0
"58228",2017-12-08,2017-12-07,"Stray","return",0
"58229",2017-12-08,2017-12-07,"Stray","return",0
"58229",2019-07-03,2017-12-12,"Stray","return",0
"58240",2018-01-04,2017-12-11,"Stray","return",0
"58240",2018-01-16,2018-01-04,"Stray","return",0
"58250",2019-06-25,2017-12-08,"Incompatible with owner lifestyle","return",0
"58251",2017-12-31,2017-12-29,"Incompatible with owner lifestyle","return",0
"58261",2018-06-30,2018-01-10,"Stray","return",0
"58268",2019-06-01,2018-01-02,"Incompatible with owner lifestyle","return",0
"58279",2017-12-16,2017-12-14,"Stray","return",0
"58279",2018-01-29,2017-12-19,"Stray","return",0
"58280",2018-01-20,2017-12-22,"Stray","return",0
"58283",2018-09-25,2017-12-13,"Stray","return",0
"58287",2018-01-03,2017-12-13,"Stray","return",0
"58287",2018-01-16,2018-01-04,"Stray","return",0
"58288",2018-01-03,2017-12-13,"Stray","return",0
"58288",2018-01-16,2018-01-04,"Stray","return",0
"58293",2018-01-04,2017-12-16,"Stray","return",0
"58294",2018-01-04,2017-12-16,"Stray","return",0
"58294",2018-01-09,2018-01-05,"Incompatible with owner lifestyle","return",0
"58295",2018-01-04,2017-12-16,"Stray","return",0
"58296",2018-01-04,2017-12-16,"Stray","return",0
"58296",2019-05-09,2018-01-06,"Moving","return",0
"58313",2018-01-25,2018-01-07,"Incompatible with owner lifestyle","return",0
"58316",2018-02-26,2017-12-30,"Stray","return",0
"58323",2018-01-22,2018-01-16,"Stray","return",0
"58333",2018-05-16,2017-12-22,"Stray","return",0
"58333",2018-05-29,2018-05-29,"Stray","return",0
"58337",2018-01-30,2018-01-26,"Stray","return",0
"58337",2018-02-12,2018-01-30,"Allergies","return",0
"58337",2018-02-16,2018-02-12,"Stray","return",0
"58339",2018-01-20,2017-12-31,"Incompatible with owner lifestyle","return",0
"58340",2017-12-28,2017-12-23,"Incompatible with owner lifestyle","return",0
"58346",2017-12-21,2017-12-21,"Incompatible with owner lifestyle","return",0
"58347",2018-12-17,2018-01-09,"Behavioral Issues","return",0
"58347",2019-05-22,2019-01-16,"Moving","return",0
"58354",2017-12-27,2017-12-27,"Unsuitable Accommodation","return",0
"58355",2017-12-27,2017-12-27,"Unsuitable Accommodation","return",0
"58356",2017-12-27,2017-12-27,"Unsuitable Accommodation","return",0
"58372",2018-01-21,2017-12-27,"Stray","return",0
"58379",2018-09-17,2018-02-04,"Stray","return",0
"58379",2018-09-29,2018-09-17,"Incompatible with other pets","return",0
"58379",2018-10-12,2018-10-06,"Stray","return",0
"58403",2018-02-24,2018-02-18,"Stray","return",0
"58406",2018-01-25,2018-01-16,"Incompatible with owner lifestyle","return",0
"58410",2018-01-30,2018-01-25,"Stray","return",0
"58410",2018-02-16,2018-02-10,"Incompatible with owner lifestyle","return",0
"58410",2018-03-17,2018-03-04,"Incompatible with owner lifestyle","return",0
"58410",2018-03-20,2018-03-19,"Stray","return",0
"58410",2018-07-02,2018-03-20,"Transfer from Other Shelter","return",0
"58410",2018-07-20,2018-07-17,"Stray","return",0
"58418",2018-03-06,2018-01-07,"Moving","return",0
"58421",2018-01-09,2018-01-07,"Stray","return",0
"58427",2018-01-30,2018-01-30,"Incompatible with owner lifestyle","return",0
"58434",2018-03-20,2018-02-14,"Stray","return",0
"58435",2018-01-31,2018-01-15,"Stray","return",0
"58436",2018-01-31,2018-01-15,"Stray","return",0
"58439",2018-01-21,2018-01-06,"Stray","return",0
"58445",2018-02-22,2018-02-16,"Biting","return",0
"58450",2018-08-13,2018-01-06,"Moving","return",0
"58452",2018-02-21,2018-01-30,"Stray","return",0
"58453",2018-02-21,2018-01-30,"Stray","return",0
"58456",2018-01-29,2018-01-28,"Incompatible with owner lifestyle","return",0
"58460",2018-01-06,2018-01-06,"Owner Deceased","return",0
"58461",2018-01-06,2018-01-06,"Owner Deceased","return",0
"58466",2018-01-11,2018-01-10,"Incompatible with owner lifestyle","return",0
"58466",2018-01-17,2018-01-16,"Incompatible with owner lifestyle","return",0
"58471",2019-03-23,2018-01-09,"Stray","return",0
"58501",2018-06-04,2018-04-20,"Stray","return",0
"58501",2018-06-26,2018-06-09,"Stray","return",0
"58501",2018-07-01,2018-06-28,"Incompatible with owner lifestyle","return",0
"58509",2018-01-14,2018-01-14,"Stray","return",0
"58509",2018-01-21,2018-01-16,"Stray","return",0
"58510",2018-02-18,2018-01-19,"Incompatible with owner lifestyle","return",0
"58510",2018-04-06,2018-03-11,"Stray","return",0
"58510",2018-04-13,2018-04-08,"Stray","return",0
"58510",2018-05-12,2018-04-16,"Stray","return",0
"58510",2018-05-24,2018-05-14,"Stray","return",0
"58510",2018-06-21,2018-05-28,"Stray","return",0
"58510",2018-07-09,2018-06-21,"Landlord issues","return",0
"58510",2018-07-13,2018-07-09,"Stray","return",0
"58510",2018-07-20,2018-07-15,"Stray","return",0
"58510",2018-07-24,2018-07-23,"Stray","return",0
"58511",2019-01-10,2018-01-30,"Abandoned","return",0
"58511",2019-03-03,2019-02-15,"Stray","return",0
"58511",2019-03-26,2019-03-08,"Stray","return",0
"58511",2019-08-13,2019-03-26,"Incompatible with other pets","return",0
"58511",2019-08-30,2019-08-23,"Stray","return",0
"58513",2018-02-08,2018-01-28,"Stray","return",0
"58518",2018-01-25,2018-01-25,"Incompatible with owner lifestyle","return",0
"58519",2018-04-04,2018-01-15,"Stray","return",0
"58520",2018-02-28,2018-01-15,"Stray","return",0
"58521",2018-04-04,2018-01-15,"Stray","return",0
"58522",2018-03-06,2018-01-20,"Incompatible with owner lifestyle","return",0
"58524",2018-02-16,2018-02-12,"Stray","return",0
"58526",2018-03-11,2018-01-20,"Stray","return",0
"58528",2018-01-16,2018-01-16,"Owner requested Euthanasia","return",0
"58539",2018-03-11,2018-01-26,"Stray","return",0
"58540",2018-05-04,2018-02-06,"Stray","return",0
"58545",2018-01-29,2018-01-18,"Stray","return",0
"58545",2018-05-17,2018-01-30,"Stray","return",0
"58545",2019-07-06,2018-05-17,"Stray","return",0
"58555",2018-03-09,2018-02-21,"Stray","return",0
"58556",2018-02-12,2018-02-10,"Incompatible with owner lifestyle","return",0
"58561",2018-02-18,2018-02-12,"Incompatible with owner lifestyle","return",0
"58570",2018-02-04,2018-02-02,"Stray","return",0
"58571",2018-02-15,2018-01-23,"Unable to Afford","return",0
"58571",2018-03-12,2018-02-25,"Incompatible with owner lifestyle","return",0
"58590",2018-10-17,2018-01-30,"Stray","return",0
"58590",2019-01-10,2018-10-19,"Stray","return",0
"58590",2019-01-11,2019-01-11,"Incompatible with owner lifestyle","return",0
"58593",2018-03-02,2018-02-10,"Unable to Afford","return",0
"58601",2018-06-26,2018-01-30,"Stray","return",0
"58601",2018-10-12,2018-06-26,"Stray","return",0
"58603",2018-02-02,2018-01-31,"Stray","return",0
"58605",2018-03-07,2018-02-22,"Stray","return",0
"58610",2018-05-05,2018-02-21,"Stray","return",0
"58611",2018-02-23,2018-02-07,"Incompatible with owner lifestyle","return",0
"58612",2018-04-03,2018-02-07,"Incompatible with owner lifestyle","return",0
"58615",2019-07-02,2018-02-02,"Stray","return",0
"58616",2019-05-20,2018-03-20,"Incompatible with owner lifestyle","return",0
"58616",2019-09-28,2019-07-21,"Behavioral Issues","return",0
"58619",2019-02-05,2018-02-03,"Incompatible with owner lifestyle","return",0
"58625",2018-03-06,2018-02-21,"Stray","return",0
"58627",2018-04-04,2018-02-22,"Stray","return",0
"58629",2019-01-25,2018-01-30,"Stray","return",0
"58632",2018-06-27,2018-02-06,"Incompatible with owner lifestyle","return",0
"58632",2018-07-31,2018-07-20,"Stray","return",0
"58636",2018-03-17,2018-03-15,"Incompatible with owner lifestyle","return",0
"58638",2018-03-12,2018-02-26,"Stray","return",0
"58641",2018-02-28,2018-02-07,"Stray","return",0
"58643",2018-12-02,2018-02-23,"Incompatible with owner lifestyle","return",0
"58649",2018-03-10,2018-03-01,"Incompatible with owner lifestyle","return",0
"58650",2018-08-22,2018-02-06,"Stray","return",0
"58651",2018-06-19,2018-02-13,"Rabies Monitoring","return",0
"58654",2018-03-04,2018-03-03,"Incompatible with owner lifestyle","return",0
"58654",2018-03-09,2018-03-08,"Incompatible with owner lifestyle","return",0
"58654",2018-03-25,2018-03-15,"Incompatible with owner lifestyle","return",0
"58662",2018-03-02,2018-03-01,"Incompatible with owner lifestyle","return",0
"58662",2018-03-31,2018-03-16,"Stray","return",0
"58662",2018-03-31,2018-03-31,"Incompatible with owner lifestyle","return",0
"58662",2018-04-29,2018-04-08,"Stray","return",0
"58665",2018-06-09,2018-02-07,"Incompatible with owner lifestyle","return",0
"58669",2018-03-21,2018-02-21,"Stray","return",0
"58670",2018-03-21,2018-02-23,"Stray","return",0
"58691",2018-05-19,2018-03-28,"Transfer from Other Shelter","return",0
"58691",2018-08-28,2018-06-05,"Police Assist","return",0
"58691",2018-11-07,2018-09-04,"Stray","return",0
"58696",2018-02-27,2018-02-14,"Stray","return",0
"58697",2018-02-27,2018-02-14,"Stray","return",0
"58699",2018-02-17,2018-02-17,"Biting","return",0
"58703",2018-02-13,2018-02-13,"Unsuitable Accommodation","return",0
"58703",2018-03-20,2018-02-28,"Stray","return",0
"58711",2018-03-31,2018-03-01,"Incompatible with owner lifestyle","return",0
"58711",2018-08-03,2018-04-03,"Moving","return",0
"58713",2018-03-14,2018-03-03,"Stray","return",0
"58713",2018-11-13,2018-03-16,"Incompatible with owner lifestyle","return",0
"58714",2018-02-28,2018-02-17,"Stray","return",0
"58718",2018-02-23,2018-02-12,"Incompatible with owner lifestyle","return",0
"58718",2018-03-17,2018-03-05,"Incompatible with owner lifestyle","return",0
"58719",2018-02-22,2018-02-12,"Incompatible with owner lifestyle","return",0
"58727",2018-03-12,2018-02-24,"Stray","return",0
"58732",2018-05-09,2018-02-25,"Incompatible with owner lifestyle","return",0
"58735",2018-07-03,2018-02-28,"Stray","return",0
"58748",2018-03-02,2018-02-23,"Stray","return",0
"58749",2018-03-02,2018-02-23,"Stray","return",0
"58751",2018-02-21,2018-02-20,"Abandoned","return",0
"58751",2018-02-25,2018-02-24,"Incompatible with owner lifestyle","return",0
"58752",2018-03-01,2018-02-17,"Stray","return",0
"58752",2018-03-10,2018-03-02,"Stray","return",0
"58753",2018-03-01,2018-02-17,"Stray","return",0
"58753",2018-03-15,2018-03-02,"Stray","return",0
"58757",2018-03-11,2018-02-24,"Stray","return",0
"58765",2018-03-23,2018-02-17,"Stray","return",0
"58768",2018-02-27,2018-02-23,"Stray","return",0
"58769",2018-02-27,2018-02-23,"Stray","return",0
"58775",2018-03-07,2018-03-04,"Stray","return",0
"58776",2018-03-07,2018-03-04,"Stray","return",0
"58776",2018-04-02,2018-03-07,"Incompatible with owner lifestyle","return",0
"58778",2018-03-20,2018-03-03,"Stray","return",0
"58781",2018-06-06,2018-02-20,"Stray","return",0
"58781",2018-12-07,2018-06-06,"Stray","return",0
"58791",2018-07-28,2018-02-21,"Landlord issues","return",0
"58792",2018-07-28,2018-02-21,"Landlord issues","return",0
"58795",2018-03-15,2018-03-03,"Incompatible with owner lifestyle","return",0
"58801",2018-03-24,2018-03-22,"Incompatible with owner lifestyle","return",0
"58814",2018-03-12,2018-03-10,"Stray","return",0
"58816",2018-04-14,2018-03-04,"Incompatible with owner lifestyle","return",0
"58819",2018-03-17,2018-03-03,"Stray","return",0
"58820",2018-03-17,2018-03-03,"Stray","return",0
"58821",2019-02-22,2018-03-06,"Stray","return",0
"58822",2018-05-04,2018-04-13,"Stray","return",0
"58823",2019-04-22,2018-03-09,"Incompatible with owner lifestyle","return",0
"58828",2018-08-28,2018-03-02,"Stray","return",0
"58828",2018-09-02,2018-09-02,"Incompatible with owner lifestyle","return",0
"58829",2018-05-18,2018-02-28,"Stray","return",0
"58834",2018-03-20,2018-03-17,"Stray","return",0
"58834",2018-04-12,2018-03-20,"Biting","return",0
"58834",2018-05-18,2018-05-09,"Incompatible with owner lifestyle","return",0
"58835",2018-03-22,2018-03-14,"Stray","return",0
"58836",2020-01-25,2018-03-12,"Incompatible with other pets","return",0
"58837",2018-04-17,2018-03-10,"Incompatible with owner lifestyle","return",0
"58837",2019-04-24,2018-04-24,"Stray","return",0
"58837",2019-06-11,2019-06-01,"Stray","return",0
"58846",2018-03-12,2018-03-02,"Stray","return",0
"58847",2018-05-01,2018-03-14,"Rabies Monitoring","return",0
"58848",2018-03-06,2018-03-02,"Stray","return",0
"58850",2018-03-26,2018-03-24,"Stray","return",0
"58850",2018-03-28,2018-03-26,"Stray","return",0
"58856",2018-03-15,2018-03-02,"Stray","return",0
"58857",2018-10-01,2018-03-02,"Police Assist","return",0
"58860",2018-08-15,2018-03-06,"Biting","return",0
"58861",2018-08-15,2018-03-06,"Stray","return",0
"58862",2018-03-06,2018-03-06,"Incompatible with owner lifestyle","return",0
"58862",2018-10-10,2018-03-13,"Moving","return",0
"58862",2018-10-30,2018-10-28,"Stray","return",0
"58863",2018-03-06,2018-03-06,"Incompatible with owner lifestyle","return",0
"58863",2019-03-25,2018-03-09,"Incompatible with owner lifestyle","return",0
"58863",2019-12-02,2019-04-08,"Return Adopt - Other","return",0
"58863",2020-02-14,2020-02-11,"Stray","return",0
"58863",2020-02-15,2020-02-14,"Return Adopt - Behavior","return",0
"58864",2018-03-06,2018-03-06,"Incompatible with owner lifestyle","return",0
"58871",2018-08-24,2018-06-30,"Stray","return",0
"58873",2018-03-31,2018-03-12,"Stray","return",0
"58875",2018-08-28,2018-03-18,"Police Assist","return",0
"58875",2018-08-31,2018-08-31,"Unsuitable Accommodation","return",0
"58882",2018-03-21,2018-03-17,"Stray","return",0
"58920",2018-03-22,2018-03-21,"Stray","return",0
"58920",2018-04-14,2018-03-31,"Stray","return",0
"58921",2018-04-21,2018-03-26,"Stray","return",0
"58921",2018-07-13,2018-04-21,"Incompatible with owner lifestyle","return",0
"58921",2019-04-09,2018-07-16,"Incompatible with owner lifestyle","return",0
"58946",2018-03-26,2018-03-20,"Allergies","return",0
"58978",2018-04-14,2018-04-05,"Stray","return",0
"58983",2018-03-20,2018-03-20,"Unable to Afford","return",0
"58983",2018-05-06,2018-03-20,"Stray","return",0
"58983",2018-03-20,2018-03-20,"Stray","return",0
"58984",2018-05-06,2018-03-20,"Stray","return",0
"58984",2018-03-20,2018-03-20,"Unable to Afford","return",0
"58984",2018-03-20,2018-03-20,"Stray","return",0
"58985",2018-03-20,2018-03-20,"Unable to Afford","return",0
"58985",2018-05-06,2018-03-20,"Stray","return",0
"58985",2018-03-20,2018-03-20,"Stray","return",0
"58985",2018-06-04,2018-05-11,"Stray","return",0
"58986",2018-03-20,2018-03-20,"Stray","return",0
"58986",2018-03-20,2018-03-20,"Unable to Afford","return",0
"58986",2018-05-06,2018-03-20,"Stray","return",0
"58987",2018-05-06,2018-03-20,"Stray","return",0
"58988",2018-05-30,2018-03-17,"Stray","return",0
"58991",2018-04-04,2018-03-28,"Incompatible with owner lifestyle","return",0
"58995",2018-04-11,2018-03-24,"Stray","return",0
"58996",2018-03-31,2018-03-24,"Stray","return",0
"58998",2018-04-07,2018-03-23,"Incompatible with owner lifestyle","return",0
"58999",2018-04-20,2018-03-23,"Stray","return",0
"59006",2018-04-14,2018-04-03,"Stray","return",0
"59012",2018-10-16,2018-04-03,"Moving","return",0
"59017",2018-05-02,2018-03-23,"Incompatible with owner lifestyle","return",0
"59018",2018-05-18,2018-03-22,"Stray","return",0
"59019",2018-05-18,2018-03-22,"Stray","return",0
"59020",2018-05-18,2018-03-22,"Stray","return",0
"59021",2018-05-18,2018-03-22,"Stray","return",0
"59022",2018-05-18,2018-03-22,"Stray","return",0
"59026",2019-04-14,2018-04-14,"Stray","return",0
"59030",2018-06-20,2018-04-02,"Stray","return",0
"59031",2018-06-06,2018-03-28,"Stray","return",0
"59032",2018-04-14,2018-04-03,"Stray","return",0
"59033",2018-03-28,2018-03-27,"Stray","return",0
"59034",2018-04-30,2018-03-27,"Stray","return",0
"59034",2018-05-29,2018-04-30,"Stray","return",0
"59035",2018-04-30,2018-03-27,"Stray","return",0
"59035",2018-05-29,2018-04-30,"Stray","return",0
"59036",2018-04-30,2018-03-27,"Stray","return",0
"59036",2018-05-29,2018-04-30,"Stray","return",0
"59037",2019-08-30,2018-04-03,"Landlord issues","return",0
"59042",2018-04-24,2018-03-27,"Incompatible with owner lifestyle","return",0
"59059",2018-05-10,2018-03-31,"Stray","return",0
"59067",2018-05-01,2018-04-13,"Stray","return",0
"59076",2019-01-08,2018-04-12,"Transfer from Other Shelter","return",0
"59080",2018-12-27,2018-04-12,"Incompatible with owner lifestyle","return",0
"59093",2018-05-30,2018-03-31,"Stray","return",0
"59094",2018-05-30,2018-03-31,"Stray","return",0
"59095",2018-05-30,2018-04-05,"Stray","return",0
"59095",2018-06-13,2018-06-01,"Incompatible with owner lifestyle","return",0
"59098",2019-12-30,2018-04-17,"Incompatible with other pets","return",0
"59099",2018-06-06,2018-03-28,"Stray","return",0
"59100",2018-06-06,2018-03-28,"Stray","return",0
"59101",2018-06-06,2018-03-28,"Stray","return",0
"59102",2018-06-12,2018-06-08,"Stray","return",0
"59103",2018-04-15,2018-04-12,"Incompatible with owner lifestyle","return",0
"59106",2018-04-06,2018-04-06,"Incompatible with owner lifestyle","return",0
"59117",2018-07-02,2018-04-11,"Incompatible with owner lifestyle","return",0
"59131",2018-05-05,2018-05-04,"Stray","return",0
"59135",2018-05-18,2018-04-10,"Incompatible with owner lifestyle","return",0
"59136",2018-05-18,2018-04-10,"Incompatible with owner lifestyle","return",0
"59141",2018-05-17,2018-05-05,"Incompatible with owner lifestyle","return",0
