"id","intakedate","movementdate","returndate","returnedreason"
"57543",2017-09-27,2017-10-06,2017-10-19,"Incompatible with owner lifestyle"
"57544",2017-09-27,2017-10-06,2017-10-31,"Stray"
"57545",2017-09-27,2017-10-06,2017-10-31,"Stray"
"57546",2017-09-27,2017-10-06,2017-10-31,"Stray"
"57546",2017-09-27,2017-11-03,2019-05-29,"Moving"
"57547",2017-09-27,2017-10-06,2017-10-31,"Stray"
"57548",2017-09-27,2017-10-06,2017-10-13,"Stray"
"57549",2017-09-27,2017-10-06,2017-10-31,"Stray"
"57554",2017-09-27,2017-11-09,2017-11-25,"Stray"
"57555",2017-09-27,2017-12-02,2017-12-27,"Stray"
"57555",2017-09-27,2018-01-21,2018-02-06,"Stray"
"57560",2017-09-28,2017-09-28,2019-02-11,"Stray"
"57561",2017-09-28,2017-09-28,2019-02-11,"Stray"
"57562",2017-09-28,2017-10-02,2018-05-09,"Moving"
"57565",2017-09-29,2017-10-01,2017-11-20,"Stray"
"57565",2017-09-29,2017-11-22,2017-11-27,"Stray"
"57574",2017-09-30,2017-10-26,2017-10-27,"Incompatible with owner lifestyle"
"57574",2017-09-30,2017-11-15,2017-11-30,"Stray"
"57576",2017-09-30,2017-11-15,2017-11-30,"Stray"
"57579",2017-09-30,2017-10-12,2017-10-23,"Incompatible with owner lifestyle"
"57580",2017-09-30,2017-10-06,2017-10-19,"Stray"
"57589",2017-10-01,2017-10-19,2017-10-27,"Stray"
"57592",2017-10-03,2017-11-11,2017-12-16,"Stray"
"57593",2017-10-03,2017-10-14,2017-10-17,"Stray"
"57594",2017-10-03,2017-10-14,2018-03-22,"Stray"
"57597",2017-10-03,2017-10-13,2017-11-16,"Stray"
"57598",2017-10-03,2017-10-21,2018-01-07,"Stray"
"57601",2017-10-02,2017-10-05,2017-10-24,"Stray"
"57602",2017-10-02,2017-10-05,2017-10-11,"Stray"
"57603",2017-10-02,2017-10-05,2017-10-25,"Stray"
"57604",2017-10-02,2017-10-14,2017-10-30,"Stray"
"57605",2017-10-02,2017-10-14,2017-10-30,"Stray"
"57606",2017-10-02,2017-10-05,2017-10-24,"Stray"
"57607",2017-10-02,2017-10-05,2017-10-25,"Stray"
"57608",2017-10-02,2017-10-05,2017-10-23,"Stray"
"57609",2017-10-02,2017-10-05,2017-10-10,"Stray"
"57610",2017-10-02,2017-10-05,2017-10-24,"Stray"
"57614",2017-10-03,2017-10-20,2019-11-20,"Landlord issues"
"57614",2017-10-03,2019-11-23,2019-12-05,"Stray"
"57614",2017-10-03,2019-12-06,2019-12-19,"Stray"
"57623",2017-10-03,2017-10-04,2017-10-04,"Unsuitable Accommodation"
"57624",2017-10-03,2017-11-08,2017-12-01,"Stray"
"57625",2017-10-03,2017-10-04,2017-10-04,"Unsuitable Accommodation"
"57626",2017-10-03,2017-10-04,2017-10-04,"Stray"
"57626",2017-10-03,2017-12-02,2018-01-28,"Stray"
"57627",2017-10-03,2017-10-14,2017-10-19,"Stray"
"57627",2017-10-03,2017-10-21,2018-01-19,"Stray"
"57629",2017-10-04,2017-11-07,2017-11-09,"Incompatible with owner lifestyle"
"57639",2017-10-05,2017-10-18,2017-12-01,"Stray"
"57640",2017-10-05,2017-11-28,2017-12-21,"Stray"
"57641",2017-10-05,2017-10-10,2017-11-12,"Stray"
"57642",2017-10-05,2017-10-10,2017-11-12,"Stray"
"57654",2017-10-07,2017-10-20,2017-10-22,"Incompatible with owner lifestyle"
"57654",2017-10-07,2017-10-23,2017-10-26,"Incompatible with owner lifestyle"
"57656",2017-10-07,2017-11-01,2017-11-03,"Incompatible with owner lifestyle"
"57656",2017-10-07,2017-11-18,2017-12-16,"Rabies Monitoring"
"57656",2017-10-07,2017-12-26,2018-02-10,"Biting"
"57660",2017-10-07,2017-10-17,2017-10-18,"Allergies"
"57661",2017-10-07,2017-10-27,2017-11-18,"Incompatible with owner lifestyle"
"57666",2017-10-07,2017-10-10,2017-11-28,"Stray"
"57667",2017-10-07,2017-10-10,2017-11-28,"Stray"
"57668",2017-10-07,2017-10-22,2019-05-29,"Moving"
"57672",2017-10-09,2017-10-28,2017-12-16,"Stray"
"57675",2017-10-10,2017-10-13,2017-10-21,"Sick/Injured"
"57693",2017-10-11,2017-10-13,2017-10-27,"Stray"
"57694",2017-10-11,2017-10-13,2017-10-27,"Stray"
"57706",2017-10-12,2017-10-20,2017-11-29,"Stray"
"57712",2017-10-13,2017-10-14,2017-10-31,"Stray"
"57713",2017-10-13,2017-10-14,2017-10-31,"Stray"
"57714",2017-10-13,2017-10-14,2017-10-31,"Stray"
"57715",2017-10-13,2017-10-14,2017-10-19,"Stray"
"57716",2017-10-13,2017-10-14,2017-11-29,"Stray"
"57716",2017-10-13,2017-11-30,2018-02-02,"Stray"
"57731",2017-10-13,2017-10-25,2017-10-27,"Incompatible with owner lifestyle"
"57732",2017-10-13,2017-10-20,2017-12-21,"Stray"
"57738",2017-10-14,2017-10-27,2018-01-16,"Incompatible with owner lifestyle"
"57742",2017-10-14,2017-11-25,2018-01-02,"Stray"
"57743",2017-10-14,2017-10-27,2017-10-28,"Incompatible with owner lifestyle"
"57750",2017-10-16,2017-10-19,2017-12-16,"Stray"
"57751",2017-10-16,2017-10-19,2017-12-16,"Stray"
"57752",2017-10-16,2017-10-19,2017-12-16,"Stray"
"57753",2017-10-16,2017-10-19,2017-10-31,"Stray"
"57754",2017-10-16,2017-10-19,2017-12-16,"Stray"
"57760",2017-10-16,2017-10-16,2017-10-22,"Stray"
"57761",2017-10-16,2017-10-27,2017-10-31,"Incompatible with owner lifestyle"
"57762",2017-10-16,2017-10-27,2017-10-30,"Incompatible with owner lifestyle"
"57763",2017-10-16,2017-10-16,2017-10-28,"Stray"
"57763",2017-10-16,2017-10-28,2017-11-21,"Stray"
"57764",2017-10-16,2017-10-16,2017-10-28,"Stray"
"57765",2017-10-16,2017-10-16,2017-10-22,"Stray"
"57766",2017-10-16,2017-10-16,2017-10-22,"Stray"
"57769",2017-10-16,2017-11-07,2019-03-13,"Stray"
"57774",2017-10-17,2017-12-12,2017-12-30,"Moving"
"57775",2017-10-17,2017-10-31,2017-11-07,"Incompatible with owner lifestyle"
"57776",2017-10-17,2017-10-31,2018-03-25,"Stray"
"57777",2017-10-17,2017-10-28,2017-10-29,"Incompatible with owner lifestyle"
"57787",2017-10-17,2017-10-20,2017-12-01,"Moving"
"57791",2017-10-18,2017-11-03,2020-01-23,"Owner requested Euthanasia"
"57795",2017-10-18,2017-10-19,2017-12-07,"Stray"
"57795",2017-10-18,2017-12-07,2018-03-05,"Stray"
"57795",2017-10-18,2018-03-06,2018-07-13,"Stray"
"57795",2017-10-18,2018-07-13,2018-08-31,"Stray"
"57814",2017-10-19,2017-11-27,2018-05-05,"Stray"
"57814",2017-10-19,2018-05-21,2018-06-07,"Stray"
"57818",2017-10-20,2018-01-26,2018-02-09,"Stray"
"57818",2017-10-20,2018-02-10,2018-04-09,"Stray"
"57818",2017-10-20,2018-04-10,2019-02-12,"Stray"
"57821",2017-10-20,2017-11-13,2017-12-13,"Incompatible with owner lifestyle"
"57825",2017-10-21,2017-11-04,2017-11-16,"Stray"
"57826",2017-10-21,2017-11-18,2018-03-31,"Incompatible with owner lifestyle"
"57829",2017-10-21,2017-11-03,2017-11-08,"Incompatible with owner lifestyle"
"57832",2017-10-21,2017-10-28,2018-01-03,"Stray"
"57833",2017-10-21,2017-10-28,2018-01-03,"Stray"
"57834",2017-10-21,2017-10-28,2018-01-03,"Stray"
"57835",2017-10-21,2017-10-28,2018-01-03,"Stray"
"57843",2017-10-23,2017-12-12,2018-01-13,"Stray"
"57849",2017-10-23,2017-10-28,2017-12-06,"Stray"
"57850",2017-10-23,2017-10-28,2017-12-06,"Stray"
"57851",2017-10-23,2017-10-29,2017-12-06,"Stray"
"57860",2017-10-24,2017-11-04,2017-12-05,"Stray"
"57866",2017-10-24,2017-10-25,2017-11-29,"Stray"
"57867",2017-10-24,2017-10-25,2017-11-29,"Stray"
"57868",2017-10-24,2017-10-25,2017-11-25,"Stray"
"57869",2017-10-24,2017-10-25,2017-11-25,"Stray"
"57871",2017-10-25,2017-10-27,2018-01-25,"Stray"
"57875",2017-10-25,2017-12-01,2017-12-22,"Incompatible with owner lifestyle"
"57879",2017-10-26,2017-12-17,2017-12-23,"Incompatible with owner lifestyle"
"57884",2017-10-26,2017-10-27,2017-11-03,"Stray"
"57884",2017-10-26,2017-11-04,2017-11-06,"Stray"
"57893",2017-10-27,2017-11-04,2017-11-18,"Stray"
"57897",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57898",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57899",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57900",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57901",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57902",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57903",2017-10-28,2017-11-11,2017-11-28,"Stray"
"57911",2017-10-28,2017-11-15,2017-11-21,"Stray"
"57916",2017-10-29,2017-11-18,2017-12-18,"Stray"
"57916",2017-10-29,2017-12-18,2018-01-22,"Incompatible with owner lifestyle"
"57916",2017-10-29,2018-01-26,2018-02-15,"Incompatible with owner lifestyle"
"57917",2017-10-30,2017-11-18,2018-01-28,"Stray"
"57919",2017-10-30,2017-12-12,2017-12-23,"Stray"
"57924",2017-10-30,2017-10-30,2017-12-08,"Stray"
"57926",2017-10-31,2017-12-04,2018-02-08,"Stray"
"57930",2017-10-31,2018-02-07,2018-02-09,"Stray"
"57930",2017-10-31,2018-03-23,2018-03-25,"Stray"
"57953",2017-09-28,2017-09-28,2017-11-12,"Stray"
"57956",2017-11-02,2017-11-11,2017-12-04,"Stray"
"57968",2017-11-03,2017-12-10,2018-01-04,"Stray"
"57969",2017-11-03,2017-12-10,2018-01-04,"Stray"
"57977",2017-11-04,2017-11-06,2018-01-06,"Moving"
"57981",2017-11-04,2017-11-22,2017-11-27,"Incompatible with owner lifestyle"
"57998",2017-11-06,2017-12-18,2017-12-21,"Stray"
"57998",2017-11-06,2017-12-23,2017-12-26,"Stray"
"58001",2017-11-07,2017-12-21,2017-12-23,"Stray"
"58003",2017-11-07,2017-11-11,2017-12-04,"Stray"
"58005",2017-11-07,2017-12-14,2019-03-06,"Transfer from Other Shelter"
"58005",2017-11-07,2019-03-17,2019-03-19,"Return Adopt - Behavior"
"58008",2017-11-08,2017-11-14,2018-01-18,"Stray"
"58017",2017-11-10,2017-11-15,2017-11-15,"Incompatible with owner lifestyle"
"58020",2017-11-11,2017-11-28,2018-01-11,"Stray"
"58022",2017-11-11,2017-12-01,2017-12-04,"Stray"
"58022",2017-11-11,2017-12-05,2017-12-23,"Stray"
"58037",2017-11-13,2017-11-27,2018-05-06,"Incompatible with owner lifestyle"
"58040",2017-11-13,2017-11-30,2017-12-01,"Stray"
"58041",2017-11-13,2017-11-28,2018-01-18,"Stray"
"58042",2017-11-13,2017-11-28,2017-12-12,"Stray"
"58056",2017-11-14,2017-12-01,2019-10-29,"Stray"
"58057",2017-11-14,2017-11-17,2017-12-09,"Stray"
"58059",2017-11-14,2017-11-17,2018-01-18,"Stray"
"58064",2017-11-14,2017-11-15,2018-01-04,"Stray"
"58064",2017-11-14,2017-11-15,2017-11-15,"Stray"
"58065",2017-11-15,2017-11-15,2017-11-17,"Stray"
"58072",2017-11-15,2017-11-29,2017-12-03,"Stray"
"58072",2017-11-15,2017-12-13,2017-12-15,"Incompatible with owner lifestyle"
"58072",2017-11-15,2017-12-16,2018-03-19,"Moving"
"58082",2017-11-17,2018-01-20,2018-02-13,"Incompatible with owner lifestyle"
"58084",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58085",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58086",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58087",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58088",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58089",2017-11-17,2017-11-26,2018-01-02,"Stray"
"58104",2017-11-18,2018-03-10,2018-03-16,"Incompatible with owner lifestyle"
"58110",2017-11-19,2017-12-04,2017-12-09,"Unable to Afford"
"58112",2017-11-20,2017-12-15,2018-02-19,"Incompatible with owner lifestyle"
"58112",2017-11-20,2018-03-06,2018-05-31,"Unsuitable Accommodation"
"58123",2017-11-21,2017-12-11,2019-06-03,"Incompatible with owner lifestyle"
"58123",2017-11-21,2019-06-18,2019-06-25,"Incompatible with other pets"
"58126",2017-11-21,2017-11-22,2017-12-01,"Stray"
"58127",2017-11-21,2017-11-22,2017-11-30,"Stray"
"58137",2017-11-22,2017-11-30,2017-12-23,"Stray"
"58140",2017-11-25,2017-11-27,2019-05-02,"Incompatible with owner lifestyle"
"58140",2017-11-25,2019-05-03,2019-09-16,"Stray"
"58146",2017-11-26,2017-12-22,2018-01-20,"Incompatible with owner lifestyle"
"58150",2017-11-27,2017-12-20,2018-05-14,"Incompatible with owner lifestyle"
"58151",2017-11-27,2017-12-07,2017-12-21,"Stray"
"58151",2017-11-27,2018-02-02,2018-03-04,"Allergies"
"58151",2017-11-27,2018-06-01,2018-06-08,"Stray"
"58152",2017-11-27,2017-12-07,2017-12-21,"Stray"
"58152",2017-11-27,2018-02-02,2018-03-04,"Allergies"
"58153",2017-11-27,2017-12-07,2017-12-21,"Stray"
"58153",2017-11-27,2018-02-02,2018-03-04,"Allergies"
"58154",2017-11-27,2017-12-01,2017-12-06,"Stray"
"58155",2017-11-27,2017-12-01,2017-12-06,"Stray"
"58166",2017-11-28,2017-12-05,2017-12-14,"Sick/Injured"
"58167",2017-11-28,2017-11-28,2017-12-15,"Stray"
"58168",2017-11-28,2017-11-30,2017-11-30,"Owner requested Euthanasia"
"58169",2017-11-28,2017-12-21,2018-01-04,"Incompatible with owner lifestyle"
"58174",2017-11-29,2017-12-02,2019-01-24,"Unsuitable Accommodation"
"58179",2017-11-29,2017-12-05,2017-12-19,"Stray"
"58196",2017-12-01,2018-01-22,2018-04-20,"Incompatible with owner lifestyle"
"58199",2017-12-02,2017-12-02,2018-01-19,"Stray"
"58203",2017-12-02,2017-12-05,2017-12-05,"Incompatible with owner lifestyle"
"58209",2017-12-02,2018-01-04,2018-05-22,"Incompatible with owner lifestyle"
"58209",2017-12-02,2018-07-17,2018-07-28,"Incompatible with owner lifestyle"
"58213",2017-12-02,2018-01-28,2018-03-19,"Incompatible with owner lifestyle"
"58213",2017-12-02,2018-04-04,2018-04-13,"Stray"
"58214",2017-12-02,2017-12-19,2018-02-28,"Stray"
"58215",2017-12-03,2017-12-21,2019-05-04,"Unable to Afford"
"58217",2017-12-03,2017-12-04,2018-07-02,"Stray"
"58222",2017-12-04,2017-12-15,2017-12-21,"Incompatible with owner lifestyle"
"58222",2017-12-04,2017-12-24,2018-03-27,"Abandoned"
"58224",2017-12-04,2017-12-20,2018-03-21,"Unsuitable Accommodation"
"58225",2017-12-04,2017-12-29,2018-02-05,"Stray"
"58226",2017-12-04,2017-12-07,2017-12-08,"Stray"
"58227",2017-12-04,2017-12-07,2017-12-08,"Stray"
"58227",2017-12-04,2017-12-12,2019-07-03,"Landlord issues"
"58228",2017-12-04,2017-12-07,2017-12-08,"Stray"
"58229",2017-12-04,2017-12-07,2017-12-08,"Stray"
"58229",2017-12-04,2017-12-12,2019-07-03,"Stray"
"58240",2017-12-05,2017-12-11,2018-01-04,"Stray"
"58240",2017-12-05,2018-01-04,2018-01-16,"Stray"
"58250",2017-12-06,2017-12-08,2019-06-25,"Incompatible with owner lifestyle"
"58251",2017-12-06,2017-12-29,2017-12-31,"Incompatible with owner lifestyle"
"58261",2017-12-08,2018-01-10,2018-06-30,"Stray"
"58268",2017-12-08,2018-01-02,2019-06-01,"Incompatible with owner lifestyle"
"58279",2017-12-11,2017-12-14,2017-12-16,"Stray"
"58279",2017-12-11,2017-12-19,2018-01-29,"Stray"
"58280",2017-12-11,2017-12-22,2018-01-20,"Stray"
"58283",2017-12-12,2017-12-13,2018-09-25,"Stray"
"58287",2017-12-12,2017-12-13,2018-01-03,"Stray"
"58287",2017-12-12,2018-01-04,2018-01-16,"Stray"
"58288",2017-12-12,2017-12-13,2018-01-03,"Stray"
"58288",2017-12-12,2018-01-04,2018-01-16,"Stray"
"58293",2017-12-13,2017-12-16,2018-01-04,"Stray"
"58294",2017-12-13,2017-12-16,2018-01-04,"Stray"
"58294",2017-12-13,2018-01-05,2018-01-09,"Incompatible with owner lifestyle"
"58295",2017-12-13,2017-12-16,2018-01-04,"Stray"
"58296",2017-12-13,2017-12-16,2018-01-04,"Stray"
"58296",2017-12-13,2018-01-06,2019-05-09,"Moving"
"58313",2017-12-16,2018-01-07,2018-01-25,"Incompatible with owner lifestyle"
"58316",2017-12-16,2017-12-30,2018-02-26,"Stray"
"58323",2017-12-18,2018-01-16,2018-01-22,"Stray"
"58333",2017-12-19,2017-12-22,2018-05-16,"Stray"
"58333",2017-12-19,2018-05-29,2018-05-29,"Stray"
"58337",2017-12-19,2018-01-26,2018-01-30,"Stray"
"58337",2017-12-19,2018-01-30,2018-02-12,"Allergies"
"58337",2017-12-19,2018-02-12,2018-02-16,"Stray"
"58339",2017-12-20,2017-12-31,2018-01-20,"Incompatible with owner lifestyle"
"58340",2017-12-20,2017-12-23,2017-12-28,"Incompatible with owner lifestyle"
"58346",2017-12-20,2017-12-21,2017-12-21,"Incompatible with owner lifestyle"
"58347",2017-12-21,2018-01-09,2018-12-17,"Behavioral Issues"
"58347",2017-12-21,2019-01-16,2019-05-22,"Moving"
"58354",2017-12-22,2017-12-27,2017-12-27,"Unsuitable Accommodation"
"58355",2017-12-22,2017-12-27,2017-12-27,"Unsuitable Accommodation"
"58356",2017-12-22,2017-12-27,2017-12-27,"Unsuitable Accommodation"
"58372",2017-12-24,2017-12-27,2018-01-21,"Stray"
"58379",2017-12-26,2018-02-04,2018-09-17,"Stray"
"58379",2017-12-26,2018-09-17,2018-09-29,"Incompatible with other pets"
"58379",2017-12-26,2018-10-06,2018-10-12,"Stray"
"58403",2017-12-28,2018-02-18,2018-02-24,"Stray"
"58406",2017-12-29,2018-01-16,2018-01-25,"Incompatible with owner lifestyle"
"58410",2017-12-29,2018-01-25,2018-01-30,"Stray"
"58410",2017-12-29,2018-02-10,2018-02-16,"Incompatible with owner lifestyle"
"58410",2017-12-29,2018-03-04,2018-03-17,"Incompatible with owner lifestyle"
"58410",2017-12-29,2018-03-19,2018-03-20,"Stray"
"58410",2017-12-29,2018-03-20,2018-07-02,"Transfer from Other Shelter"
"58410",2017-12-29,2018-07-17,2018-07-20,"Stray"
"58418",2017-12-30,2018-01-07,2018-03-06,"Moving"
"58421",2017-12-30,2018-01-07,2018-01-09,"Stray"
"58427",2018-01-02,2018-01-30,2018-01-30,"Incompatible with owner lifestyle"
"58434",2018-01-03,2018-02-14,2018-03-20,"Stray"
"58435",2018-01-03,2018-01-15,2018-01-31,"Stray"
"58436",2018-01-03,2018-01-15,2018-01-31,"Stray"
"58439",2018-01-03,2018-01-06,2018-01-21,"Stray"
"58445",2018-01-04,2018-02-16,2018-02-22,"Biting"
"58450",2018-01-05,2018-01-06,2018-08-13,"Moving"
"58452",2018-01-05,2018-01-30,2018-02-21,"Stray"
"58453",2018-01-05,2018-01-30,2018-02-21,"Stray"
"58456",2018-01-05,2018-01-28,2018-01-29,"Incompatible with owner lifestyle"
"58460",2018-01-06,2018-01-06,2018-01-06,"Owner Deceased"
"58461",2018-01-06,2018-01-06,2018-01-06,"Owner Deceased"
"58466",2018-01-06,2018-01-10,2018-01-11,"Incompatible with owner lifestyle"
"58466",2018-01-06,2018-01-16,2018-01-17,"Incompatible with owner lifestyle"
"58471",2018-01-07,2018-01-09,2019-03-23,"Stray"
"58501",2018-01-11,2018-04-20,2018-06-04,"Stray"
"58501",2018-01-11,2018-06-09,2018-06-26,"Stray"
"58501",2018-01-11,2018-06-28,2018-07-01,"Incompatible with owner lifestyle"
"58509",2018-01-13,2018-01-14,2018-01-14,"Stray"
"58509",2018-01-13,2018-01-16,2018-01-21,"Stray"
"58510",2018-01-13,2018-01-19,2018-02-18,"Incompatible with owner lifestyle"
"58510",2018-01-13,2018-03-11,2018-04-06,"Stray"
"58510",2018-01-13,2018-04-08,2018-04-13,"Stray"
"58510",2018-01-13,2018-04-16,2018-05-12,"Stray"
"58510",2018-01-13,2018-05-14,2018-05-24,"Stray"
"58510",2018-01-13,2018-05-28,2018-06-21,"Stray"
"58510",2018-01-13,2018-06-21,2018-07-09,"Landlord issues"
"58510",2018-01-13,2018-07-09,2018-07-13,"Stray"
"58510",2018-01-13,2018-07-15,2018-07-20,"Stray"
"58510",2018-01-13,2018-07-23,2018-07-24,"Stray"
"58511",2019-01-10,2018-01-30,2019-01-10,"Abandoned"
"58511",2019-01-10,2019-02-15,2019-03-03,"Stray"
"58511",2019-01-10,2019-03-08,2019-03-26,"Stray"
"58511",2019-01-10,2019-03-26,2019-08-13,"Incompatible with other pets"
"58511",2019-01-10,2019-08-23,2019-08-30,"Stray"
"58513",2018-01-13,2018-01-28,2018-02-08,"Stray"
"58518",2018-01-14,2018-01-25,2018-01-25,"Incompatible with owner lifestyle"
"58519",2018-01-14,2018-01-15,2018-04-04,"Stray"
"58520",2018-01-14,2018-01-15,2018-02-28,"Stray"
"58521",2018-01-14,2018-01-15,2018-04-04,"Stray"
"58522",2018-01-16,2018-01-20,2018-03-06,"Incompatible with owner lifestyle"
"58524",2018-01-16,2018-02-12,2018-02-16,"Stray"
"58526",2018-01-16,2018-01-20,2018-03-11,"Stray"
"58528",2018-01-16,2018-01-16,2018-01-16,"Owner requested Euthanasia"
"58539",2018-01-17,2018-01-26,2018-03-11,"Stray"
"58540",2018-01-17,2018-02-06,2018-05-04,"Stray"
"58545",2018-01-18,2018-01-18,2018-01-29,"Stray"
"58545",2018-01-18,2018-01-30,2018-05-17,"Stray"
"58545",2018-01-18,2018-05-17,2019-07-06,"Stray"
"58555",2018-01-19,2018-02-21,2018-03-09,"Stray"
"58556",2018-01-19,2018-02-10,2018-02-12,"Incompatible with owner lifestyle"
"58561",2018-01-20,2018-02-12,2018-02-18,"Incompatible with owner lifestyle"
"58570",2018-01-22,2018-02-02,2018-02-04,"Stray"
"58571",2018-01-22,2018-01-23,2018-02-15,"Unable to Afford"
"58571",2018-01-22,2018-02-25,2018-03-12,"Incompatible with owner lifestyle"
"58590",2018-01-24,2018-01-30,2018-10-17,"Stray"
"58590",2018-01-24,2018-10-19,2019-01-10,"Stray"
"58590",2018-01-24,2019-01-11,2019-01-11,"Incompatible with owner lifestyle"
"58593",2018-01-25,2018-02-10,2018-03-02,"Unable to Afford"
"58601",2018-01-26,2018-01-30,2018-06-26,"Stray"
"58601",2018-01-26,2018-06-26,2018-10-12,"Stray"
"58603",2018-01-26,2018-01-31,2018-02-02,"Stray"
"58605",2018-01-27,2018-02-22,2018-03-07,"Stray"
"58610",2018-01-27,2018-02-21,2018-05-05,"Stray"
"58611",2018-01-27,2018-02-07,2018-02-23,"Incompatible with owner lifestyle"
"58612",2018-01-27,2018-02-07,2018-04-03,"Incompatible with owner lifestyle"
"58615",2018-01-28,2018-02-02,2019-07-02,"Stray"
"58616",2018-01-28,2018-03-20,2019-05-20,"Incompatible with owner lifestyle"
"58616",2018-01-28,2019-07-21,2019-09-28,"Behavioral Issues"
"58619",2018-01-29,2018-02-03,2019-02-05,"Incompatible with owner lifestyle"
"58625",2018-01-29,2018-02-21,2018-03-06,"Stray"
"58627",2018-01-29,2018-02-22,2018-04-04,"Stray"
"58629",2018-01-29,2018-01-30,2019-01-25,"Stray"
"58632",2018-01-30,2018-02-06,2018-06-27,"Incompatible with owner lifestyle"
"58632",2018-01-30,2018-07-20,2018-07-31,"Stray"
"58636",2018-01-30,2018-03-15,2018-03-17,"Incompatible with owner lifestyle"
"58638",2018-01-30,2018-02-26,2018-03-12,"Stray"
"58641",2018-01-31,2018-02-07,2018-02-28,"Stray"
"58643",2018-01-31,2018-02-23,2018-12-02,"Incompatible with owner lifestyle"
"58649",2018-01-31,2018-03-01,2018-03-10,"Incompatible with owner lifestyle"
"58650",2018-01-31,2018-02-06,2018-08-22,"Stray"
"58651",2018-01-31,2018-02-13,2018-06-19,"Rabies Monitoring"
"58654",2018-02-01,2018-03-03,2018-03-04,"Incompatible with owner lifestyle"
"58654",2018-02-01,2018-03-08,2018-03-09,"Incompatible with owner lifestyle"
"58654",2018-02-01,2018-03-15,2018-03-25,"Incompatible with owner lifestyle"
"58662",2018-02-02,2018-03-01,2018-03-02,"Incompatible with owner lifestyle"
"58662",2018-02-02,2018-03-16,2018-03-31,"Stray"
"58662",2018-02-02,2018-03-31,2018-03-31,"Incompatible with owner lifestyle"
"58662",2018-02-02,2018-04-08,2018-04-29,"Stray"
"58665",2018-02-02,2018-02-07,2018-06-09,"Incompatible with owner lifestyle"
"58669",2018-02-03,2018-02-21,2018-03-21,"Stray"
"58670",2018-02-03,2018-02-23,2018-03-21,"Stray"
"58691",2018-02-07,2018-03-28,2018-05-19,"Transfer from Other Shelter"
"58691",2018-02-07,2018-06-05,2018-08-28,"Police Assist"
"58691",2018-02-07,2018-09-04,2018-11-07,"Stray"
"58696",2018-02-08,2018-02-14,2018-02-27,"Stray"
"58697",2018-02-08,2018-02-14,2018-02-27,"Stray"
"58699",2018-02-08,2018-02-17,2018-02-17,"Biting"
"58703",2018-02-09,2018-02-13,2018-02-13,"Unsuitable Accommodation"
"58703",2018-02-09,2018-02-28,2018-03-20,"Stray"
"58711",2018-02-10,2018-03-01,2018-03-31,"Incompatible with owner lifestyle"
"58711",2018-02-10,2018-04-03,2018-08-03,"Moving"
"58713",2018-02-10,2018-03-03,2018-03-14,"Stray"
"58713",2018-02-10,2018-03-16,2018-11-13,"Incompatible with owner lifestyle"
"58714",2018-02-11,2018-02-17,2018-02-28,"Stray"
"58718",2018-02-12,2018-02-12,2018-02-23,"Incompatible with owner lifestyle"
"58718",2018-02-12,2018-03-05,2018-03-17,"Incompatible with owner lifestyle"
"58719",2018-02-12,2018-02-12,2018-02-22,"Incompatible with owner lifestyle"
"58727",2018-02-13,2018-02-24,2018-03-12,"Stray"
"58732",2018-02-13,2018-02-25,2018-05-09,"Incompatible with owner lifestyle"
"58735",2018-02-14,2018-02-28,2018-07-03,"Stray"
"58748",2018-02-15,2018-02-23,2018-03-02,"Stray"
"58749",2018-02-15,2018-02-23,2018-03-02,"Stray"
"58751",2018-02-15,2018-02-20,2018-02-21,"Abandoned"
"58751",2018-02-15,2018-02-24,2018-02-25,"Incompatible with owner lifestyle"
"58752",2018-02-15,2018-02-17,2018-03-01,"Stray"
"58752",2018-02-15,2018-03-02,2018-03-10,"Stray"
"58753",2018-02-15,2018-02-17,2018-03-01,"Stray"
"58753",2018-02-15,2018-03-02,2018-03-15,"Stray"
"58757",2018-02-15,2018-02-24,2018-03-11,"Stray"
"58765",2018-02-17,2018-02-17,2018-03-23,"Stray"
"58768",2018-02-18,2018-02-23,2018-02-27,"Stray"
"58769",2018-02-18,2018-02-23,2018-02-27,"Stray"
"58775",2018-02-19,2018-03-04,2018-03-07,"Stray"
"58776",2018-02-19,2018-03-04,2018-03-07,"Stray"
"58776",2018-02-19,2018-03-07,2018-04-02,"Incompatible with owner lifestyle"
"58778",2018-02-19,2018-03-03,2018-03-20,"Stray"
"58781",2018-02-19,2018-02-20,2018-06-06,"Stray"
"58781",2018-02-19,2018-06-06,2018-12-07,"Stray"
"58791",2018-02-21,2018-02-21,2018-07-28,"Landlord issues"
"58792",2018-02-21,2018-02-21,2018-07-28,"Landlord issues"
"58795",2018-02-21,2018-03-03,2018-03-15,"Incompatible with owner lifestyle"
"58801",2018-02-23,2018-03-22,2018-03-24,"Incompatible with owner lifestyle"
