"id","intakedate","movementdate","returndate","returnedreason"
"60078",2018-06-29,2018-07-06,2018-07-27,"Stray"
"60078",2018-06-29,2018-07-30,2018-08-29,"Stray"
"60079",2018-06-29,2018-07-27,2018-10-25,"Incompatible with owner lifestyle"
"60081",2018-06-29,2018-07-06,2018-07-27,"Stray"
"60081",2018-06-29,2018-07-30,2018-08-15,"Stray"
"60082",2018-06-29,2018-07-02,2018-07-10,"Stray"
"60089",2018-06-30,2018-07-06,2018-07-27,"Stray"
"60089",2018-06-30,2018-07-30,2018-08-29,"Stray"
"60089",2018-06-30,2018-10-25,2018-11-28,"Stray"
"60091",2018-06-30,2018-07-07,2018-09-28,"Stray"
"60097",2018-06-30,2018-07-07,2018-07-20,"Stray"
"60098",2018-06-30,2018-07-07,2018-09-08,"Stray"
"60099",2018-06-30,2018-07-07,2018-09-28,"Stray"
"60100",2018-06-30,2018-07-07,2018-09-28,"Stray"
"60101",2018-06-30,2018-07-07,2018-09-08,"Stray"
"60102",2018-06-30,2018-07-07,2018-08-26,"Stray"
"60103",2018-06-30,2018-07-07,2018-09-28,"Stray"
"60104",2018-06-30,2018-07-07,2018-09-08,"Stray"
"60105",2018-06-30,2018-07-07,2018-08-26,"Stray"
"60105",2018-06-30,2018-09-04,2019-05-05,"Moving"
"60106",2018-06-30,2018-07-07,2018-09-08,"Stray"
"60107",2018-06-30,2018-07-07,2018-08-26,"Stray"
"60111",2018-06-30,2018-08-03,2018-10-02,"Stray"
"60128",2018-07-02,2018-07-12,2018-07-15,"Incompatible with owner lifestyle"
"60128",2018-07-02,2018-08-01,2018-08-06,"Stray"
"60134",2018-07-03,2018-07-11,2019-03-18,"Incompatible with owner lifestyle"
"60138",2018-07-03,2018-08-07,2018-09-19,"Stray"
"60138",2018-07-03,2018-09-28,2018-10-08,"Stray"
"60138",2018-07-03,2018-10-16,2018-11-20,"Stray"
"60145",2018-07-03,2018-07-06,2018-07-31,"Stray"
"60145",2018-07-03,2018-08-06,2018-08-29,"Stray"
"60146",2018-07-03,2018-07-06,2018-07-31,"Stray"
"60146",2018-07-03,2018-08-06,2018-08-16,"Stray"
"60147",2018-07-03,2018-07-06,2018-07-31,"Stray"
"60148",2018-07-03,2018-07-09,2018-07-20,"Stray"
"60149",2018-07-03,2018-07-09,2018-07-20,"Stray"
"60150",2018-07-03,2018-07-09,2018-07-27,"Stray"
"60150",2018-07-03,2018-07-30,2018-08-08,"Stray"
"60161",2018-07-05,2018-07-06,2018-08-22,"Stray"
"60162",2018-07-05,2018-07-06,2018-07-20,"Stray"
"60162",2018-07-05,2018-07-23,2018-08-22,"Stray"
"60163",2018-07-05,2018-07-06,2018-08-21,"Stray"
"60164",2018-07-05,2018-07-06,2018-08-22,"Stray"
"60165",2018-07-05,2018-07-06,2018-07-20,"Stray"
"60165",2018-07-05,2018-07-23,2018-08-22,"Stray"
"60166",2018-07-05,2018-07-06,2018-08-22,"Stray"
"60167",2018-07-05,2018-07-11,2019-06-28,"Landlord issues"
"60167",2018-07-05,2019-07-16,2019-12-10,"Incompatible with owner lifestyle"
"60168",2018-07-05,2018-07-11,2019-06-28,"Landlord issues"
"60169",2018-07-05,2018-08-06,2018-08-16,"Stray"
"60172",2018-07-05,2018-08-03,2018-08-18,"Stray"
"60173",2018-07-05,2018-08-03,2018-08-18,"Stray"
"60201",2018-07-07,2018-07-16,2018-08-11,"Stray"
"60202",2018-07-07,2018-07-19,2018-07-26,"Stray"
"60205",2018-07-07,2018-07-16,2018-08-24,"Stray"
"60206",2018-07-07,2018-07-16,2018-08-11,"Stray"
"60207",2018-07-07,2018-07-16,2018-09-18,"Stray"
"60207",2018-07-07,2018-10-03,2019-01-08,"Stray"
"60208",2018-07-07,2018-07-16,2018-08-11,"Stray"
"60208",2018-07-07,2018-08-11,2018-09-04,"Stray"
"60237",2018-07-08,2018-07-08,2018-09-08,"Stray"
"60238",2018-07-08,2018-07-08,2018-09-15,"Stray"
"60238",2018-07-08,2018-09-15,2018-09-26,"Stray"
"60238",2018-07-08,2018-09-26,2018-10-06,"Stray"
"60239",2018-07-08,2018-07-08,2018-09-08,"Stray"
"60240",2018-07-08,2018-07-08,2018-09-08,"Stray"
"60241",2018-07-08,2018-07-08,2018-09-08,"Stray"
"60242",2018-07-08,2018-07-08,2018-09-08,"Stray"
"60242",2018-07-08,2018-09-09,2019-11-19,"Incompatible with owner lifestyle"
"60242",2018-07-08,2019-12-04,2019-12-15,"Incompatible with owner lifestyle"
"60244",2018-07-10,2018-08-25,2018-10-18,"Stray"
"60244",2018-07-10,2018-10-21,2018-11-21,"Stray"
"60244",2018-07-10,2018-11-25,2018-12-24,"Stray"
"60244",2018-07-10,2018-12-30,2019-02-12,"Stray"
"60245",2018-07-10,2018-08-25,2018-10-18,"Stray"
"60245",2018-07-10,2018-10-21,2018-11-21,"Stray"
"60245",2018-07-10,2018-11-25,2018-12-24,"Stray"
"60245",2018-07-10,2018-12-30,2019-02-12,"Stray"
"60254",2018-07-11,2018-07-25,2018-08-02,"Stray"
"60254",2018-07-11,2018-08-27,2018-10-02,"Sick/Injured"
"60254",2018-07-11,2018-10-05,2018-10-05,"Stray"
"60254",2018-07-11,2018-10-08,2018-12-12,"Stray"
"60255",2018-07-11,2018-07-25,2018-08-02,"Stray"
"60255",2018-07-11,2018-09-01,2018-10-05,"Stray"
"60255",2018-07-11,2018-10-05,2018-12-15,"Stray"
"60256",2018-07-11,2018-09-27,2018-09-27,"Stray"
"60260",2018-07-12,2018-07-19,2018-08-08,"Stray"
"60260",2018-07-12,2018-08-14,2018-09-08,"Landlord issues"
"60260",2018-07-12,2018-09-09,2019-11-19,"Incompatible with owner lifestyle"
"60261",2018-07-12,2018-07-19,2018-08-08,"Stray"
"60265",2018-07-12,2018-07-28,2018-08-27,"Stray"
"60274",2018-07-14,2018-07-28,2018-09-20,"Stray"
"60274",2018-07-14,2018-09-22,2018-10-11,"Stray"
"60274",2018-07-14,2018-10-12,2018-10-24,"Stray"
"60278",2018-07-16,2018-07-25,2018-08-27,"Stray"
"60279",2018-07-16,2018-08-03,2019-01-28,"Stray"
"60286",2018-07-17,2018-07-17,2018-07-25,"Stray"
"60288",2018-07-17,2018-07-17,2018-07-25,"Stray"
"60289",2018-07-17,2018-07-17,2018-07-25,"Stray"
"60291",2018-07-17,2018-07-17,2018-07-23,"Stray"
"60293",2018-07-17,2018-07-17,2019-12-23,"Unable to Afford"
"60294",2018-07-17,2018-07-17,2019-12-23,"Unable to Afford"
"60296",2018-07-17,2018-07-19,2018-11-01,"Stray"
"60301",2018-07-17,2018-07-25,2018-08-27,"Stray"
"60309",2018-07-18,2018-08-11,2018-11-01,"Stray"
"60310",2018-07-18,2018-08-11,2018-11-01,"Stray"
"60311",2018-07-18,2018-08-11,2018-08-13,"Unable to Afford"
"60311",2018-07-18,2018-08-17,2018-08-24,"Stray"
"60313",2018-07-18,2018-07-19,2018-08-08,"Stray"
"60321",2018-07-19,2018-08-07,2018-08-20,"Stray"
"60331",2018-07-20,2018-08-04,2018-08-15,"Stray"
"60332",2018-07-20,2018-08-04,2018-08-15,"Stray"
"60332",2018-07-20,2018-08-20,2018-08-25,"Incompatible with owner lifestyle"
"60333",2018-07-20,2018-07-25,2018-08-06,"Stray"
"60333",2018-07-20,2018-08-06,2018-08-17,"Stray"
"60334",2018-07-20,2018-08-04,2018-08-15,"Stray"
"60335",2018-07-20,2018-07-25,2018-08-06,"Stray"
"60335",2018-07-20,2018-08-06,2018-08-17,"Stray"
"60336",2018-07-20,2018-07-25,2018-08-06,"Stray"
"60336",2018-07-20,2018-08-06,2018-08-17,"Stray"
"60339",2018-07-20,2018-07-22,2018-07-27,"Stray"
"60339",2018-07-20,2018-07-27,2018-08-08,"Stray"
"60339",2018-07-20,2018-08-09,2018-10-23,"Stray"
"60340",2018-07-20,2018-07-22,2018-07-27,"Stray"
"60340",2018-07-20,2018-07-27,2018-08-07,"Stray"
"60341",2018-07-20,2018-07-22,2018-07-27,"Stray"
"60341",2018-07-20,2018-07-27,2018-08-05,"Stray"
"60341",2018-07-20,2018-08-09,2018-08-17,"Stray"
"60342",2018-07-20,2018-07-22,2018-07-27,"Stray"
"60342",2018-07-20,2018-07-27,2018-08-07,"Stray"
"60343",2018-07-20,2018-07-22,2018-07-27,"Stray"
"60343",2018-07-20,2018-07-27,2018-08-08,"Stray"
"60343",2018-07-20,2018-08-09,2018-10-23,"Stray"
"60346",2018-07-20,2018-07-31,2018-08-17,"Stray"
"60346",2018-07-20,2018-08-31,2018-10-11,"Stray"
"60346",2018-07-20,2018-10-16,2019-07-12,"Stray"
"60347",2018-07-20,2018-07-25,2018-08-27,"Stray"
"60357",2018-07-21,2018-07-23,2018-08-20,"Allergies"
"60358",2018-07-22,2018-07-23,2018-07-27,"Stray"
"60358",2018-07-22,2018-07-28,2019-09-10,"Stray"
"60361",2018-07-23,2018-08-01,2018-08-19,"Stray"
"60366",2018-07-23,2018-07-30,2018-09-21,"Stray"
"60368",2018-07-23,2018-07-26,2018-08-04,"Stray"
"60372",2018-07-24,2018-07-28,2018-09-18,"Stray"
"60373",2018-07-24,2018-07-26,2018-08-04,"Stray"
"60374",2018-07-24,2018-07-26,2018-08-04,"Stray"
"60374",2018-07-24,2018-08-07,2018-08-25,"Incompatible with owner lifestyle"
"60378",2018-07-24,2018-09-14,2018-09-20,"Stray"
"60378",2018-07-24,2018-10-02,2018-12-11,"Incompatible with owner lifestyle"
"60391",2018-07-25,2018-08-03,2018-08-05,"Stray"
"60391",2018-07-25,2018-08-05,2018-09-04,"Stray"
"60392",2018-07-25,2018-08-03,2018-08-05,"Stray"
"60392",2018-07-25,2018-08-05,2018-09-05,"Stray"
"60396",2018-07-26,2018-07-30,2018-09-21,"Stray"
"60396",2018-07-26,2018-12-09,2019-01-08,"Stray"
"60397",2018-07-26,2018-07-30,2018-09-21,"Stray"
"60408",2018-07-27,2018-09-03,2018-09-22,"Stray"
"60409",2018-07-27,2018-09-03,2018-09-26,"Stray"
"60412",2018-07-28,2018-07-31,2018-08-15,"Stray"
"60414",2018-07-28,2018-09-18,2018-11-15,"Stray"
"60416",2018-07-29,2018-08-18,2018-08-30,"Stray"
"60417",2018-07-30,2018-09-03,2018-12-27,"Stray"
"60417",2018-07-30,2018-12-30,2020-02-04,"Stray"
"60423",2018-07-30,2018-08-10,2018-08-14,"Incompatible with owner lifestyle"
"60426",2018-07-31,2018-08-23,2018-09-04,"Stray"
"60430",2018-07-31,2018-07-31,2018-09-11,"Stray"
"60443",2018-08-01,2018-08-25,2019-02-22,"Stray"
"60451",2018-08-02,2018-08-02,2018-09-21,"Stray"
"60452",2018-08-02,2018-08-02,2018-10-13,"Stray"
"60456",2018-08-02,2018-08-26,2018-08-31,"Incompatible with owner lifestyle"
"60457",2018-08-02,2018-08-26,2018-08-31,"Incompatible with owner lifestyle"
"60459",2018-08-02,2018-08-12,2019-08-29,"DOA"
"60467",2018-08-03,2018-08-24,2020-01-03,"Incompatible with owner lifestyle"
"60468",2018-08-03,2018-08-14,2019-02-27,"Unsuitable Accommodation"
"60469",2018-08-03,2018-08-05,2018-08-07,"Stray"
"60469",2018-08-03,2018-08-16,2018-08-30,"Stray"
"60471",2018-08-03,2018-08-04,2018-08-22,"Stray"
"60471",2018-08-03,2018-08-31,2018-09-06,"Incompatible with owner lifestyle"
"60472",2018-08-03,2018-08-05,2018-08-07,"Stray"
"60472",2018-08-03,2018-08-16,2018-09-21,"Stray"
"60473",2018-08-03,2018-08-05,2018-08-07,"Stray"
"60475",2018-08-03,2018-08-05,2018-08-07,"Stray"
"60475",2018-08-03,2018-08-16,2018-10-13,"Stray"
"60476",2018-08-03,2018-08-05,2018-08-07,"Stray"
"60476",2018-08-03,2018-08-16,2018-08-17,"Stray"
"60477",2018-08-03,2018-08-04,2018-08-22,"Stray"
"60478",2018-08-03,2018-08-04,2018-08-22,"Stray"
"60479",2018-08-03,2018-08-04,2018-08-22,"Stray"
"60480",2018-08-03,2018-08-04,2018-08-22,"Stray"
"60481",2018-08-04,2018-08-19,2018-08-21,"Stray"
"60488",2018-08-05,2018-08-17,2018-12-10,"Stray"
"60502",2018-08-07,2018-09-04,2018-09-08,"Stray"
"60502",2018-08-07,2018-09-12,2018-09-18,"Unsuitable Accommodation"
"60502",2018-08-07,2018-12-16,2018-12-19,"Stray"
"60503",2018-08-07,2018-08-12,2018-08-31,"Stray"
"60510",2018-08-07,2018-08-27,2018-12-16,"Stray"
"60510",2018-08-07,2019-01-02,2019-02-12,"Incompatible with other pets"
"60510",2018-08-07,2019-03-01,2019-06-09,"Stray"
"60528",2018-08-08,2018-08-10,2019-09-16,"Return adopt - lifestyle issue"
"60532",2018-08-08,2018-08-11,2018-09-11,"Stray"
"60532",2018-08-08,2018-09-13,2018-10-26,"Stray"
"60535",2018-08-09,2018-08-09,2018-08-11,"Stray"
"60536",2018-08-09,2018-08-09,2018-08-11,"Stray"
"60537",2018-08-09,2018-08-09,2018-08-09,"Stray"
"60538",2018-08-09,2018-08-09,2018-08-09,"Stray"
"60539",2018-08-09,2018-08-09,2018-08-11,"Stray"
"60546",2018-08-10,2018-08-11,2018-08-11,"Incompatible with owner lifestyle"
"60547",2018-08-10,2018-08-23,2018-08-23,"Stray"
"60547",2018-08-10,2018-10-18,2018-11-10,"Stray"
"60549",2018-08-10,2018-08-17,2018-08-28,"Stray"
"60553",2018-08-11,2018-08-18,2018-08-20,"Incompatible with owner lifestyle"
"60554",2018-08-11,2018-09-15,2018-10-04,"Stray"
"60567",2018-08-12,2018-08-12,2018-11-03,"Stray"
"60573",2018-08-13,2018-08-14,2018-08-31,"Stray"
"60574",2018-08-13,2018-08-14,2018-08-31,"Stray"
"60576",2018-08-13,2018-08-25,2018-09-24,"Incompatible with owner lifestyle"
"60597",2018-08-15,2018-08-18,2019-02-01,"Stray"
"60604",2018-08-15,2018-11-05,2019-02-10,"Incompatible with owner lifestyle"
"60605",2018-08-15,2018-08-23,2018-10-23,"Stray"
"60607",2018-08-16,2018-08-24,2018-08-29,"Stray"
"60617",2018-08-16,2018-09-22,2018-09-26,"Stray"
"60619",2018-08-17,2018-08-24,2018-08-29,"Stray"
"60619",2018-08-17,2018-08-31,2018-09-01,"Stray"
"60619",2018-08-17,2018-09-01,2018-09-01,"Incompatible with owner lifestyle"
"60632",2018-08-18,2018-08-19,2019-04-23,"Stray"
"60636",2018-08-18,2018-08-21,2018-10-04,"Stray"
"60637",2018-08-18,2018-08-21,2018-10-04,"Stray"
"60640",2018-08-19,2018-11-10,2018-12-07,"Allergies"
"60641",2018-08-20,2018-08-20,2018-09-14,"Stray"
"60648",2018-08-20,2018-08-24,2019-08-01,"Stray"
"60649",2018-08-20,2018-08-30,2018-09-15,"Stray"
"60651",2018-08-20,2018-09-07,2018-11-16,"Stray"
"60653",2018-08-20,2018-09-20,2018-10-09,"Stray"
"60654",2018-08-20,2018-09-20,2018-10-09,"Stray"
"60658",2018-08-20,2018-08-22,2018-09-13,"Stray"
"60663",2018-08-20,2019-01-13,2019-01-28,"Stray"
"60669",2018-08-21,2018-08-22,2018-09-13,"Stray"
"60672",2018-08-21,2018-09-01,2019-11-27,"Stray"
"60680",2018-08-22,2018-08-29,2018-10-02,"Stray"
"60681",2018-08-22,2018-08-29,2018-10-02,"Stray"
"60683",2018-08-22,2018-09-13,2018-09-21,"Stray"
"60687",2018-08-22,2018-09-15,2018-11-29,"Incompatible with owner lifestyle"
"60695",2018-08-23,2018-10-25,2018-11-28,"Stray"
"60702",2018-08-24,2018-09-07,2018-09-13,"Stray"
"60702",2018-08-24,2018-09-16,2018-10-02,"Stray"
"60702",2018-08-24,2018-10-10,2018-10-18,"Stray"
"60702",2018-08-24,2018-10-19,2018-10-31,"Stray"
"60702",2018-08-24,2018-10-31,2018-11-04,"Stray"
"60702",2018-08-24,2018-11-04,2018-11-21,"Stray"
"60702",2018-08-24,2018-11-21,2018-12-03,"Stray"
"60702",2018-08-24,2018-12-03,2018-12-21,"Stray"
"60702",2018-08-24,2018-12-21,2019-01-04,"Stray"
"60702",2018-08-24,2019-01-04,2019-02-03,"Stray"
"60703",2018-08-24,2018-08-31,2018-11-14,"Incompatible with owner lifestyle"
"60708",2018-08-24,2018-08-28,2019-01-15,"Stray"
"60719",2018-08-24,2018-08-31,2018-09-02,"Incompatible with owner lifestyle"
"60721",2018-08-25,2018-08-30,2018-10-18,"Stray"
"60723",2018-08-25,2018-09-05,2018-09-14,"Incompatible with owner lifestyle"
"60730",2018-08-26,2018-09-06,2018-11-16,"Incompatible with owner lifestyle"
"60730",2018-08-26,2018-12-17,2019-02-21,"Stray"
"60730",2018-08-26,2019-02-21,2019-04-21,"Stray"
"60730",2018-08-26,2019-04-22,2019-04-28,"Stray"
"60730",2018-08-26,2019-04-29,2019-05-03,"Stray"
"60731",2018-08-26,2018-10-05,2019-03-09,"Moving"
"60733",2018-08-27,2018-08-27,2018-10-20,"Stray"
"60736",2018-08-27,2018-08-29,2018-11-01,"Stray"
"60739",2018-08-27,2018-09-14,2018-09-28,"Stray"
"60742",2018-08-28,2018-08-28,2018-10-31,"Stray"
"60743",2018-08-28,2018-08-28,2018-10-31,"Stray"
"60744",2018-08-28,2018-08-28,2018-08-30,"Stray"
"60745",2018-08-28,2018-08-28,2018-10-31,"Stray"
"60746",2018-08-28,2018-08-28,2018-10-31,"Stray"
"60753",2018-08-28,2018-09-12,2018-09-22,"Stray"
"60753",2018-08-28,2018-11-02,2018-11-24,"Incompatible with owner lifestyle"
"60763",2018-08-29,2018-11-17,2018-12-30,"Stray"
"60764",2018-08-29,2018-11-17,2018-12-30,"Stray"
"60766",2018-08-29,2018-08-30,2018-10-18,"Stray"
"60767",2018-08-29,2018-08-30,2018-10-27,"Stray"
"60768",2018-08-29,2018-09-22,2018-09-23,"Stray"
"60770",2018-08-29,2018-10-25,2018-12-22,"Stray"
"60773",2018-08-20,2018-08-30,2018-09-07,"Stray"
"60775",2018-08-30,2018-09-07,2019-05-17,"Return adopt - lifestyle issue"
"60779",2018-08-30,2018-09-07,2018-11-02,"Stray"
"60780",2018-08-30,2018-09-07,2018-11-02,"Stray"
"60781",2018-08-30,2018-09-07,2018-11-02,"Stray"
"60782",2018-08-30,2018-09-07,2018-11-02,"Stray"
"60783",2018-08-30,2018-11-08,2018-12-19,"Stray"
"60789",2018-08-30,2018-09-04,2018-09-04,"Owner requested Euthanasia"
"60790",2018-08-31,2018-09-08,2018-09-08,"Landlord issues"
"60790",2018-08-31,2018-11-16,2019-01-11,"Stray"
"60790",2018-08-31,2019-01-15,2019-03-07,"Stray"
"60798",2018-08-31,2018-09-07,2019-02-23,"Incompatible with owner lifestyle"
"60807",2018-09-01,2018-09-08,2018-09-25,"Stray"
"60808",2018-09-01,2018-09-08,2018-09-25,"Stray"
"60809",2018-09-01,2018-09-08,2018-09-25,"Stray"
"60815",2018-09-01,2018-09-07,2018-09-10,"Stray"
"60815",2018-09-01,2018-09-15,2018-09-26,"Stray"
"60815",2018-09-01,2018-09-26,2018-10-06,"Stray"
"60816",2018-09-01,2018-09-07,2018-09-10,"Stray"
"60816",2018-09-01,2018-09-15,2018-09-26,"Stray"
"60816",2018-09-01,2018-09-26,2018-10-06,"Stray"
"60817",2018-09-01,2018-09-07,2018-09-10,"Stray"
"60817",2018-09-01,2018-09-15,2018-09-26,"Stray"
"60817",2018-09-01,2018-09-26,2018-10-06,"Stray"
"60818",2018-09-01,2018-09-07,2018-09-10,"Stray"
"60818",2018-09-01,2018-09-15,2018-10-06,"Stray"
"60823",2018-09-02,2018-09-22,2018-10-11,"Stray"
"60827",2018-09-04,2018-09-08,2018-11-20,"Stray"
"60831",2018-09-04,2018-09-08,2018-10-19,"Stray"
"60832",2018-09-04,2018-09-08,2018-10-19,"Stray"
"60833",2018-09-04,2018-09-08,2018-10-19,"Stray"
"60834",2018-09-04,2018-09-08,2018-10-19,"Stray"
"60835",2018-09-04,2018-09-08,2018-10-19,"Stray"
"60854",2018-09-05,2018-10-20,2018-11-13,"Stray"
"60863",2018-09-06,2018-10-03,2019-06-10,"Moving"
"60869",2018-09-06,2018-09-27,2018-10-03,"Stray"
"60869",2018-09-06,2018-10-15,2018-11-01,"Stray"
"60871",2018-09-06,2018-10-05,2018-10-15,"Allergies"
"60871",2018-09-06,2018-10-17,2019-02-13,"Stray"
"60871",2018-09-06,2019-02-19,2019-02-22,"Stray"
"60871",2018-09-06,2019-02-23,2019-03-09,"Return Adopt - Behavior"
"60876",2018-09-07,2018-09-09,2018-10-21,"Stray"
"60877",2018-09-07,2018-09-09,2018-10-21,"Stray"
"60878",2018-09-07,2018-09-09,2018-10-21,"Stray"
"60879",2018-09-07,2018-09-09,2018-10-21,"Stray"
"60893",2018-09-07,2018-09-15,2018-09-22,"Incompatible with owner lifestyle"
"60894",2018-09-07,2018-09-07,2018-11-14,"Stray"
"60894",2018-09-07,2018-11-14,2019-04-22,"Stray"
"60896",2018-09-08,2018-09-20,2019-07-20,"Stray"
"60897",2018-09-08,2018-09-13,2018-10-20,"Stray"
"60899",2018-09-08,2018-09-13,2018-10-20,"Stray"
"60899",2018-09-08,2018-10-28,2019-01-23,"Incompatible with other pets"
"60900",2018-09-08,2018-12-02,2019-01-08,"Stray"
"60904",2018-09-08,2018-09-08,2018-10-22,"Stray"
"60905",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60906",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60907",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60908",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60909",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60910",2018-09-08,2018-09-08,2018-10-22,"Stray"
"60911",2018-09-08,2018-09-08,2018-10-23,"Stray"
"60912",2018-09-08,2018-09-14,2018-09-19,"Stray"
"60918",2018-09-08,2018-09-17,2018-09-18,"Unsuitable Accommodation"
"60925",2018-09-10,2018-09-11,2019-11-19,"Stray"
"60927",2018-09-10,2018-12-08,2019-01-02,"Incompatible with owner lifestyle"
"60932",2018-09-10,2018-09-13,2018-12-17,"Stray"
"60934",2018-09-10,2018-12-08,2019-01-14,"Stray"
"60936",2018-09-10,2018-10-05,2019-09-08,"Stray"
"60940",2018-09-11,2018-09-15,2018-11-05,"Stray"
"60941",2018-09-11,2018-09-15,2018-11-05,"Stray"
"60942",2018-09-11,2018-09-15,2018-11-05,"Stray"
"60948",2018-09-11,2018-09-12,2019-04-29,"Stray"
"60963",2018-09-12,2018-09-13,2018-09-13,"Biting"
"60964",2018-09-12,2018-10-05,2018-10-15,"Allergies"
"60977",2018-09-14,2018-09-22,2018-09-26,"Stray"
"60978",2018-09-14,2018-09-27,2018-11-26,"Stray"
"60980",2018-09-14,2018-09-14,2019-05-03,"Incompatible with owner lifestyle"
"60982",2018-09-14,2018-09-21,2018-11-17,"Stray"
"60984",2018-09-14,2018-09-14,2018-12-07,"Stray"
"60986",2018-09-14,2018-10-12,2018-10-17,"Stray"
"60986",2018-09-14,2018-10-27,2018-12-11,"Stray"
"60993",2018-09-14,2019-01-04,2019-03-04,"Stray"
"60996",2018-09-14,2018-10-03,2019-05-06,"Moving"
"60999",2018-09-15,2018-11-28,2019-01-04,"Stray"
"61001",2018-09-15,2018-09-28,2019-01-11,"Biting"
"61011",2018-09-15,2018-09-15,2018-09-22,"Biting"
"61020",2018-09-17,2018-10-09,2019-02-22,"Incompatible with owner lifestyle"
"61023",2018-09-17,2018-10-05,2019-02-24,"Return Adopt - Behavior"
"61023",2018-09-17,2019-03-09,2019-05-10,"Stray"
"61028",2018-09-18,2018-10-06,2018-11-13,"Stray"
"61028",2018-09-18,2018-12-21,2019-04-27,"Stray"
"61030",2018-09-18,2018-09-21,2018-11-17,"Stray"
"61031",2018-09-18,2018-09-21,2018-10-03,"Stray"
"61037",2018-09-18,2018-10-14,2018-11-10,"Biting"
"61041",2018-09-19,2018-09-20,2018-09-20,"Unsuitable Accommodation"
"61050",2018-09-20,2018-09-21,2018-10-12,"Stray"
"61051",2018-09-20,2018-09-21,2018-10-12,"Stray"
"61052",2018-09-20,2018-09-21,2018-10-12,"Stray"
"61053",2018-09-20,2018-09-21,2018-10-12,"Stray"
"61059",2018-09-21,2018-09-28,2018-10-20,"Stray"
"61067",2018-09-21,2018-10-02,2018-12-06,"Stray"
"61083",2018-09-24,2018-09-26,2018-10-04,"Stray"
"61086",2018-09-24,2019-01-17,2019-07-13,"Incompatible with owner lifestyle"
"61090",2018-09-24,2018-10-02,2018-12-06,"Stray"
"61091",2018-09-24,2018-10-02,2018-12-06,"Stray"
"61092",2018-09-24,2018-10-30,2018-11-30,"Stray"
"61092",2018-09-24,2018-11-30,2018-12-05,"Stray"
"61096",2018-09-24,2018-10-11,2018-10-30,"Moving"
"61098",2018-09-25,2018-10-04,2018-11-13,"Incompatible with owner lifestyle"
"61105",2018-09-26,2018-09-28,2018-10-20,"Stray"
"61105",2018-09-26,2018-11-21,2020-01-07,"Stray"
"61107",2018-09-26,2018-10-10,2018-10-15,"Incompatible with owner lifestyle"
"61109",2018-09-26,2018-09-27,2018-09-27,"Unsuitable Accommodation"
"61121",2018-09-28,2018-11-21,2019-02-12,"Stray"
"61124",2018-09-28,2018-10-03,2019-10-04,"Unsuitable Accommodation"
"61134",2018-09-28,2018-09-29,2019-01-19,"Stray"
"61135",2018-09-28,2018-09-29,2019-01-19,"Stray"
"61136",2018-09-28,2018-09-29,2019-01-19,"Stray"
"61137",2018-09-28,2018-09-29,2019-01-01,"Stray"
"61138",2018-09-28,2018-09-29,2019-01-19,"Stray"
"61139",2018-09-28,2018-09-29,2019-01-19,"Stray"
"61144",2018-09-29,2018-09-29,2018-11-28,"Stray"
"61145",2018-09-29,2018-09-29,2018-11-28,"Stray"
"61146",2018-09-29,2018-10-12,2018-11-08,"Stray"
"61156",2018-10-01,2018-10-07,2018-10-23,"Stray"
"61156",2018-10-01,2018-10-27,2018-12-07,"Stray"
"61158",2018-10-01,2018-11-21,2019-02-02,"Stray"
"61159",2018-10-01,2018-10-12,2019-02-06,"Moving"
"61162",2018-10-01,2018-10-10,2018-12-21,"Stray"
"61163",2018-10-01,2018-10-10,2018-12-21,"Stray"
"61164",2018-10-01,2018-10-10,2018-12-21,"Stray"
"61164",2018-10-01,2018-12-21,2019-01-19,"Stray"
"61164",2018-10-01,2019-01-19,2019-05-04,"Unable to Afford"
"61165",2018-10-01,2018-10-10,2018-12-21,"Stray"
"61166",2018-10-01,2018-10-01,2018-10-10,"Stray"
"61167",2018-10-01,2018-10-07,2018-10-23,"Stray"
"61167",2018-10-01,2018-10-27,2018-12-07,"Stray"
"61174",2018-10-02,2018-10-06,2018-10-12,"Stray"
"61174",2018-10-02,2018-12-05,2018-12-06,"Stray"
"61175",2018-10-02,2018-10-06,2018-10-10,"Stray"
"61193",2018-10-03,2018-10-23,2018-12-15,"Incompatible with owner lifestyle"
"61198",2018-10-04,2018-10-25,2019-02-01,"Stray"
"61204",2018-10-04,2019-01-09,2019-03-08,"Stray"
"61204",2018-10-04,2019-03-18,2019-06-16,"Stray"
"61205",2018-09-28,2018-09-28,2018-12-18,"Stray"
"61206",2018-09-28,2018-09-28,2018-12-18,"Stray"
"61207",2018-09-28,2018-09-28,2018-12-14,"Stray"
"61208",2018-09-28,2018-09-28,2018-12-15,"Stray"
"61209",2018-09-28,2018-09-28,2018-12-14,"Stray"
"61210",2018-09-28,2018-09-28,2018-11-23,"Stray"
"61211",2018-09-28,2018-09-28,2018-12-14,"Stray"
"61214",2018-10-05,2018-10-06,2018-10-06,"Incompatible with owner lifestyle"
"61216",2018-10-05,2018-10-13,2019-02-12,"Incompatible with owner lifestyle"
"61216",2018-10-05,2019-02-13,2019-06-10,"Incompatible with owner lifestyle"
