"id","sheltercode","identichipnumber","animalname","animalage","sexname","speciesname","breedname","basecolour","intakeage","interactions","timeinsys","transferin","transferout","adopt","adopt_ct","foster","foster_ct","reclaim","reclaim_ct","return","return_ct","dead","intakedate"
"59509","D1805476","981020027005470","Brylie","6 years 6 months.","Female","Dog","Labrador Retriever","Yellow",78,2,10,0,0,1,1,0,0,0,0,0,0,0,2018-05-15
"59510","C1805497","981020021663495","Bruce","2 years 0 months.","Male","Cat","Domestic Short Hair","Grey and White",24,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-15
"59511","B1805348","","little bird 2","7 months.","Unknown","Bird","Other","Black",7,2,646,0,1,0,0,0,0,0,0,0,0,0,2018-05-15
"59512","C1805498","981020025707378","Nomi","14 weeks.","Female","Cat","Domestic Short Hair","Black and grey",3.11111111111111,5,36,0,0,1,1,1,1,0,0,1,1,1,2018-05-16
"59513","C1805499","981020027039940","Rumi","2 years 5 months.","Male","Cat","Domestic Short Hair","Black",29,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59514","C1805500","","Beauty Baby","2 weeks.","Unknown","Cat","Domestic Short Hair","White",0.444444444444444,4,16,0,0,0,0,1,1,0,0,1,1,1,2018-05-16
"59515","C1805501","","Lily Ann","2 days.","Unknown","Cat","Domestic Short Hair","Orange",2,4,1,0,0,0,0,1,1,0,0,1,1,1,2018-05-16
"59516","C1805349","981020025709883","Ollie","5 years 11 months.","Female","Cat","Domestic Short Hair","Lynx point",71,2,20,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59517","D1805350","981020027030596","Maxine","5 years 6 months.","Female","Dog","Australian Shepherd/Collie, Smooth","Black and White",66,2,16,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59518","C1805502","981020025490529","Drippy","1 year 11 months.","Female","Cat","Domestic Short Hair","Orange",23,6,42,0,1,1,1,0,0,0,0,1,2,0,2018-05-16
"59519","D1805351","981020025744408","Buddy Jr","4 years 6 months.","Male","Dog","Beagle","Tricolour",54,2,29,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59520","D1805352","981020025738108","Tucker","2 years 1 month.","Male","Dog","Beagle","Red and White",25,4,33,0,0,1,2,0,0,0,0,1,1,0,2018-05-16
"59521","D1805353","981020025755363","Buddy","6 years 6 months.","Male","Dog","Beagle","Tricolour",78,2,62,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59522","D1805354","981020025506476","Wilbur","6 years 6 months.","Male","Dog","Beagle","Tricolour",78,2,34,0,0,1,1,0,0,0,0,0,0,0,2018-05-16
"59523","D1805355","981020025779124","Daisy","3 years 0 months.","Female","Dog","Beagle","Tricolour",36,4,645,0,0,1,1,1,1,0,0,1,1,0,2018-05-16
"59525","D1805357","981020025779325","Violet","5 years 6 months.","Female","Dog","Beagle","Tricolour",66,4,644,0,0,1,1,1,1,0,0,1,1,0,2018-05-17
"59526","D1805503","981020027018965","Pearl","6 years 2 months.","Female","Dog","Pitbull","Brindle",74,2,20,0,0,1,1,0,0,0,0,0,0,0,2018-05-17
"59527","C1805358","981020027288390","Diamant","7 months.","Male","Cat","Domestic Short Hair","Orange and White",7,6,52,0,0,1,1,1,2,0,0,1,2,0,2018-05-17
"59528","C1805359","981020027019801","Jeff","7 months.","Male","Cat","Domestic Short Hair","Black and grey",7,6,51,0,0,1,1,1,2,0,0,1,2,0,2018-05-17
"59529","C1805360","","Winky","7 months.","Female","Cat","Domestic Short Hair","Calico",7,6,54,0,0,1,1,1,2,0,0,1,2,0,2018-05-17
"59531","D1805692","","Sally","4 years 6 months.","Female","Dog","Pug/Dachshund","Tan",54,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-17
"59532","C1805504","981020027297999","Katsuki","1 year 0 months.","Male","Cat","Domestic Short Hair","Orange",12,8,78,0,0,1,3,1,1,0,0,1,3,0,2018-05-18
"59534","C1805510","981020027034025","Dice","7 months.","Male","Cat","Domestic Short Hair","Black and White",7,4,54,0,0,1,1,1,1,0,0,1,1,0,2018-05-18
"59536","C1805693","982000407205549","Hugo","2 years 6 months.","Male","Cat","Domestic Short Hair","Brown, Black and White",30,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-18
"59537","C1805482","981020021406584","Horace","2 years 11 months.","Male","Cat","Domestic Short Hair","Lynx point",35,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59538","C1805483","981020027036072","Strippy","2 years 11 months.","Female","Cat","Domestic Short Hair","Brown and Black",35,2,53,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59540","C1805511","981020025762267","Oobie","9 months.","Male","Cat","Domestic Medium Hair","Orange",9,4,20,0,0,1,1,1,1,0,0,1,1,0,2018-05-18
"59541","D1805512","","Willie","9 years 5 months.","Male","Dog","Beagle","Tricolour",113,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-18
"59542","D1805513","982000408516406","Huck Miller","2 years 0 months.","Male","Dog","Hound","Brown and Black",24,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59543","D1805367","","Bella","5 years 11 months.","Female","Dog","Pitbull","White and Brown",71,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-18
"59544","D1805484","981020027060583","Ned","1 year 1 month.","Male","Dog","Carolina Dog/Mix","Cream",13,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59545","D1805487","981020027040291","Skye","1 year 1 month.","Female","Dog","Carolina Dog","Cream",13,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59551","D1805493","981020025753735","Wander","1 year 3 months.","Female","Dog","Carolina Dog","Tan",15,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-05-18
"59556","D1805498","981020025714167","Fred","1 year 1 month.","Male","Dog","Carolina Dog/Mix","Cream",13,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59557","D1805499","981020027004431","Paru","1 year 2 months.","Female","Dog","Carolina Dog","Cream",14,4,608,0,0,1,2,0,0,0,0,1,1,0,2018-05-18
"59558","D1805500","981020027023535","Bessie","1 year 1 month.","Female","Dog","Carolina Dog","Cream",13,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59559","D1805501","981020025713894","LUNA","1 year 1 month.","Female","Dog","Carolina Dog/Mix","White and Brown",13,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59560","D1805502","981020027027626","Monday","1 year 1 month.","Female","Dog","Carolina Dog/Mix","Black and White",13,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59561","D1805504","981020027029826","Speckles","1 year 3 months.","Female","Dog","Carolina Dog","Black and White",15,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59562","D1805505","","Fidget","19 weeks.","Female","Dog","Carolina Dog/Mix","Tan",4.22222222222222,4,26,0,0,0,0,1,1,0,0,1,1,1,2018-05-18
"59564","D1805507","981020027035493","De Niro","1 year 3 months.","Male","Dog","Carolina Dog","Black and Brown",15,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-05-18
"59565","D1805368","981020027005201","Perdita","2 years 9 months.","Female","Dog","Boxer/Mix","Brindle and White",33,7,295,0,0,1,1,1,1,1,1,1,3,0,2018-05-19
"59566","C1805514","981020025762932","Twinkies","2 years 9 months.","Male","Cat","Domestic Medium Hair","Orange",33,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-05-19
"59567","C1805051","","Tigger Lynn","4 years 0 months.","Male","Cat","Domestic Medium Hair","Orange and White",48,2,17,0,1,0,0,0,0,0,0,0,0,0,2018-05-19
"59568","D1805515","","Zeus","9 years 10 months.","Male","Dog","Boxer/Mix","Brown",118,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-19
"59569","C1805508","981020025488510","Milo","3 years 3 months.","Male","Cat","Domestic Medium Hair","Orange",39,4,21,0,0,1,1,0,0,1,1,1,1,0,2018-05-19
"59570","D1805516","","Mary Jane","8 years 6 months.","Female","Dog","Beagle/Mix","White",102,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-19
"59572","D1805517","","Jango","1 year 8 months.","Male","Dog","Pitbull","Grey",20,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-20
"59573","C1805518","981020027285381","Peppy","1 year 1 month.","Female","Cat","Domestic Short Hair","Grey",13,4,641,0,0,1,1,1,1,0,0,1,1,0,2018-05-20
"59574","D1805369","981020027005653","Murphy","2 years 3 months.","Male","Dog","Maltese/Shih Tzu","White",27,4,6,0,0,1,1,0,0,1,1,1,1,0,2018-05-20
"59575","C1805519","981020019074496","Hugo","2 years 8 months.","Male","Cat","Domestic Long Hair","Grey",32,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-21
"59576","C1805509","981020027001437","Greebo","7 months.","Male","Cat","Domestic Long Hair","Orange",7,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59577","C1805512","981020027021023","Whitman","7 months.","Male","Cat","Domestic Short Hair","Grey and White",7,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59578","D1805514","981020025777799","Oreo","1 year 4 months.","Male","Dog","Border Collie/Beagle","Black and White",16,2,27,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59579","C1805515","981020025635346","Hoover","7 months.","Male","Cat","Domestic Medium Hair","Black",7,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59580","C1805516","981020025493791","Bissell","7 months.","Male","Cat","Domestic Long Hair","Orange",7,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59581","C1805517","981020025483589","Dyson","7 months.","Male","Cat","Domestic Long Hair","Black and grey",7,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59582","C1805520","981020025506618","Roomba","7 months.","Male","Cat","Domestic Short Hair","Orange",7,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59583","C1805521","985112007191759","Kitty Cat","4 years 0 months.","Female","Cat","Siamese","Cream",48,2,15,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59584","C1805522","982000363896661","Mr. Bella","4 years 1 month.","Male","Cat","Domestic Medium Hair","Orange",49,2,16,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59585","D1805523","981020025135960","Summer","2 years 8 months.","Female","Dog","Corgi","Black and White",32,2,3,0,0,1,1,0,0,0,0,0,0,0,2018-05-21
"59586","C1805523","","Aldo","2 years 6 months.","Male","Cat","Domestic Short Hair","Orange",30,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-21
"59587","C1805524","981020025650182","Boris","7 months.","Male","Cat","Domestic Short Hair","Grey and White",7,4,52,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59588","C1805525","981020025749241","Taffy","1 year 4 months.","Female","Cat","Domestic Short Hair","Grey",16,4,48,0,0,1,1,1,1,0,0,1,1,0,2018-05-21
"59589","C1805526","","Guinevere","2 years 11 months.","Female","Cat","Domestic Short Hair","Calico",35,4,72,0,1,0,0,1,1,0,0,1,1,0,2018-05-22
"59590","C1805527","981020027039166","Maid Marian","1 year 11 months.","Female","Cat","Domestic Short Hair","Calico",23,4,108,0,0,1,1,1,1,0,0,1,1,0,2018-05-22
"59591","C1805528","981020027328195","Geraint","1 year 0 months.","Female","Cat","Domestic Short Hair","Brown",12,8,86,0,0,1,1,1,3,0,0,1,3,0,2018-05-22
"59592","C1805529","981020027326794","Tia","1 year 0 months.","Female","Cat","Domestic Short Hair","Buff and white",12,10,606,0,0,1,1,1,3,1,1,1,4,0,2018-05-22
"59593","C1805530","981020027763746","Angel","1 year 5 months.","Male","Cat","Domestic Short Hair","Brown and Black",17,8,280,0,0,1,1,1,3,0,0,1,3,0,2018-05-22
"59594","C1805531","","Kay","6 months.","Female","Cat","Domestic Short Hair","Brown and Black",6,8,189,0,0,0,0,1,3,0,0,1,3,1,2018-05-22
"59595","C1805532","981020025674972","Kimbo","7 years 6 months.","Male","Cat","Domestic Short Hair","Black and White",90,2,15,0,0,1,1,0,0,0,0,0,0,0,2018-05-22
"59596","D1805533","","Casimir","1 year 9 months.","Male","Dog","Great Pyrenees","White",21,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-22
"59597","D1805526","981020019046012","Pancake","5 years 1 month.","Female","Dog","Beagle/Husky","Tricolour",61,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-05-22
"59598","C1805370","981020027295993","Groot","11 months.","Male","Cat","Domestic Short Hair","Black",11,6,88,0,0,1,1,1,2,0,0,1,2,0,2018-05-22
"59599","C1805533","","Leo","1 year 11 months.","Male","Cat","Domestic Short Hair","Brown, Black and White",23,2,3,0,0,0,0,0,0,1,1,0,0,0,2018-05-22
"59600","C1805371","981020027277142","Rocket","7 months.","Female","Cat","Domestic Short Hair","Black and White",7,6,92,0,0,1,1,1,2,0,0,1,2,0,2018-05-22
"59601","C1805372","981020027313525","Gamora","7 months.","Female","Cat","Domestic Short Hair","Black and White",7,6,87,0,0,1,1,1,2,0,0,1,2,0,2018-05-22
"59602","C1805373","981020027275292","Nebula","7 months.","Female","Cat","Domestic Short Hair","Black",7,6,91,0,0,1,1,1,2,0,0,1,2,0,2018-05-22
"59605","C1805534","981020027258535","Buttons","6 months.","Male","Cat","Domestic Medium Hair","Black and White",6,6,82,0,0,1,1,1,2,0,0,1,2,0,2018-05-22
"59606","C1805535","","Precious","6 weeks.","Female","Cat","Domestic Medium Hair","Grey and White",1.33333333333333,4,34,0,0,0,0,1,1,0,0,1,1,1,2018-05-22
"59607","C1805536","981020027345869","Smokey","1 year 0 months.","Female","Cat","Domestic Medium Hair","Grey",12,4,59,0,0,1,1,1,1,0,0,1,1,0,2018-05-22
"59608","C1805537","981020027284076","Pumpkin","1 year 7 months.","Male","Cat","Domestic Medium Hair","Orange",19,4,54,0,0,1,1,1,1,0,0,1,1,0,2018-05-22
"59609","C1805538","","Milton Kitty","7 years 1 month.","Male","Cat","Domestic Short Hair","Brown, Black and White",85,2,14,0,1,0,0,0,0,0,0,0,0,0,2018-05-22
"59610","C1805539","981020025652121","Narnia","1 year 6 months.","Female","Cat","Domestic Short Hair","Black",18,2,58,0,0,1,1,0,0,0,0,0,0,0,2018-05-22
"59612","D1805375","981020027810259","Snowball","3 years 5 months.","Female","Dog","Cocker Spaniel/Poodle","White",41,6,22,0,0,1,1,0,0,1,2,1,2,0,2018-05-23
"59613","C1805540","","Chick","4 weeks.","Male","Cat","Domestic Short Hair","Brown and Black",0.888888888888889,4,7,0,0,0,0,1,1,0,0,1,1,1,2018-05-23
"59614","C1805541","981020027354525","Gabby","6 months.","Female","Cat","Domestic Short Hair","Black",6,4,44,0,0,1,1,1,1,0,0,1,1,0,2018-05-23
"59615","C1805542","981020027035756","Pamela","6 months.","Female","Cat","Domestic Short Hair","Grey",6,4,638,0,0,1,1,1,1,0,0,1,1,0,2018-05-23
"59617","C1805543","981020025478622","Kathleen","2 years 1 month.","Female","Cat","Domestic Short Hair","Tan and Black",25,2,44,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59618","C1805544","981020027037306","Corbin","8 months.","Male","Cat","Domestic Short Hair","Tan and Black",8,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59619","C1805545","981020027019902","Hamlet","8 months.","Male","Cat","Domestic Short Hair","Black",8,2,3,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59620","C1805546","981020027009722","Sampson","1 year 4 months.","Male","Cat","Domestic Short Hair","Black",16,2,3,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59621","C1805547","981020027025099","Sapphire Rose","8 months.","Female","Cat","Domestic Short Hair","Tortie",8,2,2,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59622","C1805548","","Arthur","11 weeks.","Male","Cat","Domestic Short Hair","Black and grey",2.44444444444444,8,69,0,0,0,0,1,3,0,0,1,3,1,2018-05-23
"59623","C1805549","981020027748480","Pepper","9 months.","Male","Cat","Domestic Short Hair","Brown and Black",9,8,279,0,0,1,1,1,3,0,0,1,3,0,2018-05-23
"59624","C1805550","981020027266031","Merlin","8 months.","Male","Cat","Domestic Short Hair","Buff",8,8,86,0,0,1,1,1,3,0,0,1,3,0,2018-05-23
"59625","C1805551","981020027323407","May","7 months.","Female","Cat","Domestic Short Hair","Dilute calico",7,6,70,0,0,1,1,1,2,0,0,1,2,0,2018-05-23
"59626","D1805551","981020017882368","Max","2 years 9 months.","Male","Dog","Hound/Jack Russell Terrier","White and Brown",33,2,13,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59627","D1805376","981020023399723","Cloud","1 year 6 months.","Male","Dog","Border Collie/Mix","White and Liver",18,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-23
"59628","D1805377","981020025773158","Serenity","5 years 6 months.","Female","Dog","American Bulldog","White and Liver",66,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-05-23
"59630","D1805552","981020025482690","Toby","6 years 11 months.","Male","Dog","Shih Tzu","White and Black",83,4,16,0,0,1,2,0,0,0,0,1,1,0,2018-05-24
"59632","C1805555","","Lady","6 weeks.","Female","Cat","Domestic Short Hair","Tabbico",1.33333333333333,6,48,0,0,0,0,1,2,0,0,1,2,1,2018-05-22
"59633","C1805556","981020027312721","Vaisey","1 year 1 month.","Male","Cat","Domestic Short Hair","Black and White",13,8,93,0,0,1,1,1,3,0,0,1,3,0,2018-05-22
"59634","C1805557","","Isabella","12 weeks.","Female","Cat","Domestic Short Hair","White and Grey",2.66666666666667,7,85,0,0,0,0,1,3,0,0,1,2,1,2018-05-22
"59635","C1805558","981020025776509","Emerald","1 year 3 months.","Female","Cat","Domestic Short Hair","Black",15,2,15,0,0,1,1,0,0,0,0,0,0,0,2018-05-24
"59636","C1805559","981020025481234","Chi-Chi","8 years 5 months.","Female","Cat","Domestic Short Hair","Dilute calico",101,2,30,0,0,1,1,0,0,0,0,0,0,0,2018-05-24
"59638","C1805378","981020025760037","Maurice","1 year 10 months.","Male","Cat","Domestic Short Hair","Black",22,2,16,0,0,1,1,0,0,0,0,0,0,0,2018-05-24
"59639","C1805560","981020025754229","Gouda","3 years 5 months.","Female","Cat","Domestic Short Hair","Brown and Black",41,2,34,0,0,1,1,0,0,0,0,0,0,0,2018-05-24
"59640","B1805561","","Racing Pigeon","33 years 6 months.","Unknown","Bird","Pigeon","Grey",402,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-25
"59641","D1805553","981020025661645","Lacey","4 years 7 months.","Female","Dog","Beagle","Tricolour",55,2,39,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59642","D1805554","981020025763217","Bud","7 years 6 months.","Male","Dog","Dachshund/Basset Hound","Black and Tan",90,2,13,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59643","D1805562","956000009856689","Astro","4 years 8 months.","Male","Dog","German Shepherd Dog","Black and Tan",56,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-25
"59644","D1805563","981020025471757","Arthur Winston","9 years 6 months.","Male","Dog","Corgi/Mix","Brindle and White",114,6,42,0,0,1,3,0,0,0,0,1,2,0,2018-05-25
"59645","C1805561","981020025494098","Audrey","3 years 0 months.","Female","Cat","Domestic Short Hair","White and Black",36,2,41,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59646","C1805562","981020025771233","Dory","1 year 6 months.","Female","Cat","Domestic Short Hair","White and Black",18,2,41,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59647","C1805564","","Garbanzo","2 weeks.","Unknown","Cat","Domestic Short Hair","Black",0.444444444444444,4,15,0,0,0,0,1,1,0,0,1,1,1,2018-05-21
"59648","C1805565","981020017889916","Percy","3 years 0 months.","Female","Cat","Domestic Short Hair","Buff",36,2,4,0,0,0,0,0,0,1,1,0,0,0,2018-05-25
"59649","C1805563","981020025711550","Sylvia Plath","2 years 5 months.","Female","Cat","Domestic Short Hair","White and Black",29,2,87,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59650","C1805566","981020025492951","Atticus Finch","2 years 6 months.","Male","Cat","Domestic Short Hair","White and Black",30,2,102,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59651","C1805567","981020025748574","Atul Gawande","2 years 6 months.","Male","Cat","Domestic Short Hair","White and Black",30,2,102,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59652","C1805568","981020025748136","Brad Meltzer","2 years 6 months.","Male","Cat","Domestic Short Hair","White and Black",30,2,35,0,0,1,1,0,0,0,0,0,0,0,2018-05-25
"59653","D1805569","981020025477267","Elsa Ann","1 year 4 months.","Female","Dog","Pit Bull Terrier","Grey and White",16,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-05-26
"59654","C1805570","981020027298914","Fluff","2 years 6 months.","Male","Cat","Domestic Long Hair","Grey",30,2,37,0,0,1,1,0,0,0,0,0,0,0,2018-05-26
"59655","C1805571","981020027285066","Sass","2 years 6 months.","Female","Cat","Domestic Short Hair","Grey",30,2,37,0,0,1,1,0,0,0,0,0,0,0,2018-05-26
"59658","D1805572","981020027009479","Loki","2 years 11 months.","Male","Dog","Labrador Retriever/Terrier","White",35,2,42,0,0,1,1,0,0,0,0,0,0,0,2018-05-26
"59659","D1805573","981020025506772","Thor","2 years 11 months.","Male","Dog","Labrador Retriever/Pitbull","Black and White",35,4,35,0,0,1,2,0,0,0,0,1,1,0,2018-05-26
"59660","C1805379","981020007680200","Tigger","17 years 6 months.","Female","Cat","Domestic Short Hair","Grey and White",210,2,3,0,0,0,0,0,0,1,1,0,0,0,2018-05-26
"59662","R1805574","","Snowball","1 year 5 months.","Male","House Rabbit","Lionhead","White and Brown",17,6,142,0,0,1,2,1,1,0,0,1,2,0,2018-05-26
"59665","D1805382","0A13460243","Martha","3 years 8 months.","Female","Dog","Beagle","Tricolour",44,6,548,0,0,1,1,0,0,1,2,1,2,0,2018-05-27
"59666","D1805383","981020025509447","Vladimir","2 years 6 months.","Male","Dog","Labrador Retriever","Yellow",30,2,14,0,0,1,1,0,0,0,0,0,0,0,2018-05-27
"59667","C1805569","981020025749077","Hawthorne","1 year 4 months.","Male","Cat","Domestic Short Hair","Black",16,2,37,0,0,1,1,0,0,0,0,0,0,0,2018-05-27
"59668","C1805694","981020025757267","Darcy","1 year 4 months.","Female","Cat","Domestic Short Hair","Brown, Black and White",16,2,52,0,0,1,1,0,0,0,0,0,0,0,2018-05-27
"59669","C1805572","981020027288491","Winnie","11 months.","Female","Cat","Domestic Short Hair","Grey",11,4,634,0,0,1,1,1,1,0,0,1,1,0,2018-05-27
"59670","C1805695","981020027040168","Victor","7 months.","Male","Cat","Domestic Short Hair","Grey and White",7,4,634,0,0,1,1,1,1,0,0,1,1,0,2018-05-27
"59671","C1805573","981020025749074","Antonia","1 year 11 months.","Female","Cat","Domestic Short Hair","Orange",23,2,17,0,0,1,1,0,0,0,0,0,0,0,2018-05-27
"59673","C1805387","981020025677626","Giggles","1 year 2 months.","Female","Cat","Domestic Short Hair","White and Black",14,2,9,0,0,1,1,0,0,0,0,0,0,0,2018-05-28
"59675","C1805388","981020015412635","Mia","1 year 6 months.","Female","Cat","Domestic Short Hair","Tortie",18,2,81,0,0,1,1,0,0,0,0,0,0,0,2018-05-28
"59676","D1805575","981020027341151","Kera","7 years 7 months.","Female","Dog","Dachshund/Terrier","Brown and Black",91,8,67,0,0,1,1,1,3,0,0,1,3,0,2018-05-28
"59677","D1805576","981020025498735","Ripley","7 years 7 months.","Male","Dog","Dachshund/Terrier","Black and Brown",91,4,10,0,0,1,2,0,0,0,0,1,1,0,2018-05-28
"59678","D1805577","981020025754855","Nos","8 months.","Male","Dog","Terrier/Mix","White and Black",8,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-05-28
"59679","D1805578","981020025475322","Lilly","1 year 0 months.","Female","Dog","Cocker Spaniel/Pembroke Welsh Corgi","Brown and White",12,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-28
"59680","C1805579","","Rainbow","1 year 6 months.","Female","Cat","Domestic Short Hair","Grey",18,2,4,0,0,1,1,0,0,0,0,0,0,0,2018-05-28
"59682","D1805704","981020025628399","Tundra","1 year 4 months.","Male","Dog","Hound/Retriever","Brown",16,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-05-29
"59683","C1805574","981020027320437","Fitzpatrick","1 year 3 months.","Male","Cat","Domestic Short Hair","Orange",15,6,66,0,0,1,1,1,2,0,0,1,2,0,2018-05-29
"59684","C1805575","","Hugo","4 weeks.","Male","Cat","Manx","Black",0.888888888888889,4,11,0,0,0,0,1,1,0,0,1,1,1,2018-05-29
"59685","D1805390","","Manzana","5 years 11 months.","Male","Dog","Chihuahua","Black",71,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-29
"59686","C1805580","","Blackie","6 years 4 months.","Male","Cat","Domestic Short Hair","Black",76,2,77,0,0,0,0,0,0,0,0,0,0,0,2018-05-29
"59687","C1805576","981020025771008","Nevada","2 years 4 months.","Female","Cat","Domestic Short Hair","Tabbico",28,2,35,0,0,1,1,0,0,0,0,0,0,0,2018-05-29
"59688","C1805581","981020025774697","Cookie","1 year 5 months.","Male","Cat","Domestic Short Hair","Buff",17,2,35,0,0,1,1,0,0,0,0,0,0,0,2018-05-29
"59689","C1805577","981020025512357","Mr. Bixley","2 years 11 months.","Male","Cat","Domestic Short Hair","Black and White",35,4,5,0,0,1,1,0,0,1,1,1,1,0,2018-05-29
"59691","D1805579","981020025744620","Amos","11 years 11 months.","Male","Dog","Golden Retriever/Chow Chow","Tan",143,4,38,0,0,1,1,0,0,1,1,1,1,0,2018-05-29
"59692","D1805580","","Copper","1 year 4 months.","Male","Dog","Coonhound/Beagle","Red",16,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-29
"59693","D1805581","","Blue","1 year 4 months.","Female","Dog","Heeler/Mix","Black and White",16,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-05-29
"59695","D1805582","985113001641507","Beulah","3 years 11 months.","Female","Dog","American Bulldog","Black and White",47,4,34,0,0,1,2,0,0,0,0,1,1,0,2018-05-29
"59696","C1805583","981020027023519","Kit","7 months.","Female","Cat","Domestic Short Hair","Grey",7,4,52,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59697","C1805584","981020027028608","Tulip","7 months.","Female","Cat","Domestic Short Hair","Dilute tortoiseshell",7,4,44,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59698","C1805585","981020027350118","Rose","7 months.","Female","Cat","Domestic Short Hair","Dilute calico",7,4,51,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59699","C1805586","981020027345974","Orum","7 months.","Male","Cat","Domestic Long Hair","Buff",7,4,52,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59700","C1805587","981020027350257","Kodiak","7 months.","Male","Cat","Domestic Short Hair","Buff",7,4,66,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59701","C1805588","981020027339940","Elijah","7 months.","Male","Cat","Domestic Short Hair","Buff",7,4,66,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59702","C1805589","981020027299229","Kat","7 months.","Female","Cat","Domestic Short Hair","Grey",7,4,51,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59703","C1805590","981020027005333","Daisy","7 months.","Female","Cat","Domestic Short Hair","Dilute calico",7,4,45,0,0,1,1,1,1,0,0,1,1,0,2018-05-30
"59705","D1805591","","Lupin","1 year 3 months.","Male","Dog","Hound/Labrador Retriever","White and Black",15,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-05-30
"59706","C1805592","981020025780039","Sage","1 year 7 months.","Female","Cat","Domestic Short Hair","Black",19,2,79,0,0,1,1,0,0,0,0,0,0,0,2018-05-30
