"id","intakedate","movementdate","movementtype"
"57162",2017-08-23,2017-11-02,"Foster"
"57162",2017-08-23,2017-11-18,"Adoption"
"57163",2017-08-23,2017-09-09,"Transfer"
"57165",2017-08-24,2017-08-24,"Reclaimed"
"57166",2017-08-24,2017-09-02,"Adoption"
"57167",2017-08-24,2017-09-01,"Adoption"
"57167",2017-08-24,2017-12-05,"Reclaimed"
"57167",2017-08-24,2018-02-01,"Adoption"
"57169",2017-08-24,2017-09-02,"Adoption"
"57170",2017-08-24,2017-09-18,"Adoption"
"57171",2017-08-24,2017-09-13,"Adoption"
"57172",2017-08-24,2017-09-13,"Adoption"
"57174",2017-08-25,2017-09-02,"Reclaimed"
"57175",2017-08-25,2017-09-01,"Adoption"
"57176",2017-08-25,2017-09-03,"Adoption"
"57177",2017-08-25,2017-09-01,"Adoption"
"57178",2017-08-25,2017-09-01,"Adoption"
"57180",2017-08-25,2017-09-06,"Adoption"
"57180",2017-08-25,2017-10-23,"Reclaimed"
"57181",2017-08-25,2017-09-25,"Adoption"
"57182",2017-08-25,2017-10-01,"Adoption"
"57186",2017-08-25,2017-08-31,"Adoption"
"57187",2017-08-26,2017-09-08,"Adoption"
"57188",2017-08-26,2017-09-26,"Adoption"
"57189",2017-08-26,2017-08-28,"Transfer"
"57190",2017-08-26,2017-08-27,"Adoption"
"57190",2017-08-26,2019-08-08,"Adoption"
"57191",2017-08-26,2017-09-01,"Adoption"
"57192",2017-08-26,2017-10-17,"Adoption"
"57195",2017-08-27,2017-08-29,"Reclaimed"
"57195",2017-08-27,2017-09-03,"Reclaimed"
"57195",2017-08-27,2017-09-13,"Reclaimed"
"57195",2017-08-27,2019-07-27,"Reclaimed"
"57195",2017-08-27,2019-10-12,"Reclaimed"
"57195",2017-08-27,2019-10-21,"Reclaimed"
"57196",2017-08-27,2017-09-22,"Adoption"
"57197",2017-08-27,2017-08-28,"Foster"
"57197",2017-08-27,2017-10-12,"Adoption"
"57200",2017-08-28,2017-09-03,"Foster"
"57200",2017-08-28,2017-10-11,"Foster"
"57200",2017-08-28,2017-11-15,"Adoption"
"57201",2017-08-28,2017-08-28,"Reclaimed"
"57201",2017-08-28,2017-09-21,"Adoption"
"57202",2017-08-28,2017-08-28,"Adoption"
"57203",2017-08-28,2017-08-28,"Adoption"
"57204",2017-08-28,2017-09-25,"Adoption"
"57207",2017-08-29,2017-11-13,"Adoption"
"57208",2017-08-29,2017-09-12,"Adoption"
"57209",2017-08-29,2017-08-30,"Reclaimed"
"57210",2017-08-29,2017-09-08,"Reclaimed"
"57211",2017-08-29,2017-09-02,"Adoption"
"57212",2017-08-29,2017-09-07,"Foster"
"57212",2017-08-29,2017-09-22,"Adoption"
"57213",2017-08-29,2017-09-07,"Foster"
"57213",2017-08-29,2017-12-23,"Foster"
"57213",2017-08-29,2018-02-24,"Adoption"
"57214",2017-08-29,2017-09-07,"Foster"
"57215",2017-08-29,2017-09-07,"Foster"
"57216",2017-08-29,2017-09-07,"Foster"
"57217",2017-08-29,2017-09-07,"Foster"
"57217",2017-08-29,2018-03-20,"Adoption"
"57218",2017-08-29,2017-09-07,"Foster"
"57219",2017-08-29,2017-09-12,"Adoption"
"57220",2017-08-30,2017-09-26,"Adoption"
"57223",2017-08-30,2017-09-03,"Adoption"
"57223",2017-08-30,2017-09-15,"Adoption"
"57224",2017-08-30,2018-01-19,"Adoption"
"57225",2017-08-06,2017-08-30,"Adoption"
"57226",2017-08-31,2017-09-22,"Adoption"
"57229",2017-08-31,2017-09-22,"Adoption"
"57230",2017-08-31,2017-09-07,"Reclaimed"
"57231",2017-09-01,2017-09-01,"Reclaimed"
"57232",2017-09-01,2017-09-02,"Reclaimed"
"57234",2017-09-01,2017-09-01,"Reclaimed"
"57235",2017-09-01,2017-09-06,"Foster"
"57235",2017-09-01,2017-12-22,"Adoption"
"57236",2017-09-01,2017-09-06,"Foster"
"57236",2017-09-01,2017-11-21,"Adoption"
"57237",2017-09-01,2017-09-06,"Foster"
"57237",2017-09-01,2017-12-13,"Adoption"
"57238",2017-09-01,2017-09-06,"Foster"
"57238",2017-09-01,2017-11-18,"Adoption"
"57239",2017-09-01,2017-09-06,"Foster"
"57239",2017-09-01,2017-11-21,"Adoption"
"57240",2017-09-01,2017-09-15,"Adoption"
"57241",2017-09-01,2017-09-09,"Adoption"
"57242",2017-09-01,2017-09-15,"Adoption"
"57243",2017-09-01,2017-09-15,"Adoption"
"57244",2017-09-01,2017-09-11,"Adoption"
"57245",2017-09-01,2017-09-02,"Foster"
"57245",2017-09-01,2017-10-06,"Adoption"
"57246",2017-09-01,2017-09-02,"Foster"
"57246",2017-09-01,2017-10-06,"Adoption"
"57247",2017-09-01,2017-09-02,"Foster"
"57247",2017-09-01,2017-10-06,"Adoption"
"57248",2017-09-01,2017-09-02,"Foster"
"57248",2017-09-01,2017-10-06,"Adoption"
"57249",2017-09-01,2017-09-02,"Foster"
"57249",2017-09-01,2017-10-06,"Adoption"
"57250",2017-09-01,2017-09-02,"Reclaimed"
"57250",2017-09-01,2018-12-18,"Reclaimed"
"57251",2017-09-01,2017-10-02,"Foster"
"57251",2017-09-01,2017-10-24,"Foster"
"57251",2017-09-01,2017-11-04,"Adoption"
"57252",2017-09-01,2017-09-03,"Reclaimed"
"57253",2017-09-01,2017-09-14,"Reclaimed"
"57254",2017-09-01,2017-09-05,"Reclaimed"
"57255",2017-09-01,2017-09-05,"Reclaimed"
"57257",2017-09-01,2017-09-12,"Adoption"
"57258",2017-09-01,2017-09-01,"Reclaimed"
"57259",2017-09-01,2017-09-19,"Adoption"
"57260",2017-09-01,2017-09-19,"Adoption"
"57260",2017-09-01,2018-03-06,"Adoption"
"57261",2017-09-01,2017-09-19,"Adoption"
"57261",2017-09-01,2018-03-06,"Adoption"
"57262",2017-09-01,2017-09-20,"Adoption"
"57263",2017-09-01,2017-09-19,"Adoption"
"57264",2017-09-01,2017-09-20,"Adoption"
"57265",2017-09-01,2017-09-20,"Adoption"
"57266",2017-09-01,2017-09-19,"Adoption"
"57266",2017-09-01,2018-03-06,"Adoption"
"57267",2017-09-01,2017-09-10,"Adoption"
"57268",2017-09-01,2017-09-10,"Adoption"
"57269",2017-09-02,2017-09-10,"Foster"
"57269",2017-09-02,2017-10-01,"Stolen"
"57270",2017-09-02,2017-09-10,"Foster"
"57270",2017-09-02,2017-10-01,"Adoption"
"57271",2017-09-02,2017-10-02,"Adoption"
"57272",2017-09-02,2017-12-17,"Adoption"
"57274",2017-09-02,2017-09-09,"Transfer"
"57275",2017-09-02,2017-09-09,"Transfer"
"57276",2017-09-02,2017-09-03,"Foster"
"57276",2017-09-02,2017-12-05,"Adoption"
"57277",2017-09-02,2017-09-03,"Foster"
"57277",2017-09-02,2017-12-05,"Adoption"
"57278",2017-09-02,2017-09-09,"Foster"
"57278",2017-09-02,2017-09-27,"Adoption"
"57278",2017-09-02,2018-05-06,"Reclaimed"
"57278",2017-09-02,2018-07-14,"Adoption"
"57280",2017-09-03,2017-09-05,"Reclaimed"
"57280",2017-09-03,2018-12-21,"Adoption"
"57281",2017-09-03,2017-09-19,"Reclaimed"
"57281",2017-09-03,2017-10-27,"Adoption"
"57282",2017-09-03,2017-09-12,"Adoption"
"57283",2017-09-04,2017-09-05,"Reclaimed"
"57285",2017-09-05,2017-09-09,"Reclaimed"
"57285",2017-09-05,2018-05-22,"Adoption"
"57288",2017-09-05,2017-09-17,"Adoption"
"57289",2017-09-05,2017-09-05,"Foster"
"57290",2017-09-05,2017-09-05,"Foster"
"57290",2017-09-05,2017-11-06,"Adoption"
"57291",2017-09-05,2017-09-05,"Foster"
"57291",2017-09-05,2017-11-03,"Adoption"
"57292",2017-09-05,2017-09-05,"Foster"
"57292",2017-09-05,2017-11-03,"Adoption"
"57293",2017-09-05,2017-09-09,"Adoption"
"57294",2017-09-05,2017-09-19,"Adoption"
"57295",2017-09-05,2017-09-19,"Adoption"
"57296",2017-09-05,2017-09-19,"Adoption"
"57297",2017-09-05,2017-09-19,"Adoption"
"57299",2017-09-05,2017-11-19,"Adoption"
"57300",2017-09-05,2017-09-09,"Foster"
"57300",2017-09-05,2017-10-01,"Foster"
"57300",2017-09-05,2017-10-18,"Adoption"
"57301",2017-09-05,2017-09-09,"Foster"
"57301",2017-09-05,2017-10-12,"Adoption"
"57302",2017-09-05,2017-09-09,"Foster"
"57302",2017-09-05,2017-10-01,"Foster"
"57302",2017-09-05,2017-10-18,"Adoption"
"57305",2017-09-06,2017-09-06,"Transfer"
"57306",2017-09-06,2017-09-06,"Transfer"
"57307",2017-09-06,2017-10-27,"Adoption"
"57309",2017-09-06,2017-09-26,"Adoption"
"57312",2017-09-06,2017-09-14,"Reclaimed"
"57317",2017-09-07,2017-10-06,"Foster"
"57317",2017-09-07,2017-12-01,"Adoption"
"57318",2017-09-07,2017-10-06,"Foster"
"57318",2017-09-07,2017-11-19,"Adoption"
"57319",2017-09-07,2017-10-06,"Foster"
"57319",2017-09-07,2017-11-19,"Adoption"
"57320",2017-09-07,2017-10-06,"Foster"
"57320",2017-09-07,2017-11-19,"Adoption"
"57321",2017-09-07,2017-09-15,"Transfer"
"57322",2017-09-07,2017-09-15,"Foster"
"57322",2017-09-07,2017-10-14,"Foster"
"57322",2017-09-07,2017-10-21,"Foster"
"57322",2017-09-07,2018-01-19,"Adoption"
"57324",2017-09-08,2017-09-08,"Reclaimed"
"57324",2017-09-08,2017-10-12,"Reclaimed"
"57324",2017-09-08,2018-05-02,"Reclaimed"
"57324",2017-09-08,2018-05-21,"Reclaimed"
"57325",2017-09-08,2017-09-08,"Reclaimed"
"57325",2017-09-08,2018-04-02,"Reclaimed"
"57325",2017-09-08,2018-04-17,"Adoption"
"57327",2017-09-08,2017-09-10,"Foster"
"57327",2017-09-08,2017-11-03,"Adoption"
"57328",2017-09-08,2017-09-10,"Foster"
"57328",2017-09-08,2017-10-14,"Adoption"
"57329",2017-09-08,2017-09-10,"Foster"
"57329",2017-09-08,2017-10-17,"Adoption"
"57330",2017-09-08,2017-09-09,"Reclaimed"
"57331",2017-09-08,2017-09-15,"Foster"
"57333",2017-09-09,2017-09-10,"Foster"
"57333",2017-09-09,2017-10-13,"Adoption"
"57333",2017-09-09,2017-10-30,"Adoption"
"57334",2017-09-09,2017-09-11,"Foster"
"57334",2017-09-09,2017-09-17,"Adoption"
"57335",2017-09-09,2017-09-29,"Adoption"
"57335",2017-09-09,2017-10-02,"Adoption"
"57336",2017-09-09,2017-09-30,"Adoption"
"57336",2017-09-09,2018-01-26,"Adoption"
"57336",2017-09-09,2019-04-07,"Reclaimed"
"57337",2017-09-09,2017-10-07,"Adoption"
"57338",2017-09-09,2017-09-25,"Adoption"
"57339",2017-09-09,2017-09-09,"Reclaimed"
"57340",2017-09-09,2017-09-09,"Reclaimed"
"57341",2017-09-09,2017-09-09,"Reclaimed"
"57343",2017-09-09,2017-09-14,"Adoption"
"57344",2017-09-09,2017-10-13,"Adoption"
"57344",2017-09-09,2017-10-27,"Adoption"
"57345",2017-09-09,2017-09-15,"Adoption"
"57346",2017-09-09,2017-09-22,"Adoption"
"57347",2017-09-09,2017-09-20,"Adoption"
"57348",2017-09-09,2017-10-21,"Adoption"
"57349",2017-09-09,2017-09-15,"Adoption"
"57350",2017-09-09,2017-09-15,"Adoption"
"57351",2017-09-09,2017-09-15,"Adoption"
"57352",2017-09-09,2017-09-16,"Adoption"
"57352",2017-09-09,2019-08-02,"Adoption"
"57353",2017-09-09,2017-09-12,"Foster"
"57353",2017-09-09,2017-10-20,"Transfer"
"57354",2017-09-09,2017-12-12,"Adoption"
"57355",2017-09-09,2017-09-16,"Adoption"
"57355",2017-09-09,2017-12-22,"Adoption"
"57356",2017-09-09,2017-09-17,"Adoption"
"57357",2017-09-09,2017-09-12,"Foster"
"57357",2017-09-09,2017-12-26,"Adoption"
"57358",2017-09-09,2017-09-27,"Adoption"
"57359",2017-09-09,2017-10-13,"Adoption"
"57360",2017-09-09,2017-09-14,"Adoption"
"57361",2017-09-09,2017-09-16,"Adoption"
"57362",2017-09-09,2017-09-23,"Adoption"
"57363",2017-09-09,2017-09-29,"Adoption"
"57364",2017-09-10,2017-09-19,"Transfer"
"57365",2017-09-10,2017-09-19,"Transfer"
"57366",2017-09-10,2017-09-19,"Transfer"
"57367",2017-09-10,2017-09-19,"Transfer"
"57368",2017-09-10,2017-11-04,"Adoption"
"57371",2017-09-11,2017-10-23,"Foster"
"57371",2017-09-11,2017-12-23,"Adoption"
"57372",2017-09-11,2017-10-23,"Foster"
"57372",2017-09-11,2017-11-09,"Adoption"
"57373",2017-09-11,2017-10-23,"Foster"
"57373",2017-09-11,2017-11-11,"Adoption"
"57374",2017-09-11,2017-10-23,"Foster"
"57374",2017-09-11,2017-11-18,"Adoption"
"57375",2017-09-11,2017-10-23,"Foster"
"57375",2017-09-11,2017-11-11,"Adoption"
"57376",2017-09-11,2017-10-23,"Foster"
"57376",2017-09-11,2017-11-19,"Adoption"
"57377",2017-09-11,2017-10-23,"Foster"
"57377",2017-09-11,2017-11-20,"Adoption"
"57378",2017-09-11,2017-10-23,"Foster"
"57378",2017-09-11,2017-11-13,"Adoption"
"57379",2017-09-11,2017-09-19,"Transfer"
"57380",2017-09-11,2017-09-27,"Adoption"
"57380",2017-09-11,2018-12-06,"Reclaimed"
"57381",2017-09-11,2017-09-11,"Reclaimed"
"57382",2017-09-11,2017-09-15,"Adoption"
"57383",2017-09-11,2017-10-27,"Adoption"
"57384",2017-09-11,2017-09-25,"Foster"
"57384",2017-09-11,2017-10-07,"Foster"
"57384",2017-09-11,2017-11-29,"Adoption"
"57385",2017-09-11,2017-10-31,"Adoption"
"57386",2017-09-11,2017-09-25,"Foster"
"57386",2017-09-11,2017-10-07,"Foster"
"57386",2017-09-11,2017-12-01,"Adoption"
"57387",2017-09-11,2017-09-19,"Transfer"
"57388",2017-09-11,2017-09-20,"Adoption"
"57389",2017-09-12,2017-09-16,"Adoption"
"57390",2017-09-12,2017-09-16,"Adoption"
"57391",2017-09-12,2017-09-12,"Reclaimed"
"57391",2017-09-12,2017-09-27,"Reclaimed"
"57391",2017-09-12,2018-03-22,"Reclaimed"
"57391",2017-09-12,2018-04-08,"Reclaimed"
"57393",2017-09-12,2017-10-10,"Transfer"
"57394",2017-09-12,2017-10-04,"Adoption"
"57396",2017-09-12,2017-12-23,"Adoption"
"57396",2017-09-12,2018-01-28,"Adoption"
"57401",2017-09-12,2017-11-05,"Adoption"
"57402",2017-09-12,2017-09-22,"Adoption"
"57403",2017-09-13,2017-09-29,"Adoption"
"57404",2017-09-13,2017-09-22,"Adoption"
"57405",2017-09-13,2017-09-23,"Adoption"
"57406",2017-09-13,2017-09-20,"Adoption"
"57407",2017-09-14,2017-09-20,"Adoption"
"57408",2017-09-14,2017-09-20,"Adoption"
"57409",2017-09-14,2017-09-20,"Adoption"
"57410",2017-09-14,2017-10-13,"Adoption"
"57411",2017-09-14,2017-09-19,"Foster"
"57411",2017-09-14,2017-10-12,"Foster"
"57411",2017-09-14,2017-10-20,"Adoption"
"57414",2017-09-15,2017-10-28,"Adoption"
"57415",2017-09-15,2017-10-14,"Foster"
"57415",2017-09-15,2017-11-22,"Adoption"
"57416",2017-09-15,2017-11-20,"Transfer"
"57417",2017-09-15,2017-10-30,"Foster"
"57417",2017-09-15,2017-12-08,"Adoption"
"57418",2017-09-15,2017-10-30,"Foster"
"57418",2017-09-15,2017-12-09,"Adoption"
"57419",2017-09-15,2017-09-19,"Transfer"
"57420",2017-09-15,2017-09-19,"Transfer"
"57421",2017-09-15,2017-09-25,"Adoption"
"57422",2017-09-15,2017-09-21,"Adoption"
"57423",2017-09-15,2017-09-19,"Transfer"
"57424",2017-09-15,2017-09-19,"Transfer"
"57425",2017-09-15,2017-09-28,"Adoption"
"57426",2017-09-15,2017-09-27,"Adoption"
"57429",2017-09-15,2017-10-14,"Foster"
"57429",2017-09-15,2017-11-20,"Adoption"
"57430",2017-09-15,2017-10-06,"Adoption"
"57430",2017-09-15,2017-12-04,"Transfer"
"57431",2017-09-15,2017-09-16,"Foster"
"57431",2017-09-15,2017-10-13,"Adoption"
"57432",2017-09-15,2017-09-16,"Foster"
"57432",2017-09-15,2017-10-11,"Adoption"
"57433",2017-09-15,2017-10-08,"Foster"
"57433",2017-09-15,2017-10-08,"Adoption"
"57434",2017-09-15,2017-09-22,"Foster"
"57434",2017-09-15,2017-10-10,"Adoption"
"57435",2017-09-15,2017-09-18,"Foster"
"57435",2017-09-15,2017-10-13,"Adoption"
"57436",2017-09-15,2017-09-22,"Foster"
"57436",2017-09-15,2017-10-07,"Adoption"
"57437",2017-09-15,2017-09-18,"Foster"
"57437",2017-09-15,2017-10-05,"Adoption"
"57438",2017-09-15,2017-09-22,"Foster"
"57438",2017-09-15,2017-10-08,"Adoption"
"57439",2017-09-15,2017-10-08,"Adoption"
"57439",2017-09-15,2017-10-08,"Foster"
"57440",2017-09-15,2017-09-22,"Foster"
"57440",2017-09-15,2017-10-07,"Adoption"
"57444",2017-09-15,2017-11-04,"Adoption"
"57445",2017-09-16,2017-09-27,"Transfer"
"57446",2017-09-16,2017-09-20,"Adoption"
"57447",2017-09-16,2017-10-11,"Adoption"
"57448",2017-09-16,2017-10-10,"Adoption"
"57449",2017-09-16,2017-11-03,"Adoption"
"57450",2017-09-16,2017-10-17,"Adoption"
"57451",2017-09-16,2017-09-19,"Foster"
"57451",2017-09-16,2017-10-12,"Foster"
"57451",2017-09-16,2017-10-24,"Adoption"
"57453",2017-09-16,2017-11-01,"Foster"
"57453",2017-09-16,2018-01-17,"Adoption"
"57454",2017-09-16,2017-09-21,"Adoption"
"57455",2017-09-16,2017-09-22,"Adoption"
"57457",2017-09-17,2017-09-28,"Adoption"
"57459",2017-09-17,2017-09-18,"Transfer"
"57460",2017-09-17,2017-09-18,"Transfer"
"57462",2017-09-06,2017-10-27,"Adoption"
"57464",2017-09-18,2017-09-26,"Adoption"
"57465",2017-09-18,2017-10-02,"Adoption"
"57466",2017-09-18,2017-10-05,"Adoption"
"57467",2017-09-18,2017-10-10,"Foster"
"57467",2017-09-18,2017-11-20,"Adoption"
"57468",2017-09-19,2017-09-19,"Reclaimed"
"57469",2017-09-19,2017-09-19,"Reclaimed"
"57470",2017-09-19,2017-10-27,"Adoption"
"57471",2017-09-19,2017-10-01,"Adoption"
"57477",2017-09-19,2017-09-19,"Reclaimed"
"57477",2017-09-19,2018-07-05,"Adoption"
"57485",2017-09-20,2017-10-10,"Adoption"
"57487",2017-09-20,2017-09-21,"Reclaimed"
"57488",2017-09-20,2017-09-25,"Adoption"
"57490",2017-09-20,2017-09-21,"Reclaimed"
"57491",2017-09-20,2017-12-27,"Adoption"
"57491",2017-09-20,2018-06-29,"Adoption"
"57492",2017-09-21,2017-09-21,"Reclaimed"
"57493",2017-09-21,2017-09-21,"Reclaimed"
"57494",2017-09-21,2017-10-02,"Reclaimed"
"57495",2017-09-21,2017-10-06,"Adoption"
"57496",2017-09-22,2017-09-27,"Transfer"
"57497",2017-09-22,2017-10-17,"Adoption"
"57498",2017-09-22,2017-09-22,"Reclaimed"
"57499",2017-09-22,2017-09-29,"Adoption"
"57500",2017-09-22,2017-09-29,"Foster"
"57500",2017-09-22,2017-10-12,"Foster"
"57500",2017-09-22,2017-10-27,"Adoption"
"57501",2017-09-23,2017-09-25,"Reclaimed"
"57502",2017-09-23,2017-09-28,"Adoption"
"57503",2017-09-23,2017-11-03,"Adoption"
"57504",2017-09-23,2017-09-30,"Adoption"
"57506",2017-09-24,2017-09-26,"Reclaimed"
"57507",2017-09-24,2017-10-14,"Adoption"
"57508",2017-09-24,2017-10-14,"Transfer"
"57509",2017-09-24,2017-09-29,"Adoption"
"57510",2017-09-24,2017-10-04,"Adoption"
"57511",2017-09-24,2017-10-12,"Adoption"
"57511",2017-09-24,2017-10-17,"Adoption"
"57512",2017-09-24,2017-10-17,"Adoption"
"57513",2017-09-24,2017-10-02,"Adoption"
"57513",2017-09-24,2019-04-27,"Adoption"
"57514",2017-09-24,2017-09-30,"Adoption"
"57515",2017-09-24,2017-10-02,"Adoption"
"57515",2017-09-24,2019-04-27,"Adoption"
"57516",2017-09-24,2017-09-30,"Adoption"
"57517",2017-09-24,2017-09-30,"Adoption"
"57518",2017-09-24,2017-10-02,"Adoption"
"57519",2017-09-24,2017-10-06,"Adoption"
"57519",2017-09-24,2017-10-19,"Adoption"
"57522",2017-09-25,2017-09-28,"Reclaimed"
"57522",2017-09-25,2017-10-20,"Reclaimed"
"57522",2017-09-25,2018-04-09,"Adoption"
"57524",2017-09-25,2017-10-04,"Adoption"
"57525",2017-09-25,2017-10-05,"Adoption"
"57526",2017-09-25,2017-10-03,"Adoption"
"57526",2017-09-25,2017-10-14,"Adoption"
"57527",2017-09-25,2017-09-26,"Transfer"
"57528",2017-09-25,2017-10-26,"Adoption"
"57529",2017-09-25,2017-10-22,"Adoption"
"57530",2017-09-26,2017-10-13,"Adoption"
"57532",2017-09-26,2017-10-30,"Adoption"
"57533",2017-09-26,2017-10-06,"Adoption"
"57534",2017-09-26,2017-09-28,"Adoption"
"57534",2017-09-26,2018-05-29,"Adoption"
"57535",2017-09-26,2017-10-05,"Adoption"
"57539",2017-09-26,2017-10-19,"Adoption"
"57540",2017-09-26,2017-10-27,"Adoption"
"57541",2017-09-26,2017-09-27,"Reclaimed"
"57543",2017-09-27,2017-10-06,"Adoption"
"57543",2017-09-27,2017-10-29,"Adoption"
"57544",2017-09-27,2017-10-06,"Foster"
"57544",2017-09-27,2017-11-03,"Adoption"
"57545",2017-09-27,2017-10-06,"Foster"
"57545",2017-09-27,2017-11-03,"Adoption"
"57546",2017-09-27,2017-10-06,"Foster"
"57546",2017-09-27,2017-11-03,"Adoption"
"57546",2017-09-27,2019-06-11,"Adoption"
"57547",2017-09-27,2017-10-06,"Foster"
"57547",2017-09-27,2017-11-03,"Adoption"
"57548",2017-09-27,2017-10-06,"Foster"
"57549",2017-09-27,2017-10-06,"Foster"
"57549",2017-09-27,2017-11-03,"Adoption"
"57551",2017-09-27,2017-10-05,"Adoption"
"57553",2017-09-27,2017-10-03,"Adoption"
"57554",2017-09-27,2017-11-09,"Foster"
"57554",2017-09-27,2017-11-25,"Adoption"
"57555",2017-09-27,2017-12-02,"Foster"
"57555",2017-09-27,2018-01-21,"Foster"
"57555",2017-09-27,2018-02-06,"Adoption"
"57556",2017-09-27,2017-10-17,"Adoption"
"57557",2017-09-28,2017-10-27,"Adoption"
"57558",2017-09-28,2017-10-02,"Adoption"
"57559",2017-09-28,2017-10-05,"Adoption"
"57560",2017-09-28,2017-09-28,"Reclaimed"
"57560",2017-09-28,2019-02-11,"Reclaimed"
"57561",2017-09-28,2017-09-28,"Reclaimed"
"57561",2017-09-28,2019-02-11,"Reclaimed"
"57562",2017-09-28,2017-10-02,"Adoption"
"57562",2017-09-28,2018-05-12,"Adoption"
"57563",2017-09-28,2017-10-04,"Transfer"
"57564",2017-09-29,2017-10-22,"Adoption"
"57565",2017-09-29,2017-10-01,"Foster"
"57565",2017-09-29,2017-11-22,"Foster"
"57565",2017-09-29,2017-12-01,"Adoption"
"57569",2017-09-29,2017-10-13,"Adoption"
"57570",2017-09-30,2017-10-11,"Adoption"
"57571",2017-09-30,2017-10-21,"Adoption"
"57572",2017-09-30,2017-10-27,"Adoption"
"57573",2017-09-30,2017-10-06,"Adoption"
"57574",2017-09-30,2017-10-26,"Adoption"
"57574",2017-09-30,2017-11-15,"Foster"
"57574",2017-09-30,2017-12-01,"Adoption"
"57576",2017-09-30,2017-11-15,"Foster"
"57576",2017-09-30,2017-12-01,"Adoption"
"57577",2017-09-30,2017-10-12,"Adoption"
"57578",2017-09-30,2017-10-23,"Adoption"
"57579",2017-09-30,2017-10-12,"Adoption"
"57579",2017-09-30,2017-10-27,"Adoption"
"57580",2017-09-30,2017-10-06,"Foster"
"57582",2017-09-30,2017-10-05,"Adoption"
"57584",2017-09-30,2017-10-01,"Reclaimed"
"57585",2017-09-30,2017-09-30,"Reclaimed"
"57587",2017-10-01,2017-10-02,"Reclaimed"
"57589",2017-10-01,2017-10-19,"Foster"
"57589",2017-10-01,2017-10-27,"Adoption"
"57590",2017-10-02,2017-10-14,"Transfer"
"57592",2017-10-03,2017-11-11,"Foster"
"57592",2017-10-03,2018-01-02,"Adoption"
"57593",2017-10-03,2017-10-14,"Foster"
"57594",2017-10-03,2017-10-14,"Foster"
"57594",2017-10-03,2018-03-22,"Adoption"
"57595",2017-10-03,2017-10-19,"Adoption"
"57596",2017-10-03,2017-10-31,"Adoption"
"57597",2017-10-03,2017-10-13,"Foster"
"57597",2017-10-03,2017-11-16,"Adoption"
"57598",2017-10-03,2017-10-21,"Foster"
"57598",2017-10-03,2018-01-07,"Adoption"
"57599",2017-10-03,2017-10-19,"Adoption"
"57600",2017-10-03,2017-10-11,"Adoption"
"57601",2017-10-02,2017-10-05,"Foster"
"57601",2017-10-02,2017-10-24,"Adoption"
"57602",2017-10-02,2017-10-05,"Foster"
"57602",2017-10-02,2017-10-13,"Adoption"
"57603",2017-10-02,2017-10-05,"Foster"
"57603",2017-10-02,2017-10-30,"Adoption"
"57604",2017-10-02,2017-10-14,"Foster"
"57604",2017-10-02,2017-11-01,"Adoption"
"57605",2017-10-02,2017-10-14,"Foster"
"57605",2017-10-02,2017-10-31,"Adoption"
"57606",2017-10-02,2017-10-05,"Foster"
"57606",2017-10-02,2017-10-27,"Adoption"
"57607",2017-10-02,2017-10-05,"Foster"
"57607",2017-10-02,2017-10-28,"Adoption"
"57608",2017-10-02,2017-10-05,"Foster"
"57608",2017-10-02,2017-10-27,"Adoption"
"57609",2017-10-02,2017-10-05,"Foster"
"57609",2017-10-02,2017-10-13,"Adoption"
"57610",2017-10-02,2017-10-05,"Foster"
"57610",2017-10-02,2017-10-24,"Adoption"
"57614",2017-10-03,2017-10-20,"Adoption"
"57614",2017-10-03,2019-11-23,"Reclaimed"
"57614",2017-10-03,2019-12-06,"Reclaimed"
"57617",2017-10-03,2017-10-10,"Adoption"
"57618",2017-10-03,2017-10-06,"Adoption"
"57619",2017-10-03,2017-10-06,"Adoption"
"57620",2017-10-03,2017-10-06,"Adoption"
"57621",2017-10-03,2017-10-03,"Reclaimed"
"57623",2017-10-03,2017-10-04,"Reclaimed"
"57623",2017-10-03,2017-10-18,"Adoption"
"57624",2017-10-03,2017-11-08,"Foster"
"57624",2017-10-03,2017-12-01,"Adoption"
"57625",2017-10-03,2017-10-04,"Reclaimed"
"57625",2017-10-03,2017-10-15,"Adoption"
"57626",2017-10-03,2017-10-04,"Reclaimed"
"57626",2017-10-03,2017-12-02,"Foster"
"57626",2017-10-03,2019-01-28,"Adoption"
"57627",2017-10-03,2017-10-14,"Foster"
"57627",2017-10-03,2017-10-21,"Foster"
"57627",2017-10-03,2018-01-19,"Adoption"
"57628",2017-10-03,2017-10-06,"Reclaimed"
"57629",2017-10-04,2017-11-07,"Adoption"
"57629",2017-10-04,2018-02-10,"Adoption"
"57630",2017-10-04,2017-10-18,"Adoption"
"57631",2017-10-04,2017-10-10,"Transfer"
"57632",2017-10-04,2017-10-10,"Transfer"
"57633",2017-10-04,2017-10-12,"Transfer"
"57635",2017-10-04,2017-10-10,"Reclaimed"
"57636",2017-10-04,2017-10-05,"Reclaimed"
"57637",2017-10-05,2017-10-27,"Adoption"
"57639",2017-10-05,2017-10-18,"Foster"
"57639",2017-10-05,2017-12-01,"Adoption"
"57640",2017-10-05,2017-11-28,"Foster"
"57640",2017-10-05,2017-12-22,"Adoption"
"57641",2017-10-05,2017-10-10,"Foster"
"57641",2017-10-05,2017-11-18,"Adoption"
"57642",2017-10-05,2017-10-10,"Foster"
"57642",2017-10-05,2017-11-27,"Adoption"
