"id","intakedate","movementdate","movementtype"
"60735",2018-08-27,2018-09-13,"Adoption"
"60736",2018-08-27,2018-08-29,"Foster"
"60736",2018-08-27,2018-11-01,"Adoption"
"60738",2018-08-27,2018-09-16,"Adoption"
"60739",2018-08-27,2018-09-14,"Foster"
"60739",2018-08-27,2018-09-28,"Adoption"
"60742",2018-08-28,2018-08-28,"Foster"
"60742",2018-08-28,2018-11-02,"Adoption"
"60743",2018-08-28,2018-08-28,"Foster"
"60743",2018-08-28,2018-11-02,"Adoption"
"60744",2018-08-28,2018-08-28,"Foster"
"60745",2018-08-28,2018-08-28,"Foster"
"60745",2018-08-28,2018-11-02,"Adoption"
"60746",2018-08-28,2018-08-28,"Foster"
"60746",2018-08-28,2018-11-02,"Adoption"
"60747",2018-08-28,2018-10-07,"Adoption"
"60748",2018-08-28,2018-08-31,"Adoption"
"60749",2018-08-28,2018-09-04,"Transfer"
"60750",2018-08-28,2018-09-12,"Adoption"
"60751",2018-08-28,2018-09-07,"Adoption"
"60752",2018-08-28,2018-08-28,"Reclaimed"
"60753",2018-08-28,2018-09-12,"Foster"
"60753",2018-08-28,2018-11-02,"Adoption"
"60753",2018-08-28,2018-12-18,"Adoption"
"60754",2018-08-28,2018-09-06,"Adoption"
"60755",2018-08-28,2018-09-02,"Adoption"
"60756",2018-08-28,2018-09-01,"Adoption"
"60757",2018-08-28,2018-09-02,"Adoption"
"60758",2018-08-28,2018-10-02,"Adoption"
"60759",2018-08-28,2018-08-31,"Reclaimed"
"60761",2018-08-29,2018-09-03,"Transfer"
"60763",2018-08-29,2018-11-17,"Foster"
"60763",2018-08-29,2019-01-04,"Adoption"
"60764",2018-08-29,2018-11-17,"Foster"
"60764",2018-08-29,2019-01-04,"Adoption"
"60765",2018-08-29,2018-09-22,"Adoption"
"60766",2018-08-29,2018-08-30,"Foster"
"60766",2018-08-29,2018-10-19,"Adoption"
"60767",2018-08-29,2018-08-30,"Foster"
"60767",2018-08-29,2018-10-31,"Adoption"
"60768",2018-08-29,2018-09-22,"Foster"
"60770",2018-08-29,2018-10-25,"Foster"
"60773",2018-08-20,2018-08-30,"Foster"
"60774",2018-08-30,2018-09-08,"Adoption"
"60775",2018-08-30,2018-09-07,"Adoption"
"60775",2018-08-30,2019-05-28,"Adoption"
"60776",2018-08-30,2018-09-10,"Adoption"
"60777",2018-08-30,2018-09-08,"Adoption"
"60778",2018-08-30,2018-09-11,"Reclaimed"
"60779",2018-08-30,2018-09-07,"Foster"
"60779",2018-08-30,2018-11-02,"Adoption"
"60780",2018-08-30,2018-09-07,"Foster"
"60780",2018-08-30,2018-12-18,"Adoption"
"60781",2018-08-30,2018-09-07,"Foster"
"60781",2018-08-30,2018-11-02,"Adoption"
"60782",2018-08-30,2018-09-07,"Foster"
"60782",2018-08-30,2018-11-02,"Adoption"
"60783",2018-08-30,2018-11-08,"Foster"
"60783",2018-08-30,2018-12-19,"Adoption"
"60784",2018-08-30,2018-09-29,"Adoption"
"60787",2018-08-30,2018-09-08,"Adoption"
"60788",2018-08-30,2018-09-08,"Adoption"
"60789",2018-08-30,2018-09-04,"Reclaimed"
"60790",2018-08-31,2018-09-08,"Reclaimed"
"60790",2018-08-31,2018-11-16,"Foster"
"60790",2018-08-31,2019-01-15,"Foster"
"60790",2018-08-31,2019-04-01,"Adoption"
"60792",2018-08-31,2018-09-13,"Transfer"
"60793",2018-08-31,2018-09-07,"Adoption"
"60794",2018-08-31,2018-09-07,"Adoption"
"60795",2018-08-31,2018-09-27,"Adoption"
"60796",2018-08-31,2018-09-10,"Adoption"
"60797",2018-08-31,2018-09-08,"Adoption"
"60798",2018-08-31,2018-09-07,"Adoption"
"60798",2018-08-31,2019-03-01,"Adoption"
"60799",2018-08-31,2018-08-31,"Reclaimed"
"60800",2018-08-31,2018-08-31,"Reclaimed"
"60801",2018-08-31,2018-11-03,"Adoption"
"60802",2018-08-31,2018-09-08,"Adoption"
"60806",2018-09-01,2018-09-10,"Adoption"
"60807",2018-09-01,2018-09-08,"Foster"
"60807",2018-09-01,2018-10-08,"Adoption"
"60808",2018-09-01,2018-09-08,"Foster"
"60808",2018-09-01,2018-10-05,"Adoption"
"60809",2018-09-01,2018-09-08,"Foster"
"60809",2018-09-01,2018-10-05,"Adoption"
"60811",2018-09-01,2018-09-21,"Adoption"
"60812",2018-09-01,2018-09-18,"Adoption"
"60813",2018-09-01,2018-09-18,"Adoption"
"60814",2018-09-01,2018-09-21,"Adoption"
"60815",2018-09-01,2018-09-07,"Foster"
"60815",2018-09-01,2018-09-15,"Foster"
"60815",2018-09-01,2018-09-26,"Foster"
"60815",2018-09-01,2018-10-07,"Adoption"
"60816",2018-09-01,2018-09-07,"Foster"
"60816",2018-09-01,2018-09-15,"Foster"
"60816",2018-09-01,2018-09-26,"Foster"
"60816",2018-09-01,2018-10-08,"Adoption"
"60817",2018-09-01,2018-09-07,"Foster"
"60817",2018-09-01,2018-09-15,"Foster"
"60817",2018-09-01,2018-09-26,"Foster"
"60817",2018-09-01,2018-10-07,"Adoption"
"60818",2018-09-01,2018-09-07,"Foster"
"60818",2018-09-01,2018-09-15,"Foster"
"60818",2018-09-01,2018-10-07,"Adoption"
"60819",2018-09-01,2018-09-28,"Adoption"
"60820",2018-09-02,2018-10-01,"Adoption"
"60821",2018-09-02,2018-09-28,"Adoption"
"60822",2018-09-02,2018-09-29,"Adoption"
"60823",2018-09-02,2018-09-22,"Foster"
"60823",2018-09-02,2018-10-18,"Adoption"
"60825",2018-09-04,2018-09-17,"Adoption"
"60827",2018-09-04,2018-09-08,"Foster"
"60827",2018-09-04,2018-11-20,"Adoption"
"60828",2018-09-04,2018-09-14,"Adoption"
"60829",2018-09-04,2018-09-07,"Reclaimed"
"60830",2018-09-04,2018-10-13,"Transfer"
"60831",2018-09-04,2018-09-08,"Foster"
"60831",2018-09-04,2018-10-21,"Adoption"
"60832",2018-09-04,2018-09-08,"Foster"
"60832",2018-09-04,2018-10-26,"Adoption"
"60833",2018-09-04,2018-09-08,"Foster"
"60833",2018-09-04,2018-10-26,"Adoption"
"60834",2018-09-04,2018-09-08,"Foster"
"60834",2018-09-04,2018-10-25,"Adoption"
"60835",2018-09-04,2018-09-08,"Foster"
"60835",2018-09-04,2018-10-23,"Adoption"
"60836",2018-09-04,2018-09-04,"Reclaimed"
"60837",2018-09-04,2018-09-07,"Adoption"
"60838",2018-09-04,2018-10-08,"Adoption"
"60839",2018-09-04,2018-09-08,"Adoption"
"60840",2018-09-04,2018-09-17,"Adoption"
"60841",2018-09-04,2018-09-12,"Reclaimed"
"60843",2018-09-04,2018-09-12,"Adoption"
"60844",2018-09-04,2018-10-14,"Adoption"
"60847",2018-09-05,2018-09-15,"Adoption"
"60848",2018-09-05,2018-10-11,"Adoption"
"60849",2018-09-05,2018-09-12,"Adoption"
"60850",2018-09-05,2018-09-11,"Adoption"
"60851",2018-09-05,2018-09-06,"Reclaimed"
"60853",2018-09-05,2018-09-11,"Adoption"
"60854",2018-09-05,2018-10-20,"Foster"
"60854",2018-09-05,2018-11-21,"Adoption"
"60855",2018-09-05,2018-09-05,"Reclaimed"
"60856",2018-09-05,2018-09-07,"Adoption"
"60857",2018-09-05,2018-09-07,"Adoption"
"60858",2018-09-05,2018-09-07,"Adoption"
"60859",2018-09-05,2018-09-13,"Transfer"
"60860",2018-09-05,2018-10-05,"Adoption"
"60861",2018-09-06,2018-09-27,"Adoption"
"60862",2018-09-06,2018-09-06,"Reclaimed"
"60863",2018-09-06,2018-10-03,"Adoption"
"60863",2018-09-06,2019-07-01,"Adoption"
"60864",2018-09-06,2018-09-16,"Adoption"
"60865",2018-09-06,2018-11-09,"Adoption"
"60866",2018-09-06,2018-09-16,"Adoption"
"60869",2018-09-06,2018-09-27,"Foster"
"60869",2018-09-06,2018-10-15,"Foster"
"60869",2018-09-06,2018-11-01,"Adoption"
"60870",2018-09-06,2018-09-06,"Transfer"
"60871",2018-09-06,2018-10-05,"Adoption"
"60871",2018-09-06,2018-10-17,"Adoption"
"60871",2018-09-06,2019-02-19,"Foster"
"60871",2018-09-06,2019-02-23,"Adoption"
"60871",2018-09-06,2019-03-19,"Adoption"
"60872",2018-09-06,2018-09-14,"Adoption"
"60873",2018-09-06,2018-09-14,"Adoption"
"60874",2018-09-07,2018-09-13,"Transfer"
"60876",2018-09-07,2018-09-09,"Foster"
"60876",2018-09-07,2018-10-25,"Adoption"
"60877",2018-09-07,2018-09-09,"Foster"
"60877",2018-09-07,2018-10-25,"Adoption"
"60878",2018-09-07,2018-09-09,"Foster"
"60878",2018-09-07,2018-10-24,"Adoption"
"60879",2018-09-07,2018-09-09,"Foster"
"60879",2018-09-07,2018-10-25,"Adoption"
"60880",2018-09-07,2018-12-15,"Adoption"
"60881",2018-09-07,2018-09-24,"Adoption"
"60882",2018-09-07,2018-09-20,"Adoption"
"60883",2018-09-07,2018-09-20,"Adoption"
"60884",2018-09-07,2018-09-07,"Reclaimed"
"60886",2018-09-07,2018-09-24,"Adoption"
"60888",2018-09-07,2018-09-12,"Reclaimed"
"60889",2018-09-07,2018-09-13,"Adoption"
"60890",2018-09-07,2018-09-07,"Reclaimed"
"60892",2018-09-07,2018-09-15,"Adoption"
"60893",2018-09-07,2018-09-15,"Adoption"
"60893",2018-09-07,2018-10-01,"Adoption"
"60894",2018-09-07,2018-09-07,"Reclaimed"
"60894",2018-09-07,2018-11-14,"Reclaimed"
"60894",2018-09-07,2019-04-22,"Reclaimed"
"60896",2018-09-08,2018-09-20,"Adoption"
"60896",2018-09-08,2019-07-20,"Reclaimed"
"60897",2018-09-08,2018-09-13,"Foster"
"60897",2018-09-08,2018-11-14,"Adoption"
"60899",2018-09-08,2018-09-13,"Foster"
"60899",2018-09-08,2018-10-28,"Adoption"
"60899",2018-09-08,2019-01-27,"Adoption"
"60900",2018-09-08,2018-12-02,"Foster"
"60900",2018-09-08,2019-01-08,"Adoption"
"60901",2018-09-08,2018-10-02,"Adoption"
"60902",2018-09-08,2018-09-19,"Adoption"
"60904",2018-09-08,2018-09-08,"Foster"
"60904",2018-09-08,2018-10-22,"Adoption"
"60905",2018-09-08,2018-09-08,"Foster"
"60905",2018-09-08,2018-10-28,"Adoption"
"60906",2018-09-08,2018-09-08,"Foster"
"60906",2018-09-08,2018-10-25,"Adoption"
"60907",2018-09-08,2018-09-08,"Foster"
"60907",2018-09-08,2018-10-27,"Adoption"
"60908",2018-09-08,2018-09-08,"Foster"
"60908",2018-09-08,2019-01-04,"Adoption"
"60909",2018-09-08,2018-09-08,"Foster"
"60909",2018-09-08,2018-10-25,"Adoption"
"60910",2018-09-08,2018-09-08,"Foster"
"60910",2018-09-08,2018-10-22,"Adoption"
"60911",2018-09-08,2018-09-08,"Foster"
"60911",2018-09-08,2018-10-25,"Adoption"
"60912",2018-09-08,2018-09-14,"Foster"
"60912",2018-09-08,2018-09-20,"Adoption"
"60915",2018-09-08,2018-09-14,"Adoption"
"60916",2018-09-08,2018-09-17,"Adoption"
"60917",2018-09-08,2018-09-18,"Adoption"
"60918",2018-09-08,2018-09-17,"Adoption"
"60918",2018-09-08,2018-09-22,"Adoption"
"60919",2018-09-08,2018-09-25,"Adoption"
"60920",2018-09-08,2018-09-11,"Reclaimed"
"60924",2018-09-10,2018-09-20,"Reclaimed"
"60925",2018-09-10,2018-09-11,"Reclaimed"
"60925",2018-09-10,2019-11-20,"Reclaimed"
"60926",2018-09-10,2018-09-11,"Reclaimed"
"60927",2018-09-10,2018-12-08,"Adoption"
"60927",2018-09-10,2019-01-05,"Adoption"
"60928",2018-09-10,2018-10-05,"Adoption"
"60929",2018-09-10,2018-10-05,"Adoption"
"60930",2018-09-10,2018-09-18,"Adoption"
"60931",2018-09-10,2018-09-17,"Adoption"
"60932",2018-09-10,2018-09-13,"Foster"
"60932",2018-09-10,2018-12-27,"Adoption"
"60933",2018-09-10,2018-09-21,"Adoption"
"60934",2018-09-10,2018-12-08,"Foster"
"60934",2018-09-10,2019-02-03,"Adoption"
"60935",2018-09-10,2018-09-17,"Adoption"
"60936",2018-09-10,2018-10-05,"Adoption"
"60936",2018-09-10,2019-09-09,"Reclaimed"
"60937",2018-09-10,2018-09-15,"Adoption"
"60938",2018-09-10,2018-09-15,"Adoption"
"60940",2018-09-11,2018-09-15,"Foster"
"60940",2018-09-11,2018-11-20,"Adoption"
"60941",2018-09-11,2018-09-15,"Foster"
"60941",2018-09-11,2018-11-05,"Adoption"
"60942",2018-09-11,2018-09-15,"Foster"
"60942",2018-09-11,2018-11-05,"Adoption"
"60943",2018-09-11,2018-09-17,"Adoption"
"60944",2018-09-11,2018-09-21,"Adoption"
"60945",2018-09-11,2018-10-03,"Adoption"
"60946",2018-09-11,2018-09-18,"Adoption"
"60947",2018-09-11,2018-11-17,"Adoption"
"60948",2018-09-11,2018-09-12,"Reclaimed"
"60948",2018-09-11,2019-04-29,"Reclaimed"
"60949",2018-09-11,2018-09-22,"Adoption"
"60951",2018-09-12,2018-09-20,"Adoption"
"60952",2018-09-12,2018-09-29,"Adoption"
"60953",2018-09-12,2018-09-20,"Adoption"
"60954",2018-09-12,2018-10-04,"Adoption"
"60956",2018-09-12,2018-10-05,"Adoption"
"60957",2018-09-12,2018-10-05,"Adoption"
"60958",2018-09-12,2018-10-07,"Adoption"
"60959",2018-09-12,2018-09-28,"Adoption"
"60960",2018-09-12,2018-09-25,"Adoption"
"60961",2018-09-12,2018-10-17,"Adoption"
"60962",2018-09-12,2018-09-22,"Transfer"
"60963",2018-09-12,2018-09-13,"Reclaimed"
"60963",2018-09-12,2018-09-20,"Reclaimed"
"60964",2018-09-12,2018-10-05,"Adoption"
"60964",2018-09-12,2018-10-29,"Adoption"
"60965",2018-09-13,2018-09-23,"Adoption"
"60966",2018-09-13,2018-09-21,"Adoption"
"60967",2018-09-13,2018-09-25,"Adoption"
"60968",2018-09-13,2018-09-25,"Adoption"
"60969",2018-09-13,2018-09-27,"Adoption"
"60970",2018-09-13,2018-09-28,"Adoption"
"60971",2018-09-13,2018-09-25,"Adoption"
"60973",2018-09-14,2018-09-14,"Reclaimed"
"60974",2018-09-14,2018-09-14,"Reclaimed"
"60975",2018-09-14,2018-09-14,"Reclaimed"
"60976",2018-09-14,2018-09-14,"Reclaimed"
"60977",2018-09-14,2018-09-22,"Foster"
"60977",2018-09-14,2018-09-26,"Adoption"
"60978",2018-09-14,2018-09-27,"Foster"
"60978",2018-09-14,2018-11-26,"Adoption"
"60980",2018-09-14,2018-09-14,"Reclaimed"
"60980",2018-09-14,2019-05-08,"Adoption"
"60982",2018-09-14,2018-09-21,"Foster"
"60982",2018-09-14,2018-11-27,"Adoption"
"60984",2018-09-14,2018-09-14,"Foster"
"60984",2018-09-14,2018-12-07,"Adoption"
"60985",2018-09-14,2018-12-11,"Adoption"
"60986",2018-09-14,2018-10-12,"Foster"
"60986",2018-09-14,2018-10-27,"Foster"
"60987",2018-09-14,2018-12-26,"Adoption"
"60988",2018-09-14,2018-09-30,"Adoption"
"60990",2018-09-14,2018-10-14,"Adoption"
"60991",2018-09-14,2018-09-20,"Adoption"
"60992",2018-09-14,2018-09-21,"Adoption"
"60993",2018-09-14,2019-01-04,"Foster"
"60993",2018-09-14,2019-03-09,"Adoption"
"60994",2018-09-14,2018-09-20,"Reclaimed"
"60995",2018-09-14,2018-09-20,"Adoption"
"60996",2018-09-14,2018-10-03,"Adoption"
"60996",2018-09-14,2019-05-22,"Adoption"
"60997",2018-09-15,2018-09-15,"Reclaimed"
"60999",2018-09-15,2018-11-28,"Foster"
"60999",2018-09-15,2019-01-05,"Adoption"
"61000",2018-09-15,2018-10-08,"Adoption"
"61001",2018-09-15,2018-09-28,"Adoption"
"61002",2018-09-15,2018-09-25,"Adoption"
"61003",2018-09-15,2018-09-17,"Adoption"
"61004",2018-09-15,2018-09-23,"Adoption"
"61005",2018-09-15,2018-09-17,"Adoption"
"61006",2018-09-15,2018-09-25,"Adoption"
"61007",2018-09-15,2018-09-18,"Adoption"
"61008",2018-09-15,2018-09-20,"Adoption"
"61009",2018-09-15,2018-09-18,"Adoption"
"61010",2018-09-15,2018-09-22,"Adoption"
"61011",2018-09-15,2018-09-15,"Adoption"
"61011",2018-09-15,2018-09-23,"Adoption"
"61012",2018-09-15,2018-09-23,"Adoption"
"61013",2018-09-17,2018-09-26,"Adoption"
"61014",2018-09-17,2018-10-02,"Adoption"
"61015",2018-09-17,2018-09-17,"Reclaimed"
"61016",2018-09-17,2018-11-03,"Adoption"
"61017",2018-09-17,2018-10-03,"Adoption"
"61018",2018-09-17,2018-09-25,"Transfer"
"61019",2018-09-17,2018-09-29,"Transfer"
"61020",2018-09-17,2018-10-09,"Adoption"
"61020",2018-09-17,2019-02-23,"Adoption"
"61021",2018-09-17,2018-10-05,"Adoption"
"61022",2018-09-17,2018-09-25,"Adoption"
"61023",2018-09-17,2018-10-05,"Adoption"
"61023",2018-09-17,2019-03-09,"Foster"
"61023",2018-09-17,2019-05-10,"Adoption"
"61024",2018-09-17,2018-09-23,"Adoption"
"61025",2018-09-17,2018-09-23,"Adoption"
"61026",2018-09-17,2018-09-22,"Adoption"
"61027",2018-09-18,2018-09-18,"Reclaimed"
"61028",2018-09-18,2018-10-06,"Foster"
"61028",2018-09-18,2018-12-21,"Foster"
"61028",2018-09-18,2019-04-27,"Adoption"
"61030",2018-09-18,2018-09-21,"Foster"
"61030",2018-09-18,2018-11-21,"Adoption"
"61031",2018-09-18,2018-09-21,"Foster"
"61033",2018-09-18,2018-09-29,"Adoption"
"61034",2018-09-18,2018-09-18,"Reclaimed"
"61036",2018-09-18,2018-10-15,"Adoption"
"61037",2018-09-18,2018-10-14,"Adoption"
"61040",2018-09-19,2018-10-02,"Adoption"
"61041",2018-09-19,2018-09-20,"Reclaimed"
"61041",2018-09-19,2018-10-03,"Adoption"
"61042",2018-09-19,2018-09-27,"Adoption"
"61044",2018-09-19,2018-10-03,"Adoption"
"61048",2018-09-20,2018-10-01,"Adoption"
"61049",2018-09-20,2018-10-14,"Adoption"
"61050",2018-09-20,2018-09-21,"Foster"
"61050",2018-09-20,2018-10-26,"Adoption"
"61051",2018-09-20,2018-09-21,"Foster"
"61051",2018-09-20,2018-10-16,"Stolen"
"61052",2018-09-20,2018-09-21,"Foster"
"61052",2018-09-20,2018-10-18,"Adoption"
"61053",2018-09-20,2018-09-21,"Foster"
"61053",2018-09-20,2018-10-14,"Adoption"
"61054",2018-09-20,2018-09-21,"Reclaimed"
"61055",2018-09-21,2018-10-08,"Adoption"
"61056",2018-09-21,2018-09-21,"Reclaimed"
"61057",2018-09-21,2018-09-24,"Reclaimed"
"61058",2018-09-21,2019-01-18,"Adoption"
"61059",2018-09-21,2018-09-28,"Foster"
"61059",2018-09-21,2018-11-20,"Adoption"
"61060",2018-09-21,2018-09-25,"Adoption"
"61063",2018-09-21,2018-09-29,"Transfer"
"61067",2018-09-21,2018-10-02,"Foster"
"61067",2018-09-21,2018-12-06,"Adoption"
"61068",2018-09-22,2018-10-13,"Adoption"
"61069",2018-09-22,2018-09-22,"Reclaimed"
"61072",2018-09-22,2018-09-29,"Adoption"
"61073",2018-09-22,2018-10-27,"Adoption"
"61074",2018-09-22,2018-10-27,"Adoption"
"61075",2018-09-22,2018-09-29,"Adoption"
"61077",2018-09-22,2018-09-24,"Transfer"
"61078",2018-09-22,2018-10-29,"Adoption"
"61081",2018-09-23,2018-09-24,"Reclaimed"
"61082",2018-09-23,2018-09-24,"Reclaimed"
"61083",2018-09-24,2018-09-26,"Foster"
"61083",2018-09-24,2018-10-04,"Adoption"
"61086",2018-09-24,2019-01-17,"Adoption"
"61086",2018-09-24,2019-07-20,"Adoption"
"61087",2018-09-24,2018-10-01,"Adoption"
"61088",2018-09-24,2018-09-30,"Adoption"
"61089",2018-09-24,2018-10-05,"Adoption"
"61090",2018-09-24,2018-10-02,"Foster"
"61090",2018-09-24,2018-12-07,"Adoption"
"61091",2018-09-24,2018-10-02,"Foster"
"61091",2018-09-24,2018-12-07,"Adoption"
"61092",2018-09-24,2018-10-30,"Foster"
"61092",2018-09-24,2018-11-30,"Foster"
"61093",2018-09-24,2018-09-24,"Reclaimed"
"61095",2018-09-24,2018-10-23,"Adoption"
"61096",2018-09-24,2018-10-11,"Adoption"
"61096",2018-09-24,2018-11-05,"Adoption"
"61098",2018-09-25,2018-10-04,"Adoption"
"61098",2018-09-25,2018-11-21,"Adoption"
"61099",2018-09-25,2018-10-11,"Adoption"
"61101",2018-09-25,2018-09-26,"Reclaimed"
"61102",2018-09-25,2018-09-26,"Reclaimed"
"61105",2018-09-26,2018-09-28,"Foster"
"61105",2018-09-26,2018-11-21,"Adoption"
"61105",2018-09-26,2020-01-11,"Adoption"
"61107",2018-09-26,2018-10-10,"Adoption"
"61107",2018-09-26,2018-11-02,"Adoption"
"61109",2018-09-26,2018-09-27,"Reclaimed"
"61109",2018-09-26,2018-11-17,"Adoption"
"61110",2018-09-27,2018-10-06,"Transfer"
"61112",2018-09-27,2018-10-02,"Adoption"
"61113",2018-09-27,2018-09-30,"Adoption"
"61114",2018-09-27,2018-10-22,"Adoption"
"61115",2018-09-27,2018-10-15,"Adoption"
"61116",2018-09-27,2018-11-19,"Adoption"
"61118",2018-09-28,2018-10-04,"Reclaimed"
"61119",2018-09-28,2018-10-04,"Reclaimed"
"61121",2018-09-28,2018-11-21,"Foster"
"61121",2018-09-28,2019-02-12,"Adoption"
"61122",2018-09-28,2018-10-12,"Adoption"
"61123",2018-09-28,2018-10-02,"Transfer"
"61124",2018-09-28,2018-10-03,"Reclaimed"
"61124",2018-09-28,2019-11-07,"Adoption"
"61125",2018-09-28,2018-10-23,"Adoption"
"61126",2018-09-28,2018-09-28,"Transfer"
"61127",2018-09-28,2019-01-24,"Adoption"
"61128",2018-09-28,2019-02-01,"Adoption"
"61129",2018-09-28,2019-02-01,"Adoption"
"61131",2018-09-28,2018-12-16,"Adoption"
"61132",2018-09-28,2018-09-28,"Reclaimed"
"61133",2018-09-28,2018-09-28,"Reclaimed"
"61134",2018-09-28,2018-09-29,"Foster"
"61134",2018-09-28,2019-01-25,"Adoption"
"61135",2018-09-28,2018-09-29,"Foster"
"61135",2018-09-28,2019-01-25,"Adoption"
"61136",2018-09-28,2018-09-29,"Foster"
"61136",2018-09-28,2019-01-24,"Adoption"
"61137",2018-09-28,2018-09-29,"Foster"
"61138",2018-09-28,2018-09-29,"Foster"
"61138",2018-09-28,2019-01-24,"Adoption"
"61139",2018-09-28,2018-09-29,"Foster"
"61139",2018-09-28,2019-01-22,"Adoption"
"61140",2018-09-28,2018-10-03,"Reclaimed"
"61141",2018-09-28,2018-09-28,"Reclaimed"
"61142",2018-09-28,2018-10-04,"Adoption"
"61143",2018-09-28,2018-10-04,"Adoption"
"61144",2018-09-29,2018-09-29,"Foster"
"61144",2018-09-29,2018-11-28,"Adoption"
"61145",2018-09-29,2018-09-29,"Foster"
"61145",2018-09-29,2018-11-28,"Adoption"
"61146",2018-09-29,2018-10-12,"Foster"
"61146",2018-09-29,2018-11-18,"Adoption"
"61147",2018-09-29,2018-10-24,"Adoption"
"61148",2018-09-29,2018-10-20,"Adoption"
"61149",2018-09-29,2018-10-11,"Adoption"
"61150",2018-09-29,2018-10-28,"Adoption"
"61151",2018-09-29,2018-10-06,"Adoption"
"61152",2018-09-29,2018-10-06,"Adoption"
"61153",2018-09-29,2018-10-10,"Adoption"
"61155",2018-10-01,2018-10-01,"Reclaimed"
"61156",2018-10-01,2018-10-07,"Foster"
"61156",2018-10-01,2018-10-27,"Foster"
"61156",2018-10-01,2018-12-07,"Adoption"
"61157",2018-10-01,2018-10-10,"Adoption"
"61158",2018-10-01,2018-11-21,"Foster"
"61158",2018-10-01,2019-02-08,"Adoption"
"61159",2018-10-01,2018-10-12,"Adoption"
"61159",2018-10-01,2019-02-09,"Adoption"
"61160",2018-10-01,2018-10-02,"Transfer"
"61161",2018-10-01,2018-10-31,"Adoption"
"61162",2018-10-01,2018-10-10,"Foster"
"61162",2018-10-01,2019-03-01,"Adoption"
"61163",2018-10-01,2018-10-10,"Foster"
"61163",2018-10-01,2018-12-21,"Adoption"
"61164",2018-10-01,2018-10-10,"Foster"
"61164",2018-10-01,2018-12-21,"Foster"
"61164",2018-10-01,2019-01-19,"Adoption"
"61164",2018-10-01,2019-05-10,"Adoption"
"61165",2018-10-01,2018-10-10,"Foster"
"61165",2018-10-01,2018-12-22,"Adoption"
"61166",2018-10-01,2018-10-01,"Reclaimed"
"61166",2018-10-01,2018-10-10,"Reclaimed"
"61167",2018-10-01,2018-10-07,"Foster"
"61167",2018-10-01,2018-10-27,"Foster"
"61167",2018-10-01,2018-12-07,"Adoption"
"61168",2018-10-01,2018-10-01,"Reclaimed"
"61169",2018-10-01,2019-01-26,"Transfer"
"61170",2018-10-01,2019-01-30,"Adoption"
"61172",2018-10-02,2018-10-28,"Adoption"
"61173",2018-10-02,2018-10-28,"Adoption"
"61174",2018-10-02,2018-10-06,"Foster"
"61174",2018-10-02,2018-12-05,"Foster"
"61174",2018-10-02,2019-01-13,"Transfer"
"61175",2018-10-02,2018-10-06,"Foster"
"61176",2018-10-02,2018-10-05,"Adoption"
"61177",2018-10-02,2018-10-15,"Adoption"
"61178",2018-10-02,2018-10-16,"Adoption"
"61179",2018-10-02,2018-10-02,"Reclaimed"
"61180",2018-10-02,2018-10-07,"Adoption"
"61181",2018-10-02,2018-10-07,"Adoption"
"61182",2018-10-02,2018-10-07,"Adoption"
"61183",2018-10-02,2018-10-09,"Adoption"
"61185",2018-10-02,2018-10-03,"Reclaimed"
"61188",2018-10-03,2018-10-16,"Adoption"
"61189",2018-10-03,2018-11-30,"Adoption"
"61190",2018-10-03,2018-10-16,"Adoption"
"61191",2018-10-03,2018-10-17,"Adoption"
"61192",2018-10-03,2018-10-14,"Adoption"
"61193",2018-10-03,2018-10-23,"Adoption"
"61193",2018-10-03,2018-12-21,"Adoption"
"61194",2018-10-04,2018-10-04,"Reclaimed"
"61196",2018-10-04,2018-10-06,"Reclaimed"
"61197",2018-10-04,2018-10-17,"Adoption"
"61198",2018-10-04,2018-10-25,"Foster"
"61198",2018-10-04,2019-02-01,"Adoption"
"61199",2018-10-04,2018-10-20,"Transfer"
"61200",2018-10-04,2018-10-13,"Reclaimed"
"61202",2018-10-04,2018-10-11,"Adoption"
"61203",2018-10-04,2018-10-12,"Adoption"
"61204",2018-10-04,2019-01-09,"Foster"
"61204",2018-10-04,2019-03-18,"Foster"
"61204",2018-10-04,2019-06-16,"Adoption"
"61205",2018-09-28,2018-09-28,"Foster"
"61205",2018-09-28,2018-12-18,"Adoption"
"61206",2018-09-28,2018-09-28,"Foster"
"61206",2018-09-28,2018-12-18,"Adoption"
"61207",2018-09-28,2018-09-28,"Foster"
"61207",2018-09-28,2018-12-14,"Adoption"
"61208",2018-09-28,2018-09-28,"Foster"
"61208",2018-09-28,2018-12-15,"Adoption"
"61209",2018-09-28,2018-09-28,"Foster"
"61209",2018-09-28,2018-12-14,"Adoption"
"61210",2018-09-28,2018-09-28,"Foster"
"61211",2018-09-28,2018-09-28,"Foster"
"61211",2018-09-28,2018-12-14,"Adoption"
"61212",2018-10-05,2018-10-05,"Reclaimed"
"61213",2018-10-05,2018-10-17,"Adoption"
"61214",2018-10-05,2018-10-06,"Reclaimed"
"61214",2018-10-05,2018-10-15,"Adoption"
"61215",2018-10-05,2018-10-07,"Transfer"
"61216",2018-10-05,2018-10-13,"Adoption"
"61216",2018-10-05,2019-02-13,"Adoption"
"61216",2018-10-05,2019-06-27,"Adoption"
"61217",2018-10-05,2018-10-14,"Adoption"
"61218",2018-10-05,2018-10-14,"Adoption"
"61220",2018-10-05,2018-12-03,"Adoption"
