"id","date","interaction","location","type"
"15801",2009-11-28,"Moving","Adoptable Cat Glass Colony","intake"
"15932",2009-12-08,"Moving","Adoptable Dogs","intake"
"28859",2012-08-10,"Abandoned","Adoptable Dogs","intake"
"30812",2013-01-11,"Abandoned","Stray Cats","intake"
"31469",2013-03-26,"Incompatible with owner lifestyle","Stray Dogs Beta","intake"
"40705",2015-06-19,"Abandoned","Lobby","intake"
"40706",2015-06-19,"Abandoned","Lobby","intake"
"46238",2016-10-09,"Abandoned","Special Care Dogs","intake"
"46437",2016-10-26,"Abandoned","Stray Cats","intake"
"46693",2016-11-21,"Abandoned","Adoptable Dogs","intake"
"47120",2017-01-11,"Abandoned","Foster","intake"
"47146",2017-01-17,"Abandoned","Foster","intake"
"47156",2017-01-17,"Abandoned","Lobby","intake"
"47157",2017-01-17,"Abandoned","Lobby","intake"
"47198",2017-01-22,"Abandoned","Adoptable Cat Glass Colony","intake"
"47239",2017-01-27,"Abandoned","Foster","intake"
"47248",2017-01-27,"Abandoned","Foster","intake"
"47277",2017-01-31,"Abandoned","Adoptable Cat Glass Colony","intake"
"47290",2017-02-01,"Abandoned","Adoptable Cat Big Colony","intake"
"47319",2017-02-05,"Rabies Monitoring","Stray Dogs Theta","intake"
"47360",2017-02-11,"Abandoned","Office","intake"
"47395",2017-02-13,"Abandoned","Adoptable Cat Big Colony","intake"
"47402",2017-02-14,"Abandoned","Adoptable Dogs","intake"
"47414",2017-02-16,"Abandoned","Stray Dogs Beta","intake"
"47429",2017-02-18,"Abandoned","Office","intake"
"47432",2017-02-18,"Abandoned","Lobby","intake"
"47502",2017-02-27,"Marriage/Relationship split","Stray Dogs Beta","intake"
"47510",2017-02-28,"Abandoned","Adoptable Cat Big Colony","intake"
"47511",2017-02-28,"Abandoned","Adoptable Cat Small Colony","intake"
"47520",2017-03-02,"Abandoned","Adoptable Cat Big Colony","intake"
"47521",2017-03-02,"Abandoned","Adoptable Cat Kennels","intake"
"47538",2017-03-04,"Abandoned","Foster","intake"
"47539",2017-03-04,"Abandoned","Adoptable Cat Glass Colony","intake"
"47540",2017-03-04,"Abandoned","Adoptable Cat Glass Colony","intake"
"47558",2017-03-06,"Abandoned","Adoptable Dogs","intake"
"47562",2017-03-06,"Abandoned","Adoptable Cat Kennels","intake"
"47575",2017-03-07,"Moving","Adoptable Dogs","intake"
"47576",2017-03-07,"Abandoned","Adoptable Dogs","intake"
"47582",2017-03-07,"Abandoned","Stray Dogs Beta","intake"
"47591",2017-03-09,"Abandoned","Foster","intake"
"47595",2017-03-09,"Owner Deceased","Adoptable Cat Big Colony","intake"
"47613",2017-03-10,"Abandoned","Stray Dogs Beta","intake"
"47617",2017-03-10,"Abandoned","Adoptable Cat Kennels","intake"
"47627",2017-03-11,"Abandoned","Feline Nursery","intake"
"47628",2017-03-11,"Abandoned","Adoptable Cat Kennels","intake"
"47629",2017-03-11,"Abandoned","Adoptable Cat Kennels","intake"
"47630",2017-03-11,"Abandoned","Adoptable Cat Small Colony","intake"
"47631",2017-03-11,"Abandoned","Feline Nursery","intake"
"47632",2017-03-11,"Abandoned","Feline Nursery","intake"
"47633",2017-03-11,"Abandoned","Feline Nursery","intake"
"47634",2017-03-11,"Abandoned","Feline Nursery","intake"
"47635",2017-03-11,"Abandoned","Feline Nursery","intake"
"47636",2017-03-11,"Abandoned","Feline Nursery","intake"
"47637",2017-03-11,"Abandoned","Feline Nursery","intake"
"47638",2017-03-11,"Abandoned","Adoptable Cat Kennels","intake"
"47639",2017-03-11,"Abandoned","Adoptable Dogs","intake"
"47654",2017-03-14,"Abandoned","Foster","intake"
"47659",2017-03-14,"Abandoned","Adoptable Cat Kennels","intake"
"47661",2017-03-15,"Abandoned","Adoptable Cat Big Colony","intake"
"47662",2017-03-15,"Abandoned","Adoptable Dogs","intake"
"47665",2017-03-15,"Abandoned","Adoptable Dogs","intake"
"47681",2017-03-18,"Abandoned","Stray Dogs Beta","intake"
"47683",2017-03-18,"Abandoned","Adoptable Dogs","intake"
"47684",2017-03-18,"Abandoned","Adoptable Cat Kennels","intake"
"47685",2017-03-18,"Abandoned","Cat room B","intake"
"47688",2017-03-18,"Abandoned","Adoptable Cat Big Colony","intake"
"47695",2017-03-20,"Abandoned","Adoptable Dogs","intake"
"47696",2017-03-20,"Abandoned","Adoptable Cat Kennels","intake"
"47697",2017-03-21,"Abandoned","Adoptable Cat Big Colony","intake"
"47698",2017-03-21,"Stray","Adoptable Cat Kennels","intake"
"47701",2017-03-21,"No Reason","Stray Cats","intake"
"47702",2017-03-21,"Abandoned","Adoptable Dogs","intake"
"47703",2017-03-21,"Abandoned","Adoptable Cat Big Colony","intake"
"47704",2017-03-21,"Abandoned","Adoptable Dogs","intake"
"47707",2017-03-22,"Abandoned","Adoptable Cat Kennels","intake"
"47708",2017-03-22,"Abandoned","Adoptable Cat Kennels","intake"
"47710",2017-03-22,"Abandoned","Stray Dogs Theta","intake"
"47712",2017-03-23,"Stray","Dog room C","intake"
"47714",2017-03-23,"Abandoned","Adoptable Dogs","intake"
"47715",2017-03-23,"Abandoned","Office","intake"
"47717",2017-03-23,"Police Assist","Adoptable Dogs","intake"
"47718",2017-03-23,"Abandoned","Adoptable Dogs","intake"
"47721",2017-03-24,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"47724",2017-03-24,"Abandoned","Lobby","intake"
"47725",2017-03-24,"Abandoned","Lobby","intake"
"47727",2017-03-24,"Abandoned","Adoptable Dogs","intake"
"47728",2017-03-24,"Abandoned","Adoptable Dogs","intake"
"47730",2017-03-24,"Abandoned","Adoptable Cat Kennels","intake"
"47733",2017-03-24,"No Reason","Lobby","intake"
"47735",2017-03-24,"Abandoned","Lobby","intake"
"47736",2017-03-24,"Abandoned","Lobby","intake"
"47737",2017-03-24,"Abandoned","Lobby","intake"
"47738",2017-03-25,"Biting","Stray Dogs Theta","intake"
"47740",2017-03-25,"Abandoned","Lobby","intake"
"47741",2017-03-25,"Abandoned","Lobby","intake"
"47742",2017-03-25,"Abandoned","Adoptable Dogs","intake"
"47744",2017-03-25,"Abandoned","Adoptable Dogs","intake"
"47747",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47748",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47749",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47750",2017-03-27,"Abandoned","Stray Dogs Beta","intake"
"47751",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47752",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47753",2017-03-27,"Abandoned","Dog room D","intake"
"47754",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47755",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47756",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47757",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47759",2017-03-27,"Stray","Stray Dogs Alpha","intake"
"47760",2017-03-27,"Abandoned","Adoptable Dogs","intake"
"47762",2017-03-27,"Abandoned","Special Care Dogs","intake"
"47763",2017-03-28,"Abandoned","Adoptable Cat Middle Colony","intake"
"47764",2017-03-28,"Abandoned","Adoptable Dogs","intake"
"47765",2017-03-28,"Abandoned","Stray Dogs Beta","intake"
"47766",2017-03-28,"Abandoned","Stray Dogs Beta","intake"
"47767",2017-03-28,"Abandoned","Stray Cats","intake"
"47768",2017-03-28,"Abandoned","Stray Cats","intake"
"47769",2017-03-28,"Abandoned","Adoptable Dogs","intake"
"47770",2017-03-28,"Abandoned","Adoptable Dogs","intake"
"47771",2017-03-28,"Abandoned","Adoptable Dogs","intake"
"55297",2017-03-31,"Owner Died","Adoptable Cat Big Colony","intake"
"55298",2017-03-31,"Stray","Adoptable Cat Kennels","intake"
"55299",2017-03-31,"Stray","Adoptable Cat Big Colony","intake"
"55300",2017-03-31,"TNR - Trap/Neuter/Release","Adoptable Cat Glass Colony","intake"
"55301",2017-03-31,"Stray","Adoptable Cat Kennels","intake"
"55302",2017-03-29,"Unable to Afford","Stray Dogs Alpha","intake"
"55303",2017-03-31,"Unsuitable Accommodation","Adoptable Cat Big Colony","intake"
"55304",2017-03-29,"Unable to Afford","Stray Dogs Alpha","intake"
"55305",2017-03-29,"Unable to Afford","Stray Dogs Alpha","intake"
"55307",2017-03-29,"Unable to Afford","Stray Dogs Alpha","intake"
"55308",2017-03-31,"Unsuitable Accommodation","Stray Dogs Theta","intake"
"55309",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55310",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55311",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55312",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55313",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55314",2017-03-31,"Incompatible with owner lifestyle","Lobby","intake"
"55315",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55316",2017-03-31,"Incompatible with owner lifestyle","Lobby","intake"
"55317",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55318",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55319",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55320",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55321",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55322",2017-03-30,"Stray","Dog room B","intake"
"55323",2017-03-30,"Stray","Stray Dogs Beta","intake"
"55324",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55325",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55326",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55327",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55328",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55329",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55330",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55331",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55332",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55333",2017-03-31,"Incompatible with owner lifestyle","Office","intake"
"55334",2017-03-29,"Stray","Adoptable Dogs","intake"
"55335",2017-03-31,"Stray","Veterinary office","intake"
"55336",2017-03-31,"Stray","Adoptable Cat Middle Colony","intake"
"55337",2017-03-29,"Stray","Adoptable Cat Glass Colony","intake"
"55338",2017-03-31,"Stray","Adoptable Dogs","intake"
"55339",2017-03-31,"Stray","Adoptable Dogs","intake"
"55340",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55341",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55342",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55343",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55344",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55345",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55346",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55347",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55348",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55349",2017-04-01,"Incompatible with owner lifestyle","Lobby","intake"
"55350",2017-04-01,"Unsuitable Accommodation","Special Care Dogs","intake"
"55351",2017-04-01,"Stray","Adoptable Dogs","intake"
"55352",2017-04-01,"Incompatible with owner lifestyle","Adoptable Cat Kennels","intake"
"55354",2017-04-01,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55355",2017-04-02,"Stray","Stray Cats","intake"
"55357",2017-04-02,"Unable to Afford","Adoptable Dogs","intake"
"55358",2017-04-02,"Police Assist","Stray Dogs Beta","intake"
"55359",2017-04-03,"Stray","Adoptable Cat Kennels","intake"
"55360",2017-04-03,"Unable to Afford","Adoptable Cat Kennels","intake"
"55361",2017-04-03,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55362",2017-04-03,"Stray","Check-in","intake"
"55363",2017-04-03,"Stray","Special Care Dogs","intake"
"55364",2017-04-03,"Incompatible with owner lifestyle","Stray Dogs Beta","intake"
"55365",2017-04-03,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55366",2017-04-03,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55369",2017-04-03,"Unsuitable Accommodation","Stray Cats","intake"
"55370",2017-04-03,"Abandoned","Adoptable Cat Kennels","intake"
"55371",2017-04-03,"Abandoned","Feline Nursery","intake"
"55372",2017-04-03,"Unsuitable Accommodation","Stray Dogs Theta","intake"
"55373",2017-04-03,"Unsuitable Accommodation","Stray Dogs Beta","intake"
"55375",2017-04-04,"Stray","Stray Cats","intake"
"55376",2017-04-04,"Owner Died","Adoptable Cat Big Colony","intake"
"55377",2017-04-04,"Owner Died","Adoptable Cat Big Colony","intake"
"55378",2017-04-04,"Owner Died","Lobby","intake"
"55379",2017-04-04,"Owner Died","Lobby","intake"
"55380",2017-04-04,"Owner Died","Lobby","intake"
"55381",2017-04-04,"Stray","Special Care Cats","intake"
"55382",2017-04-04,"Owner Died","Adoptable Cat Kennels","intake"
"55383",2017-04-04,"Owner Died","Adoptable Cat Small Colony","intake"
"55384",2017-04-04,"Owner Died","Lobby","intake"
"55385",2017-04-04,"Owner Died","Adoptable Cat Small Colony","intake"
"55386",2017-04-04,"Owner Died","Adoptable Cat Small Colony","intake"
"55389",2017-04-04,"Stray","Adoptable Cat Kennels","intake"
"55391",2017-04-05,"Stray","Stray Dogs Beta","intake"
"55394",2017-04-05,"Stray","Stray Dogs Beta","intake"
"55395",2017-04-05,"Stray","Adoptable Dogs","intake"
"55396",2017-03-18,"Abandoned","Foster","intake"
"55397",2017-03-18,"Abandoned","Foster","intake"
"55398",2017-03-18,"Abandoned","Foster","intake"
"55399",2017-03-18,"Abandoned","Foster","intake"
"55400",2017-04-06,"Stray","Check-in","intake"
"55401",2017-04-06,"Owner Died","Stray Cats","intake"
"55402",2017-04-06,"Incompatible with owner lifestyle","Special Care Cats","intake"
"55404",2017-04-06,"Stray","Stray Dogs Theta","intake"
"55405",2017-04-06,"Stray","Special Care Dogs","intake"
"55409",2017-04-06,"Police Assist","Stray Dogs Theta","intake"
"55410",2017-04-07,"Stray","Check-in","intake"
"55411",2017-04-07,"Stray","Check-in","intake"
"55412",2017-04-07,"Stray","Stray Cats","intake"
"55415",2017-04-07,"Stray","Stray Cats","intake"
"55416",2017-04-07,"Stray","Stray Cats","intake"
"55419",2017-03-31,"Stray","Lobby","intake"
"55420",2017-03-31,"Stray","Feline Nursery","intake"
"55421",2017-03-31,"Stray","Lobby","intake"
"55422",2017-03-31,"Stray","Lobby","intake"
"55423",2017-03-31,"Stray","Lobby","intake"
"55425",2017-04-07,"Injured Wildlife","Check-in","intake"
"55426",2017-04-07,"Injured Wildlife","Check-in","intake"
"55427",2017-04-07,"Injured Wildlife","Check-in","intake"
"55428",2017-04-07,"Injured Wildlife","Check-in","intake"
"55429",2017-04-07,"Injured Wildlife","Check-in","intake"
"55430",2017-04-07,"Stray","Adoptable Cat Glass Colony","intake"
"55433",2017-04-07,"Stray","Adoptable Dogs","intake"
"55434",2017-04-08,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55438",2017-04-08,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55439",2017-04-08,"Incompatible with owner lifestyle","Stray Dogs Beta","intake"
"55440",2017-04-08,"Incompatible with owner lifestyle","Adoptable Cat Middle Colony","intake"
"55441",2017-04-08,"Incompatible with owner lifestyle","Check-in","intake"
"55442",2017-04-09,"Stray","Adoptable Cat Big Colony","intake"
"55444",2017-04-09,"Stray","Adoptable Dogs","intake"
"55445",2017-04-09,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55446",2017-04-10,"Stray","Special Care Dogs","intake"
"55447",2017-04-10,"Stray","Stray Cats","intake"
"55448",2017-04-10,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55449",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55450",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55451",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55452",2017-04-10,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55453",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55454",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55455",2017-04-10,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55456",2018-11-27,"Owner Deceased","Adoptable Dogs","intake"
"55458",2017-04-10,"Stray","Adoptable Dogs","intake"
"55462",2017-04-10,"Stray","Adoptable Dogs","intake"
"55463",2017-04-11,"Stray","Adoptable Dogs","intake"
"55464",2017-04-11,"Stray","Stray Dogs Theta","intake"
"55465",2017-04-11,"Stray","Stray Cats","intake"
"55466",2017-04-11,"Stray","Shelter","intake"
"55468",2017-04-11,"Injured Wildlife","Shelter","intake"
"55469",2017-04-11,"Abandoned","Adoptable Cat Glass Colony","intake"
"55470",2017-04-11,"Stray","Adoptable Cat Glass Colony","intake"
"55473",2017-04-11,"Allergies","Check-in","intake"
"55475",2017-04-11,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55476",2017-04-11,"Incompatible with owner lifestyle","Adoptable Cat Kennels","intake"
"55477",2017-04-11,"Incompatible with owner lifestyle","Lobby","intake"
"55478",2017-04-11,"Incompatible with owner lifestyle","Lobby","intake"
"55479",2017-04-12,"Stray","Stray Dogs Theta","intake"
"55482",2017-04-12,"Stray","Adoptable Dogs","intake"
"55484",2017-04-12,"Stray","Stray Cats","intake"
"55485",2017-04-12,"Stray","Stray Dogs Beta","intake"
"55490",2017-04-13,"Unsuitable Accommodation","Adoptable Dogs","intake"
"55493",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55495",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55496",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55497",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55498",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55499",2017-04-15,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55500",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Big Colony","intake"
"55501",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Small Colony","intake"
"55502",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Middle Colony","intake"
"55503",2017-04-15,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55504",2017-04-15,"Incompatible with owner lifestyle","Adoptable Cat Kennels","intake"
"55505",2017-04-15,"Stray","Check-in","intake"
"55506",2017-04-15,"Stray","Stray Dogs Theta","intake"
"55509",2017-04-17,"TNR - Trap/Neuter/Release","Stray Dogs Beta","intake"
"55510",2017-04-17,"Unsuitable Accommodation","Adoptable Cat Middle Colony","intake"
"55511",2017-04-17,"Owner Deceased","Check-in","intake"
"55514",2017-04-17,"Stray","Stray Cats","intake"
"55517",2017-04-17,"Stray","Feline Nursery","intake"
"55518",2017-04-17,"Stray","Feline Nursery","intake"
"55519",2017-04-17,"Stray","Feline Nursery","intake"
"55520",2017-04-17,"Stray","Adoptable Dogs","intake"
"55521",2017-04-17,"Stray","Special Care Cats","intake"
"55524",2017-04-17,"Stray","Check-in","intake"
"55525",2017-04-17,"Stray","Check-in","intake"
"55526",2017-04-17,"Stray","Adoptable Cat Big Colony","intake"
"55530",2017-04-18,"Stray","Stray Dogs Theta","intake"
"55531",2017-04-18,"Unable to Afford","Stray Cats","intake"
"55532",2017-04-18,"Unable to Afford","Stray Cats","intake"
"55534",2017-04-18,"Abandoned","Adoptable Cat Big Colony","intake"
"55535",2017-04-18,"Stray","Adoptable Dogs","intake"
"55536",2017-04-18,"Stray","Stray Dogs Beta","intake"
"55537",2017-04-18,"Stray","Adoptable Cat Glass Colony","intake"
"55542",2017-04-18,"Stray","Stray Dogs Theta","intake"
"55546",2017-04-19,"Stray","Adoptable Cat Middle Colony","intake"
"55547",2017-04-19,"Stray","Check-in","intake"
"55549",2017-04-19,"Incompatible with owner lifestyle","Stray Dogs Theta","intake"
"55550",2017-04-19,"Incompatible with owner lifestyle","Stray Dogs Theta","intake"
"55551",2017-04-19,"Stray","Stray Cats","intake"
"55552",2017-04-19,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55553",2017-04-19,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55554",2017-04-19,"Stray","Check-in","intake"
"55555",2017-04-19,"Stray","Check-in","intake"
"55557",2017-04-20,"Stray","Adoptable Dogs","intake"
"55558",2017-04-20,"Incompatible with owner lifestyle","Adoptable Cat Glass Colony","intake"
"55561",2017-04-20,"Incompatible with owner lifestyle","Adoptable Cat Kennels","intake"
"55563",2017-04-20,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55564",2017-04-20,"Incompatible with owner lifestyle","Lobby","intake"
"55565",2017-04-20,"Stray","Feline Nursery","intake"
"55567",2017-04-20,"Moving","Adoptable Dogs","intake"
"55569",2017-04-20,"Unable to Afford","Adoptable Cat Small Colony","intake"
"55570",2017-04-20,"Stray","Adoptable Dogs","intake"
"55571",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55572",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55573",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55574",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55575",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55576",2017-04-20,"Unsuitable Accommodation","Special Care Cats","intake"
"55577",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony","intake"
"55578",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55579",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55580",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55581",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55582",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55583",2017-04-20,"Unsuitable Accommodation","Feline Nursery","intake"
"55584",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony","intake"
"55585",2017-04-20,"Unsuitable Accommodation","Lobby","intake"
"55586",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Kennels","intake"
"55587",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Big Colony","intake"
"55588",2017-04-20,"Unsuitable Accommodation","Adoptable Cat Glass Colony","intake"
"55591",2017-04-20,"Stray","Adoptable Cat Small Colony","intake"
"55592",2017-04-20,"Stray","Lobby","intake"
"55593",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55594",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55595",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55596",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55597",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55598",2017-04-21,"Transfer from Other Shelter","Adoptable Dogs","intake"
"55600",2017-04-21,"Stray","Special Care Cats","intake"
"55601",2017-04-21,"Stray","Adoptable Dogs","intake"
"55602",2017-04-21,"Stray","Adoptable Dogs","intake"
"55604",2017-04-21,"Stray","Special Care Dogs","intake"
"55610",2017-04-21,"Moving","Adoptable Dogs","intake"
"55611",2017-04-21,"Stray","Stray Cats","intake"
"55612",2017-04-21,"Stray","Lobby","intake"
"55613",2017-04-22,"Police Assist","Stray Dogs Beta","intake"
"55616",2017-04-22,"Rabies Monitoring","Stray Dogs Theta","intake"
"55617",2017-04-22,"Stray","Veterinary office","intake"
"55618",2017-04-22,"Stray","Stray Dogs Theta","intake"
"55619",2017-04-22,"Stray","Adoptable Dogs","intake"
"55622",2017-04-22,"TNR - Trap/Neuter/Release","Adoptable Dogs","intake"
"55623",2017-04-22,"Stray","Adoptable Dogs","intake"
"55624",2017-04-22,"Incompatible with owner lifestyle","Adoptable Cat Glass Colony","intake"
"55625",2017-04-22,"Stray","Stray Dogs Theta","intake"
"55626",2017-04-23,"Unable to Afford","Check-in","intake"
"55627",2017-04-23,"Stray","Stray Dogs Theta","intake"
"55631",2017-04-24,"Stray","Stray Cats","intake"
"55633",2017-04-24,"Stray","Stray Dogs Beta","intake"
"55634",2017-04-24,"Stray","Adoptable Dogs","intake"
"55635",2017-04-24,"Stray","Adoptable Cat Glass Colony","intake"
"55637",2017-04-24,"Stray","Stray Dogs Theta","intake"
"55639",2017-04-24,"Stray","Stray Dogs Theta","intake"
"55640",2017-04-25,"Stray","Check-in","intake"
"55641",2017-04-25,"Stray","Adoptable Cat Kennels","intake"
"55642",2017-04-25,"Police Assist","Stray Dogs Beta","intake"
"55643",2017-04-25,"Police Assist","Stray Dogs Beta","intake"
"55644",2017-04-25,"Biting","Stray Dogs Beta","intake"
"55645",2017-04-25,"Stray","Stray Dogs Beta","intake"
"55647",2017-04-25,"Stray","Adoptable Dogs","intake"
"55648",2017-04-25,"Stray","Adoptable Dogs","intake"
"55649",2017-04-25,"Stray","Stray Dogs Theta","intake"
"55651",2017-04-26,"Stray","Adoptable Cat Glass Colony","intake"
"55652",2017-04-26,"Stray","Stray Dogs Beta","intake"
"55653",2017-04-26,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55654",2017-04-26,"Incompatible with owner lifestyle","Stray Cats","intake"
"55655",2017-04-27,"Stray","Stray Dogs Beta","intake"
"55656",2017-04-27,"Stray","Stray Dogs Beta","intake"
"55657",2017-04-27,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55658",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony","intake"
"55659",2017-03-21,"Born in Shelter","Adoptable Cat Kennels","intake"
"55660",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony","intake"
"55661",2017-03-21,"Born in Shelter","Adoptable Cat Kennels","intake"
"55662",2017-03-21,"Born in Shelter","Adoptable Cat Small Colony","intake"
"55663",2017-04-27,"Stray","Check-in","intake"
"55664",2017-04-27,"Sick/Injured","Check-in","intake"
"55669",2017-04-28,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55670",2017-04-28,"Stray","Stray Dogs Beta","intake"
"55671",2017-04-28,"Incompatible with owner lifestyle","Lobby","intake"
"55673",2017-04-28,"Moving","Office","intake"
"55674",2017-04-28,"Stray","Special Care Cats","intake"
"55676",2017-04-29,"Stray","Stray Dogs Beta","intake"
"55679",2017-04-30,"Stray","Stray Dogs Beta","intake"
"55680",2017-04-30,"Stray","Adoptable Cat Big Colony","intake"
"55681",2017-05-01,"Owner Deceased","Stray Dogs Beta","intake"
"55682",2017-05-01,"Owner Deceased","Stray Dogs Beta","intake"
"55683",2017-05-01,"Stray","Stray Dogs Beta","intake"
"55684",2017-05-01,"Stray","Stray Dogs Beta","intake"
"55687",2017-05-01,"Incompatible with owner lifestyle","Adoptable Dogs","intake"
"55688",2017-05-01,"Stray","Office","intake"
"55689",2017-05-01,"Incompatible with owner lifestyle","Adoptable Cat Small Colony","intake"
"55690",2017-05-01,"Stray","Lobby","intake"
"55691",2017-05-01,"Stray","Lobby","intake"
"55692",2017-05-01,"Stray","Stray Dogs Beta","intake"
"55693",2017-05-01,"Stray","Adoptable Dogs","intake"
"55694",2017-05-01,"Stray","Stray Dogs Beta","intake"
"55696",2017-05-01,"Stray","Adoptable Dogs","intake"
"55697",2017-05-01,"Stray","Adoptable Cat Kennels","intake"
"55698",2017-05-01,"Stray","Stray Cats","intake"
"55700",2017-05-01,"Stray","Stray Dogs Beta","intake"
"55701",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery","intake"
"55702",2017-05-01,"Incompatible with owner lifestyle","Feline Nursery","intake"
