"id","interaction","type","seq","date","date_end","time_int","duration"
"56402","Stray","intake",1,2017-06-28,2017-07-17,2017-06-28 UTC--2017-07-17 UTC,19
"56402","Adoption","move",2,2017-07-17,2020-03-03,2017-07-17 UTC--2020-03-03 UTC,960
"56404","Stray","intake",1,2017-06-28,2017-07-12,2017-06-28 UTC--2017-07-12 UTC,14
"56404","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56405","Stray","intake",1,2017-06-28,2017-07-11,2017-06-28 UTC--2017-07-11 UTC,13
"56405","Adoption","move",2,2017-07-11,2020-03-03,2017-07-11 UTC--2020-03-03 UTC,966
"56407","Stray","intake",1,2017-06-28,2017-06-29,2017-06-28 UTC--2017-06-29 UTC,1
"56407","Reclaimed","move",2,2017-06-29,2020-03-03,2017-06-29 UTC--2020-03-03 UTC,978
"56409","Incompatible with owner lifestyle","intake",1,2017-06-29,2017-07-19,2017-06-29 UTC--2017-07-19 UTC,20
"56409","Adoption","move",2,2017-07-19,2020-03-03,2017-07-19 UTC--2020-03-03 UTC,958
"56410","Incompatible with owner lifestyle","intake",1,2017-06-29,2017-07-19,2017-06-29 UTC--2017-07-19 UTC,20
"56410","Adoption","move",2,2017-07-19,2020-03-03,2017-07-19 UTC--2020-03-03 UTC,958
"56412","Stray","intake",1,2017-06-29,2017-07-13,2017-06-29 UTC--2017-07-13 UTC,14
"56412","Foster","move",2,2017-07-13,2017-08-07,2017-07-13 UTC--2017-08-07 UTC,25
"56412","Stray","return",3,2017-08-07,2017-09-06,2017-08-07 UTC--2017-09-06 UTC,30
"56412","Foster","move",4,2017-09-06,2017-10-07,2017-09-06 UTC--2017-10-07 UTC,31
"56412","Stray","return",5,2017-10-07,2017-10-21,2017-10-07 UTC--2017-10-21 UTC,14
"56412","Adoption","move",6,2017-10-21,2020-03-03,2017-10-21 UTC--2020-03-03 UTC,864
"56413","Stray","intake",1,2017-06-29,2017-07-05,2017-06-29 UTC--2017-07-05 UTC,6
"56413","Foster","move",2,2017-07-05,2017-07-23,2017-07-05 UTC--2017-07-23 UTC,18
"56413","Stray","return",3,2017-07-23,2017-07-23,2017-07-23 UTC--2017-07-23 UTC,0
"56413","Died in care","dead",4,2017-07-23,2017-07-23,2017-07-23 UTC--2017-07-23 UTC,0
"56415","Biting","intake",1,2017-06-29,2017-07-12,2017-06-29 UTC--2017-07-12 UTC,13
"56415","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56421","Incompatible with owner lifestyle","intake",1,2017-06-29,2017-08-05,2017-06-29 UTC--2017-08-05 UTC,37
"56421","Adoption","move",2,2017-08-05,2020-03-03,2017-08-05 UTC--2020-03-03 UTC,941
"56422","Stray","intake",1,2017-06-29,2017-07-19,2017-06-29 UTC--2017-07-19 UTC,20
"56422","Adoption","move",2,2017-07-19,2020-03-03,2017-07-19 UTC--2020-03-03 UTC,958
"56425","Animal Health","intake",1,2017-06-29,2017-06-30,2017-06-29 UTC--2017-06-30 UTC,1
"56425","Reclaimed","move",2,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56425","Owner requested","return",3,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56425","Owner Requested","dead",4,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56426","Owner Deceased","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56426","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56427","Owner Deceased","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56427","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56428","Owner Deceased","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56428","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56429","Stray","intake",1,2017-06-30,2017-07-16,2017-06-30 UTC--2017-07-16 UTC,16
"56429","Adoption","move",2,2017-07-16,2020-03-03,2017-07-16 UTC--2020-03-03 UTC,961
"56430","Stray","intake",1,2017-06-30,2017-07-12,2017-06-30 UTC--2017-07-12 UTC,12
"56430","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56431","Stray","intake",1,2017-06-30,2017-07-12,2017-06-30 UTC--2017-07-12 UTC,12
"56431","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56432","Police Assist","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56432","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56433","Police Assist","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56433","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56434","Stray","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56434","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56435","Stray","intake",1,2017-06-30,2017-06-30,2017-06-30 UTC--2017-06-30 UTC,0
"56435","Reclaimed","move",2,2017-06-30,2020-03-03,2017-06-30 UTC--2020-03-03 UTC,977
"56436","Stray","intake",1,2017-06-30,2017-07-01,2017-06-30 UTC--2017-07-01 UTC,1
"56436","Foster","move",2,2017-07-01,2017-08-19,2017-07-01 UTC--2017-08-19 UTC,49
"56436","Stray","return",3,2017-08-19,2017-08-26,2017-08-19 UTC--2017-08-26 UTC,7
"56436","Adoption","move",4,2017-08-26,2020-03-03,2017-08-26 UTC--2020-03-03 UTC,920
"56437","Stray","intake",1,2017-06-30,2017-07-17,2017-06-30 UTC--2017-07-17 UTC,17
"56437","Adoption","move",2,2017-07-17,2020-03-03,2017-07-17 UTC--2020-03-03 UTC,960
"56438","Stray","intake",1,2017-06-30,2017-07-29,2017-06-30 UTC--2017-07-29 UTC,29
"56438","Foster","move",2,2017-07-29,2017-08-19,2017-07-29 UTC--2017-08-19 UTC,21
"56438","Stray","return",3,2017-08-19,2017-08-21,2017-08-19 UTC--2017-08-21 UTC,2
"56438","Adoption","move",4,2017-08-21,2020-03-03,2017-08-21 UTC--2020-03-03 UTC,925
"56439","Stray","intake",1,2017-06-30,2017-07-10,2017-06-30 UTC--2017-07-10 UTC,10
"56439","Transfer","move",2,2017-07-10,2020-03-03,2017-07-10 UTC--2020-03-03 UTC,967
"56440","Stray","intake",1,2017-06-30,2017-07-05,2017-06-30 UTC--2017-07-05 UTC,5
"56440","Foster","move",2,2017-07-05,2017-07-26,2017-07-05 UTC--2017-07-26 UTC,21
"56440","Adoption","move",3,2017-07-26,2017-07-26,2017-07-26 UTC--2017-07-26 UTC,0
"56440","Stray","return",4,2017-07-26,2020-03-03,2017-07-26 UTC--2020-03-03 UTC,951
"56441","Stray","intake",1,2017-06-30,2017-08-04,2017-06-30 UTC--2017-08-04 UTC,35
"56441","Adoption","move",2,2017-08-04,2020-03-03,2017-08-04 UTC--2020-03-03 UTC,942
"56442","Abandoned","intake",1,2017-06-30,2017-08-01,2017-06-30 UTC--2017-08-01 UTC,32
"56442","Foster","move",2,2017-08-01,2017-09-12,2017-08-01 UTC--2017-09-12 UTC,42
"56442","Adoption","move",3,2017-09-12,2017-09-12,2017-09-12 UTC--2017-09-12 UTC,0
"56442","Stray","return",4,2017-09-12,2020-03-03,2017-09-12 UTC--2020-03-03 UTC,903
"56443","Abandoned","intake",1,2017-06-30,2017-07-30,2017-06-30 UTC--2017-07-30 UTC,30
"56443","Adoption","move",2,2017-07-30,2020-03-03,2017-07-30 UTC--2020-03-03 UTC,947
"56445","Stray","intake",1,2017-06-30,2017-07-13,2017-06-30 UTC--2017-07-13 UTC,13
"56445","Foster","move",2,2017-07-13,2017-08-11,2017-07-13 UTC--2017-08-11 UTC,29
"56445","Adoption","move",3,2017-08-11,2017-08-11,2017-08-11 UTC--2017-08-11 UTC,0
"56445","Stray","return",4,2017-08-11,2020-03-03,2017-08-11 UTC--2020-03-03 UTC,935
"56446","Incompatible with owner lifestyle","intake",1,2017-06-30,2017-07-07,2017-06-30 UTC--2017-07-07 UTC,7
"56446","Adoption","move",2,2017-07-07,2020-03-03,2017-07-07 UTC--2020-03-03 UTC,970
"56447","Stray","intake",1,2017-06-30,2017-09-10,2017-06-30 UTC--2017-09-10 UTC,72
"56447","Transfer","move",2,2017-09-10,2020-03-03,2017-09-10 UTC--2020-03-03 UTC,905
"56449","Stray","intake",1,2017-07-01,2017-07-12,2017-07-01 UTC--2017-07-12 UTC,11
"56449","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56450","Marriage/Relationship split","intake",1,2017-07-01,2017-07-23,2017-07-01 UTC--2017-07-23 UTC,22
"56450","Adoption","move",2,2017-07-23,2020-03-03,2017-07-23 UTC--2020-03-03 UTC,954
"56451","Stray","intake",1,2017-07-01,2017-07-13,2017-07-01 UTC--2017-07-13 UTC,12
"56451","Adoption","move",2,2017-07-13,2020-03-03,2017-07-13 UTC--2020-03-03 UTC,964
"56452","Stray","intake",1,2017-07-01,2017-07-12,2017-07-01 UTC--2017-07-12 UTC,11
"56452","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56455","Litter relinquishment","intake",1,2017-07-01,2017-07-08,2017-07-01 UTC--2017-07-08 UTC,7
"56455","Adoption","move",2,2017-07-08,2020-03-03,2017-07-08 UTC--2020-03-03 UTC,969
"56456","Litter relinquishment","intake",1,2017-07-01,2017-08-04,2017-07-01 UTC--2017-08-04 UTC,34
"56456","Adoption","move",2,2017-08-04,2020-03-03,2017-08-04 UTC--2020-03-03 UTC,942
"56457","Litter relinquishment","intake",1,2017-07-01,2017-07-08,2017-07-01 UTC--2017-07-08 UTC,7
"56457","Adoption","move",2,2017-07-08,2020-03-03,2017-07-08 UTC--2020-03-03 UTC,969
"56458","Litter relinquishment","intake",1,2017-07-01,2017-07-17,2017-07-01 UTC--2017-07-17 UTC,16
"56458","Adoption","move",2,2017-07-17,2020-03-03,2017-07-17 UTC--2020-03-03 UTC,960
"56459","Litter relinquishment","intake",1,2017-07-01,2017-08-04,2017-07-01 UTC--2017-08-04 UTC,34
"56459","Adoption","move",2,2017-08-04,2020-03-03,2017-08-04 UTC--2020-03-03 UTC,942
"56460","Litter relinquishment","intake",1,2017-07-01,2017-07-07,2017-07-01 UTC--2017-07-07 UTC,6
"56460","Adoption","move",2,2017-07-07,2020-03-03,2017-07-07 UTC--2020-03-03 UTC,970
"56461","Litter relinquishment","intake",1,2017-07-01,2017-07-08,2017-07-01 UTC--2017-07-08 UTC,7
"56461","Adoption","move",2,2017-07-08,2020-03-03,2017-07-08 UTC--2020-03-03 UTC,969
"56462","Litter relinquishment","intake",1,2017-07-01,2017-08-15,2017-07-01 UTC--2017-08-15 UTC,45
"56462","Adoption","move",2,2017-08-15,2020-03-03,2017-08-15 UTC--2020-03-03 UTC,931
"56463","Incompatible with owner lifestyle","intake",1,2017-07-01,2017-07-12,2017-07-01 UTC--2017-07-12 UTC,11
"56463","Adoption","move",2,2017-07-12,2020-03-03,2017-07-12 UTC--2020-03-03 UTC,965
"56465","Stray","intake",1,2017-07-02,2017-07-05,2017-07-02 UTC--2017-07-05 UTC,3
"56465","Reclaimed","move",2,2017-07-05,2017-07-05,2017-07-05 UTC--2017-07-05 UTC,0
"56465","Unable to Afford","return",3,2017-07-05,2017-07-08,2017-07-05 UTC--2017-07-08 UTC,3
"56465","Foster","move",4,2017-07-08,2017-11-27,2017-07-08 UTC--2017-11-27 UTC,142
"56465","Adoption","move",5,2017-11-27,2017-11-27,2017-11-27 UTC--2017-11-27 UTC,0
"56465","Stray","return",6,2017-11-27,2020-03-03,2017-11-27 UTC--2020-03-03 UTC,827
"56467","Stray","intake",1,2017-07-03,2017-07-03,2017-07-03 UTC--2017-07-03 UTC,0
"56467","Reclaimed","move",2,2017-07-03,2017-07-05,2017-07-03 UTC--2017-07-05 UTC,2
"56467","Reclaimed","move",3,2017-07-05,2017-07-05,2017-07-05 UTC--2017-07-05 UTC,0
"56467","Stray","return",4,2017-07-05,2020-03-03,2017-07-05 UTC--2020-03-03 UTC,972
"56468","Stray","intake",1,2017-07-03,2017-07-05,2017-07-03 UTC--2017-07-05 UTC,2
"56468","Reclaimed","move",2,2017-07-05,2020-03-03,2017-07-05 UTC--2020-03-03 UTC,972
"56469","Animal Health","intake",1,2017-07-03,2017-07-09,2017-07-03 UTC--2017-07-09 UTC,6
"56469","Reclaimed","move",2,2017-07-09,2020-03-03,2017-07-09 UTC--2020-03-03 UTC,968
"56470","Animal Health","intake",1,2017-07-04,2017-07-07,2017-07-04 UTC--2017-07-07 UTC,3
"56470","Transfer","move",2,2017-07-07,2020-03-03,2017-07-07 UTC--2020-03-03 UTC,970
"56471","Stray","intake",1,2017-07-05,2017-08-11,2017-07-05 UTC--2017-08-11 UTC,37
"56471","Adoption","move",2,2017-08-11,2020-03-03,2017-08-11 UTC--2020-03-03 UTC,935
"56472","Stray","intake",1,2017-07-05,2017-07-19,2017-07-05 UTC--2017-07-19 UTC,14
"56472","Adoption","move",2,2017-07-19,2020-03-03,2017-07-19 UTC--2020-03-03 UTC,958
"56473","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56473","Reclaimed","move",2,2017-07-07,2020-03-03,2017-07-07 UTC--2020-03-03 UTC,970
"56474","Stray","intake",1,2017-07-05,2017-07-10,2017-07-05 UTC--2017-07-10 UTC,5
"56474","Foster","move",2,2017-07-10,2017-09-04,2017-07-10 UTC--2017-09-04 UTC,56
"56474","Transfer","move",3,2017-09-04,2017-09-04,2017-09-04 UTC--2017-09-04 UTC,0
"56474","Stray","return",4,2017-09-04,2020-03-03,2017-09-04 UTC--2020-03-03 UTC,911
"56475","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56475","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56475","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56475","Foster","move",4,2017-07-15,2017-08-29,2017-07-15 UTC--2017-08-29 UTC,45
"56475","Stray","return",5,2017-08-29,2017-09-26,2017-08-29 UTC--2017-09-26 UTC,28
"56475","Adoption","move",6,2017-09-26,2017-09-26,2017-09-26 UTC--2017-09-26 UTC,0
"56475","Unable to Afford","return",7,2017-09-26,2017-10-18,2017-09-26 UTC--2017-10-18 UTC,22
"56475","Adoption","move",8,2017-10-18,2020-03-03,2017-10-18 UTC--2020-03-03 UTC,867
"56476","Stray","intake",1,2017-07-05,2017-07-10,2017-07-05 UTC--2017-07-10 UTC,5
"56476","Foster","move",2,2017-07-10,2017-09-23,2017-07-10 UTC--2017-09-23 UTC,75
"56476","Adoption","move",3,2017-09-23,2017-09-23,2017-09-23 UTC--2017-09-23 UTC,0
"56476","Stray","return",4,2017-09-23,2020-03-03,2017-09-23 UTC--2020-03-03 UTC,892
"56477","Stray","intake",1,2017-07-05,2017-07-10,2017-07-05 UTC--2017-07-10 UTC,5
"56477","Foster","move",2,2017-07-10,2017-09-23,2017-07-10 UTC--2017-09-23 UTC,75
"56477","Stray","return",3,2017-09-23,2017-09-26,2017-09-23 UTC--2017-09-26 UTC,3
"56477","Adoption","move",4,2017-09-26,2020-03-03,2017-09-26 UTC--2020-03-03 UTC,889
"56478","Stray","intake",1,2017-07-05,2017-07-10,2017-07-05 UTC--2017-07-10 UTC,5
"56478","Foster","move",2,2017-07-10,2017-08-01,2017-07-10 UTC--2017-08-01 UTC,22
"56478","Stray","return",3,2017-08-01,2017-08-01,2017-08-01 UTC--2017-08-01 UTC,0
"56478","Died in care","dead",4,2017-08-01,2017-08-01,2017-08-01 UTC--2017-08-01 UTC,0
"56479","Stray","intake",1,2017-07-05,2017-07-10,2017-07-05 UTC--2017-07-10 UTC,5
"56479","Foster","move",2,2017-07-10,2017-08-01,2017-07-10 UTC--2017-08-01 UTC,22
"56479","Stray","return",3,2017-08-01,2017-08-01,2017-08-01 UTC--2017-08-01 UTC,0
"56479","Died in care","dead",4,2017-08-01,2017-08-01,2017-08-01 UTC--2017-08-01 UTC,0
"56480","Stray","intake",1,2017-07-05,2017-07-13,2017-07-05 UTC--2017-07-13 UTC,8
"56480","Foster","move",2,2017-07-13,2017-08-07,2017-07-13 UTC--2017-08-07 UTC,25
"56480","Stray","return",3,2017-08-07,2017-08-13,2017-08-07 UTC--2017-08-13 UTC,6
"56480","Adoption","move",4,2017-08-13,2017-08-27,2017-08-13 UTC--2017-08-27 UTC,14
"56480","Incompatible with owner lifestyle","return",5,2017-08-27,2017-08-28,2017-08-27 UTC--2017-08-28 UTC,1
"56480","Adoption","move",6,2017-08-28,2020-03-03,2017-08-28 UTC--2020-03-03 UTC,918
"56481","Stray","intake",1,2017-07-05,2017-07-05,2017-07-05 UTC--2017-07-05 UTC,0
"56481","Reclaimed","move",2,2017-07-05,2020-03-03,2017-07-05 UTC--2020-03-03 UTC,972
"56482","Stray","intake",1,2017-07-05,2017-07-06,2017-07-05 UTC--2017-07-06 UTC,1
"56482","Reclaimed","move",2,2017-07-06,2020-03-03,2017-07-06 UTC--2020-03-03 UTC,971
"56483","Stray","intake",1,2017-07-05,2017-07-05,2017-07-05 UTC--2017-07-05 UTC,0
"56483","Reclaimed","move",2,2017-07-05,2020-03-03,2017-07-05 UTC--2020-03-03 UTC,972
"56484","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56484","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56484","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56484","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56484","Stray","return",5,2017-09-01,2017-09-11,2017-09-01 UTC--2017-09-11 UTC,10
"56484","Adoption","move",6,2017-09-11,2020-03-03,2017-09-11 UTC--2020-03-03 UTC,904
"56485","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56485","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56485","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56485","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56485","Stray","return",5,2017-09-01,2017-09-06,2017-09-01 UTC--2017-09-06 UTC,5
"56485","Adoption","move",6,2017-09-06,2020-03-03,2017-09-06 UTC--2020-03-03 UTC,909
"56486","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56486","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56486","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56486","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56486","Stray","return",5,2017-09-01,2017-09-06,2017-09-01 UTC--2017-09-06 UTC,5
"56486","Adoption","move",6,2017-09-06,2017-12-17,2017-09-06 UTC--2017-12-17 UTC,102
"56486","Stray","return",7,2017-12-17,2018-01-26,2017-12-17 UTC--2018-01-26 UTC,40
"56486","Adoption","move",8,2018-01-26,2020-03-03,2018-01-26 UTC--2020-03-03 UTC,767
"56487","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56487","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56487","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56487","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56487","Stray","return",5,2017-09-01,2017-09-08,2017-09-01 UTC--2017-09-08 UTC,7
"56487","Adoption","move",6,2017-09-08,2020-03-03,2017-09-08 UTC--2020-03-03 UTC,907
"56488","Incompatible with owner lifestyle","intake",1,2017-07-05,2017-07-20,2017-07-05 UTC--2017-07-20 UTC,15
"56488","Reclaimed","move",2,2017-07-20,2020-03-03,2017-07-20 UTC--2020-03-03 UTC,957
"56490","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56490","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56490","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56490","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56490","Stray","return",5,2017-09-01,2017-09-12,2017-09-01 UTC--2017-09-12 UTC,11
"56490","Stolen","move",6,2017-09-12,2020-03-03,2017-09-12 UTC--2020-03-03 UTC,903
"56491","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56491","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56491","Stray","return",3,2017-07-14,2017-07-15,2017-07-14 UTC--2017-07-15 UTC,1
"56491","Foster","move",4,2017-07-15,2017-09-01,2017-07-15 UTC--2017-09-01 UTC,48
"56491","Stray","return",5,2017-09-01,2017-09-06,2017-09-01 UTC--2017-09-06 UTC,5
"56491","Adoption","move",6,2017-09-06,2020-03-03,2017-09-06 UTC--2020-03-03 UTC,909
"56492","Stray","intake",1,2017-07-05,2017-07-07,2017-07-05 UTC--2017-07-07 UTC,2
"56492","Foster","move",2,2017-07-07,2017-07-14,2017-07-07 UTC--2017-07-14 UTC,7
"56492","Stray","return",3,2017-07-14,2017-09-08,2017-07-14 UTC--2017-09-08 UTC,56
"56492","Adoption","move",4,2017-09-08,2020-03-03,2017-09-08 UTC--2020-03-03 UTC,907
"56494","Stray","intake",1,2017-07-05,2017-07-14,2017-07-05 UTC--2017-07-14 UTC,9
"56494","Adoption","move",2,2017-07-14,2020-03-03,2017-07-14 UTC--2020-03-03 UTC,963
"56495","Incompatible with owner lifestyle","intake",1,2017-07-05,2017-07-11,2017-07-05 UTC--2017-07-11 UTC,6
"56495","Adoption","move",2,2017-07-11,2020-03-03,2017-07-11 UTC--2020-03-03 UTC,966
"56496","Incompatible with owner lifestyle","intake",1,2017-07-05,2017-07-11,2017-07-05 UTC--2017-07-11 UTC,6
"56496","Foster","move",2,2017-07-11,2017-08-01,2017-07-11 UTC--2017-08-01 UTC,21
"56496","Adoption","move",3,2017-08-01,2017-08-01,2017-08-01 UTC--2017-08-01 UTC,0
"56496","Stray","return",4,2017-08-01,2020-03-03,2017-08-01 UTC--2020-03-03 UTC,945
"56498","Stray","intake",1,2017-07-05,2017-08-05,2017-07-05 UTC--2017-08-05 UTC,31
"56498","Adoption","move",2,2017-08-05,2020-03-03,2017-08-05 UTC--2020-03-03 UTC,941
"56499","Stray","intake",1,2017-07-05,2017-08-13,2017-07-05 UTC--2017-08-13 UTC,39
"56499","Adoption","move",2,2017-08-13,2020-03-03,2017-08-13 UTC--2020-03-03 UTC,933
"56500","Stray","intake",1,2017-07-05,2017-08-01,2017-07-05 UTC--2017-08-01 UTC,27
"56500","Foster","move",2,2017-08-01,2017-08-02,2017-08-01 UTC--2017-08-02 UTC,1
"56500","Stray","return",3,2017-08-02,2017-08-09,2017-08-02 UTC--2017-08-09 UTC,7
"56500","Adoption","move",4,2017-08-09,2020-03-03,2017-08-09 UTC--2020-03-03 UTC,937
"56501","Stray","intake",1,2017-07-05,2017-08-01,2017-07-05 UTC--2017-08-01 UTC,27
"56501","Foster","move",2,2017-08-01,2017-08-09,2017-08-01 UTC--2017-08-09 UTC,8
"56501","Adoption","move",3,2017-08-09,2017-08-09,2017-08-09 UTC--2017-08-09 UTC,0
"56501","Stray","return",4,2017-08-09,2020-03-03,2017-08-09 UTC--2020-03-03 UTC,937
"56502","Stray","intake",1,2017-07-05,2017-07-28,2017-07-05 UTC--2017-07-28 UTC,23
"56502","Adoption","move",2,2017-07-28,2020-03-03,2017-07-28 UTC--2020-03-03 UTC,949
"56503","Stray","intake",1,2017-07-05,2017-07-06,2017-07-05 UTC--2017-07-06 UTC,1
"56503","Reclaimed","move",2,2017-07-06,2020-03-03,2017-07-06 UTC--2020-03-03 UTC,971
"56504","Stray","intake",1,2017-07-05,2017-07-06,2017-07-05 UTC--2017-07-06 UTC,1
"56504","Reclaimed","move",2,2017-07-06,2020-03-03,2017-07-06 UTC--2020-03-03 UTC,971
"56505","Stray","intake",1,2017-07-06,2017-07-29,2017-07-06 UTC--2017-07-29 UTC,23
"56505","Adoption","move",2,2017-07-29,2020-03-03,2017-07-29 UTC--2020-03-03 UTC,948
"56507","Stray","intake",1,2017-07-06,2017-08-08,2017-07-06 UTC--2017-08-08 UTC,33
"56507","Adoption","move",2,2017-08-08,2020-03-03,2017-08-08 UTC--2020-03-03 UTC,938
"56509","Stray","intake",1,2017-07-06,2017-07-06,2017-07-06 UTC--2017-07-06 UTC,0
"56509","Reclaimed","move",2,2017-07-06,2020-03-03,2017-07-06 UTC--2020-03-03 UTC,971
"56510","Stray","intake",1,2017-07-06,2017-07-18,2017-07-06 UTC--2017-07-18 UTC,12
"56510","Foster","move",2,2017-07-18,2017-07-26,2017-07-18 UTC--2017-07-26 UTC,8
"56510","Adoption","move",3,2017-07-26,2017-07-26,2017-07-26 UTC--2017-07-26 UTC,0
"56510","Stray","return",4,2017-07-26,2020-03-03,2017-07-26 UTC--2020-03-03 UTC,951
"56511","Stray","intake",1,2017-07-06,2017-07-15,2017-07-06 UTC--2017-07-15 UTC,9
"56511","Transfer","move",2,2017-07-15,2020-03-03,2017-07-15 UTC--2020-03-03 UTC,962
"56512","Stray","intake",1,2017-07-06,2017-07-18,2017-07-06 UTC--2017-07-18 UTC,12
"56512","Foster","move",2,2017-07-18,2017-07-31,2017-07-18 UTC--2017-07-31 UTC,13
"56512","Adoption","move",3,2017-07-31,2017-07-31,2017-07-31 UTC--2017-07-31 UTC,0
"56512","Stray","return",4,2017-07-31,2020-03-03,2017-07-31 UTC--2020-03-03 UTC,946
"56513","Stray","intake",1,2017-07-06,2017-07-14,2017-07-06 UTC--2017-07-14 UTC,8
"56513","Adoption","move",2,2017-07-14,2020-03-03,2017-07-14 UTC--2020-03-03 UTC,963
"56514","Incompatible with owner lifestyle","intake",1,2017-07-06,2017-07-29,2017-07-06 UTC--2017-07-29 UTC,23
"56514","Adoption","move",2,2017-07-29,2020-03-03,2017-07-29 UTC--2020-03-03 UTC,948
"56515","Owner requested","intake",1,2017-07-06,2017-07-07,2017-07-06 UTC--2017-07-07 UTC,1
"56515","Reclaimed","move",2,2017-07-07,2017-08-21,2017-07-07 UTC--2017-08-21 UTC,45
"56515","Owner requested","return",3,2017-08-21,2017-08-21,2017-08-21 UTC--2017-08-21 UTC,0
"56515","Owner Requested","dead",4,2017-08-21,2017-08-21,2017-08-21 UTC--2017-08-21 UTC,0
"56516","Stray","intake",1,2017-07-07,2017-07-25,2017-07-07 UTC--2017-07-25 UTC,18
"56516","Adoption","move",2,2017-07-25,2020-03-03,2017-07-25 UTC--2020-03-03 UTC,952
"56518","Stray","intake",1,2017-07-07,2017-07-28,2017-07-07 UTC--2017-07-28 UTC,21
"56518","Adoption","move",2,2017-07-28,2020-03-03,2017-07-28 UTC--2020-03-03 UTC,949
